time,vwind
01/01,3.107327
01/02,2.8957782
01/03,2.648872
01/04,2.7269921
01/05,3.2778914
01/06,3.5079823
01/07,3.2713401
01/08,2.917648
01/09,3.3450658
01/10,3.0189545
01/11,3.1456969
01/12,2.7827108
01/13,2.9114249
01/14,3.001158
01/15,2.7884824
01/16,3.1550744
01/17,3.0824807
01/18,2.8158157
01/19,3.0259538
01/20,2.8933156
01/21,2.8058982
01/22,3.280678
01/23,3.2138407
01/24,3.0598
01/25,2.826137
01/26,2.825739
01/27,2.8989365
01/28,2.4847617
01/29,2.7816002
01/30,2.7194307
01/31,2.6185982
02/01,2.5713804
02/02,2.594656
02/03,2.938235
02/04,2.6830468
02/05,2.6237304
02/06,2.2121844
02/07,2.4371703
02/08,2.6842568
02/09,2.15045
02/10,1.7682003
02/11,1.8744961
02/12,1.7673374
02/13,2.0774033
02/14,1.6388379
02/15,1.6069432
02/16,1.7289169
02/17,1.6919872
02/18,1.2080959
02/19,1.6422573
02/20,1.113621
02/21,1.4450896
02/22,1.2086768
02/23,1.5060766
02/24,1.3973384
02/25,1.0571359
02/26,1.0771403
02/27,1.0751113
02/28,1.2371837
02/29,0.67124045
03/01,1.1200647
03/02,1.1362154
03/03,1.1455419
03/04,0.7625708
03/05,0.34872374
03/06,0.7237307
03/07,0.76131475
03/08,0.62942266
03/09,0.19191764
03/10,0.11138039
03/11,0.5602631
03/12,0.8961982
03/13,0.29561692
03/14,0.32593694
03/15,0.051475126
03/16,0.40185568
03/17,0.6190055
03/18,0.6195753
03/19,0.9868099
03/20,0.76587635
03/21,0.79408836
03/22,0.67460406
03/23,0.66749173
03/24,0.71502894
03/25,0.5509141
03/26,0.596486
03/27,0.44722834
03/28,0.3337309
03/29,0.7976432
03/30,0.6090755
03/31,0.5712996
04/01,0.7222133
04/02,0.5902636
04/03,0.955195
04/04,0.8299066
04/05,0.83490855
04/06,1.0897328
04/07,0.7444215
04/08,0.80889857
04/09,0.9402348
04/10,1.025599
04/11,0.9751615
04/12,0.97912955
04/13,0.99758023
04/14,1.4545357
04/15,1.6238345
04/16,1.3000846
04/17,1.754447
04/18,1.7399263
04/19,1.5562203
04/20,1.2417246
04/21,1.5392599
04/22,1.3824598
04/23,1.44013
04/24,1.6225632
04/25,1.6316684
04/26,1.723814
04/27,1.4840797
04/28,1.5375482
04/29,1.7969319
04/30,1.849291
05/01,1.7857852
05/02,1.709275
05/03,1.9485765
05/04,2.1190155
05/05,2.1218386
05/06,1.8751643
05/07,1.6270694
05/08,1.9245518
05/09,2.1697454
05/10,1.8488926
05/11,1.7564602
05/12,2.3684163
05/13,2.6169786
05/14,2.6013265
05/15,2.6843774
05/16,2.8076513
05/17,3.0209188
05/18,2.8671951
05/19,2.842332
05/20,2.5480676
05/21,2.3287988
05/22,2.4431758
05/23,2.475747
05/24,2.4256322
05/25,2.7337255
05/26,2.7219403
05/27,3.0643601
05/28,2.5975935
05/29,2.746511
05/30,2.789877
05/31,2.8602347
06/01,2.9736369
06/02,2.5120618
06/03,2.4485273
06/04,2.466144
06/05,2.7426524
06/06,2.5722399
06/07,2.3623035
06/08,2.3163245
06/09,2.491912
06/10,2.6255305
06/11,2.5267546
06/12,2.871824
06/13,2.60929
06/14,2.6294248
06/15,2.4199553
06/16,2.1987612
06/17,2.622627
06/18,2.67196
06/19,2.52852
06/20,2.496447
06/21,2.670122
06/22,2.8180177
06/23,2.4997766
06/24,2.4428964
06/25,2.6048412
06/26,2.7732456
06/27,3.1083088
06/28,2.9580889
06/29,2.9383829
06/30,3.1849873
07/01,3.531143
07/02,3.4453862
07/03,3.1121404
07/04,2.948856
07/05,3.277104
07/06,3.0416021
07/07,2.8938727
07/08,3.3605187
07/09,2.914741
07/10,2.8650866
07/11,2.8233092
07/12,2.8217773
07/13,2.738649
07/14,2.7143192
07/15,2.7474222
07/16,2.9827607
07/17,3.0919647
07/18,2.7986176
07/19,2.494409
07/20,2.142093
07/21,2.4234838
07/22,2.7169793
07/23,2.770483
07/24,2.5794334
07/25,2.4027622
07/26,2.5818741
07/27,2.873084
07/28,2.8200731
07/29,2.677817
07/30,2.8515413
07/31,2.7730877
08/01,2.612733
08/02,2.4226868
08/03,2.3405285
08/04,2.4371402
08/05,2.5604043
08/06,2.7267747
08/07,2.4205892
08/08,2.4988031
08/09,2.9099135
08/10,2.7621884
08/11,2.9657927
08/12,2.770544
08/13,2.9649432
08/14,2.86734
08/15,2.9580529
08/16,2.6463554
08/17,2.3190436
08/18,2.1279547
08/19,2.4635465
08/20,2.6878068
08/21,2.6825516
08/22,2.7048197
08/23,2.6536748
08/24,2.46963
08/25,2.1280782
08/26,2.2275062
08/27,2.5685651
08/28,2.7261407
08/29,2.682985
08/30,2.5663698
08/31,2.7708085
09/01,2.7624567
09/02,2.7489595
09/03,2.4318192
09/04,2.5745711
09/05,2.6899433
09/06,2.6852608
09/07,2.6943142
09/08,2.6128783
09/09,2.8011281
09/10,3.0666811
09/11,2.933019
09/12,2.9486969
09/13,2.8510993
09/14,3.0434723
09/15,3.588314
09/16,3.3315604
09/17,2.7196386
09/18,2.82065
09/19,2.8505385
09/20,3.3506196
09/21,2.9504895
09/22,3.0086524
09/23,3.0824642
09/24,3.0036285
09/25,3.0722668
09/26,2.8279963
09/27,2.9873297
09/28,3.371492
09/29,3.0818653
09/30,3.1690133
10/01,2.7556753
10/02,2.5777483
10/03,2.6820698
10/04,2.9119656
10/05,3.1754162
10/06,2.9674537
10/07,2.9417171
10/08,3.0764015
10/09,3.0322225
10/10,2.9369438
10/11,3.032902
10/12,3.1362784
10/13,2.912956
10/14,3.0661004
10/15,3.1455028
10/16,3.6108615
10/17,3.4305394
10/18,3.2815554
10/19,3.1020577
10/20,2.9951525
10/21,3.1108234
10/22,2.8046808
10/23,2.8712976
10/24,2.8764324
10/25,2.9344065
10/26,3.2183888
10/27,3.1093798
10/28,3.3390722
10/29,2.9710367
10/30,2.809078
10/31,2.935354
11/01,3.0347967
11/02,3.3267467
11/03,3.1579435
11/04,2.833735
11/05,2.938119
11/06,3.1047857
11/07,3.1624036
11/08,3.1270905
11/09,3.2804043
11/10,3.376657
11/11,3.2812066
11/12,3.1614592
11/13,2.8416555
11/14,2.7757823
11/15,3.1461072
11/16,3.3796296
11/17,3.6905954
11/18,3.0880806
11/19,3.2111654
11/20,3.5884933
11/21,3.5932438
11/22,3.2542439
11/23,3.1275437
11/24,3.218225
11/25,2.8115785
11/26,2.9157603
11/27,2.8842344
11/28,3.120067
11/29,3.3383117
11/30,3.1084206
12/01,2.984462
12/02,3.2814765
12/03,3.123763
12/04,3.3298888
12/05,3.2475858
12/06,3.2254746
12/07,3.5856981
12/08,3.5253053
12/09,3.2968006
12/10,3.1925647
12/11,3.4112592
12/12,3.5617483
12/13,3.1870801
12/14,3.074973
12/15,3.2903864
12/16,3.4181013
12/17,3.3726482
12/18,3.4114683
12/19,3.3049986
12/20,3.324291
12/21,3.5032256
12/22,3.0513113
12/23,3.4473898
12/24,3.4165947
12/25,3.542266
12/26,3.305597
12/27,3.093159
12/28,3.2953434
