time,vwind
01/01,-2.180082
01/02,-3.0033019
01/03,-2.3382483
01/04,-2.0245233
01/05,-1.8086699
01/06,-2.2919395
01/07,-1.5168787
01/08,-2.475628
01/09,-1.5868069
01/10,-1.4209313
01/11,-2.16911
01/12,-2.020953
01/13,-2.2244456
01/14,-1.8407599
01/15,-1.9996783
01/16,-2.0123327
01/17,-2.211849
01/18,-2.261901
01/19,-2.6379178
01/20,-2.4034204
01/21,-2.9098377
01/22,-2.8429837
01/23,-3.2861252
01/24,-3.658497
01/25,-3.5299158
01/26,-3.0263124
01/27,-3.4309886
01/28,-3.6666644
01/29,-3.6073318
01/30,-3.1238327
01/31,-2.4237266
02/01,-3.1564171
02/02,-3.225264
02/03,-2.8056796
02/04,-3.127144
02/05,-2.5905902
02/06,-2.3046362
02/07,-3.1328337
02/08,-3.2463255
02/09,-2.9028025
02/10,-2.9108949
02/11,-2.7417266
02/12,-3.6341498
02/13,-3.5986373
02/14,-2.799822
02/15,-3.5049736
02/16,-3.168512
02/17,-2.2659986
02/18,-1.6910119
02/19,-2.1603014
02/20,-2.739939
02/21,-2.8732047
02/22,-2.5251412
02/23,-2.3804317
02/24,-2.1829429
02/25,-1.6155148
02/26,-2.000083
02/27,-2.521179
02/28,-2.6255
02/29,-1.5446146
03/01,-2.6781397
03/02,-2.2600753
03/03,-2.286945
03/04,-3.0916722
03/05,-2.572955
03/06,-2.6722348
03/07,-2.637194
03/08,-2.4235947
03/09,-1.9864413
03/10,-1.8578054
03/11,-1.3875302
03/12,-1.2917529
03/13,-1.3903869
03/14,-2.0865734
03/15,-2.1671302
03/16,-2.2066045
03/17,-1.2094871
03/18,-1.1476189
03/19,-1.1906344
03/20,-1.0111253
03/21,-1.902819
03/22,-1.4967947
03/23,-2.113848
03/24,-2.0811126
03/25,-1.8367082
03/26,-2.0402017
03/27,-1.4482145
03/28,-2.2088432
03/29,-2.417041
03/30,-1.8683645
03/31,-1.843542
04/01,-1.7120062
04/02,-1.8228126
04/03,-2.4120739
04/04,-1.755917
04/05,-1.18369
04/06,-1.4284168
04/07,-1.5269443
04/08,-1.0065578
04/09,-1.7842864
04/10,-1.8357525
04/11,-2.0902283
04/12,-1.0179218
04/13,-1.5737152
04/14,-2.0015838
04/15,-1.9676484
04/16,-2.019773
04/17,-2.1385849
04/18,-1.3699117
04/19,-1.2002243
04/20,-0.9847309
04/21,-1.4936706
04/22,-1.497527
04/23,-2.0261028
04/24,-1.5339007
04/25,-1.3573399
04/26,-1.3621988
04/27,-1.5687476
04/28,-1.2367723
04/29,-1.0313301
04/30,-1.116565
05/01,-1.6220106
05/02,-1.3624
05/03,-1.4944835
05/04,-1.427569
05/05,-1.5821475
05/06,-1.9093299
05/07,-0.86057967
