time,vwind
01/01,1.3748945
01/02,1.6213014
01/03,1.3565352
01/04,1.1329863
01/05,1.4864099
01/06,1.409994
01/07,1.279661
01/08,1.5141642
01/09,1.2838299
01/10,1.5267603
01/11,1.6354429
01/12,1.3613483
01/13,1.1482295
01/14,1.1503401
01/15,0.71599466
01/16,0.791824
01/17,1.3399489
01/18,0.73343027
01/19,0.89845735
01/20,0.9684342
01/21,0.8277844
01/22,0.9433371
01/23,1.3254364
01/24,1.0843735
01/25,0.9480969
01/26,1.1045836
01/27,1.0794894
01/28,1.215465
01/29,1.6347127
01/30,1.4126567
01/31,1.6151152
02/01,1.3501098
02/02,1.3222909
02/03,1.168317
02/04,1.1901174
02/05,1.3652731
02/06,1.0056657
02/07,1.177943
02/08,1.4572587
02/09,1.4115107
02/10,1.3013991
02/11,1.5161079
02/12,1.1253251
02/13,1.2501079
02/14,1.5640589
02/15,1.6651859
02/16,1.1282243
02/17,1.1161302
02/18,1.4033896
02/19,2.0922585
02/20,1.0592245
02/21,1.1962087
02/22,1.1696789
02/23,0.96301705
02/24,1.1482295
02/25,1.738116
02/26,1.2810743
02/27,1.076317
02/28,1.1041551
02/29,1.4853791
03/01,0.97398496
03/02,1.0413783
03/03,1.17345
03/04,1.3619448
03/05,1.3617728
03/06,1.2654923
03/07,1.600918
03/08,1.7259814
03/09,1.7630026
03/10,1.792898
03/11,1.2823212
03/12,1.6975627
03/13,1.365982
03/14,1.277081
03/15,1.4153745
03/16,1.1372054
03/17,0.9242188
03/18,0.9839818
03/19,1.4755969
03/20,1.346435
03/21,1.1890696
03/22,1.4655292
03/23,1.5426252
03/24,0.7845748
03/25,1.2550204
03/26,1.1710817
03/27,1.9813468
03/28,1.3802711
03/29,1.8746549
03/30,1.6700505
03/31,1.30812
04/01,1.4358014
04/02,1.5372201
04/03,1.4459773
04/04,1.8432604
04/05,1.5445104
04/06,1.7400004
04/07,1.7253356
04/08,1.7642655
04/09,1.9385289
04/10,1.5976906
04/11,1.3875974
04/12,1.4620132
04/13,1.6648408
04/14,2.092724
04/15,1.8735032
04/16,1.5333883
04/17,1.4985586
04/18,1.6739465
04/19,1.6342824
04/20,1.4792413
04/21,1.9153862
04/22,1.6917888
04/23,1.6216375
04/24,1.8453293
04/25,1.8270537
04/26,2.2529163
04/27,1.6914126
04/28,1.479798
04/29,1.9552867
04/30,1.8002232
05/01,1.5106322
05/02,1.4006068
05/03,1.9013253
05/04,1.335234
05/05,1.419708
05/06,1.9898193
05/07,1.325159
05/08,1.552484
05/09,1.8556825
05/10,1.7870176
05/11,1.8124384
05/12,1.9520459
05/13,1.8995131
05/14,1.7085412
05/15,1.792934
05/16,1.313309
05/17,1.3146088
05/18,1.3360223
05/19,1.3351334
05/20,1.1694744
05/21,1.0020171
05/22,1.3133295
05/23,0.9345053
05/24,0.6524311
05/25,0.76363367
05/26,0.85664696
05/27,1.0677487
05/28,0.7264053
05/29,0.40136304
05/30,0.46775195
05/31,0.99515283
06/01,1.0460379
06/02,0.9450713
06/03,1.0123972
06/04,1.0936905
06/05,0.96614236
06/06,1.1728814
06/07,1.430814
06/08,1.3344256
06/09,1.0685953
06/10,0.8335128
06/11,1.0495502
06/12,0.8228932
06/13,0.9875326
06/14,1.1014849
06/15,1.2152154
06/16,1.0327169
06/17,1.2319591
06/18,1.250617
06/19,1.2206811
06/20,1.4076986
06/21,1.3732935
06/22,1.5440084
06/23,1.3465303
06/24,1.2551814
06/25,1.4264555
06/26,1.3787029
06/27,1.4539324
06/28,1.4465702
06/29,1.1959994
06/30,1.3967005
07/01,1.1416203
07/02,1.3993896
07/03,0.9279723
07/04,0.880662
07/05,1.2507383
07/06,1.7632395
07/07,1.4408869
07/08,1.1696428
07/09,1.120129
07/10,1.6463411
07/11,1.6452875
07/12,1.6876324
07/13,1.4282826
07/14,1.3701454
07/15,1.3655473
07/16,1.268606
07/17,1.863412
07/18,1.724005
07/19,1.4580002
07/20,1.79516
07/21,1.6533029
07/22,1.5568551
07/23,1.4367408
07/24,1.774914
07/25,1.5834286
07/26,1.5645968
07/27,1.352833
07/28,1.3558809
07/29,1.5803549
07/30,1.9063463
07/31,1.8894075
08/01,1.839423
08/02,2.1348407
08/03,2.3619912
08/04,2.097919
08/05,2.115057
08/06,2.0837312
08/07,1.8354548
08/08,1.8874371
08/09,1.585181
08/10,1.6491146
08/11,1.7116829
08/12,1.6225281
08/13,1.6073142
08/14,1.807209
08/15,1.5211866
08/16,1.4194258
08/17,1.6817018
08/18,1.5670296
08/19,1.627536
08/20,1.3836678
08/21,1.5629996
08/22,1.8998286
08/23,1.7395744
08/24,1.9374902
08/25,1.6667988
08/26,1.8456078
08/27,1.7277879
08/28,1.9273834
08/29,1.5033456
08/30,1.6869355
08/31,1.8574145
09/01,2.107043
09/02,2.1076262
09/03,1.8483673
09/04,1.4463726
09/05,1.509119
09/06,1.6278218
09/07,1.597741
09/08,1.7016021
09/09,1.676254
09/10,1.506941
09/11,1.5802792
09/12,1.7679268
09/13,1.7371918
09/14,1.6647367
09/15,1.653084
09/16,1.8545358
09/17,1.5633298
09/18,1.4948294
09/19,1.7250292
09/20,2.0344489
09/21,2.0736983
09/22,1.9285713
09/23,1.5628439
09/24,1.3987836
09/25,1.4778216
09/26,1.54728
09/27,1.5220848
09/28,1.3325728
09/29,1.2717118
09/30,1.4371121
10/01,1.5454873
10/02,1.1157447
10/03,1.311985
10/04,1.3888227
10/05,1.5691415
10/06,1.3952639
10/07,1.4473603
10/08,1.346405
10/09,1.320922
10/10,1.2833263
10/11,1.2895662
10/12,1.6478974
10/13,1.4758946
10/14,1.4305583
10/15,1.1001122
10/16,1.0830914
10/17,1.4611322
10/18,1.4140084
10/19,1.4206764
10/20,1.6788343
10/21,1.5281948
10/22,1.2753823
10/23,0.9479477
10/24,0.964471
10/25,1.2318099
10/26,1.1893494
10/27,0.88858616
10/28,0.7658343
10/29,0.9783145
10/30,0.79778534
10/31,1.191727
11/01,0.9514059
11/02,1.1310027
11/03,1.1890366
11/04,1.3602283
11/05,1.3704385
11/06,1.101023
11/07,1.1642032
11/08,1.4518529
11/09,1.223995
11/10,1.1615652
11/11,1.1517555
11/12,1.1020762
11/13,1.1518457
11/14,1.1115791
11/15,0.70416796
11/16,0.6826845
11/17,0.90561855
11/18,1.087914
11/19,1.0344782
11/20,0.82082903
11/21,1.2786281
11/22,1.4087651
11/23,1.2075809
11/24,0.7960268
11/25,1.1770481
11/26,1.151866
11/27,0.83967525
11/28,0.6150632
11/29,1.1846507
11/30,1.3960824
12/01,1.5136273
12/02,1.5499988
12/03,0.97207284
12/04,1.0327705
12/05,1.0319389
12/06,1.0698543
12/07,0.75330937
12/08,1.0303751
12/09,0.9766547
12/10,1.2869672
12/11,1.2247745
12/12,1.3675948
