time,vwind
01/01,1.8691068
01/02,1.7689087
01/03,1.3446941
01/04,1.1656957
01/05,1.0086232
01/06,1.0057671
01/07,1.2356371
01/08,1.155362
01/09,1.1299084
01/10,1.4385823
01/11,1.5684068
01/12,1.1199775
01/13,0.78521246
01/14,1.1011335
01/15,0.79445785
01/16,1.044761
01/17,0.93373007
01/18,1.2342663
01/19,1.2717737
01/20,1.1500052
01/21,0.8418484
01/22,1.2314754
01/23,1.3544195
01/24,1.2690735
01/25,1.4076794
01/26,1.2808781
01/27,1.2354742
01/28,0.8297084
01/29,1.1031195
01/30,1.102052
01/31,1.2936294
02/01,1.2770513
02/02,0.9214734
02/03,1.0219146
02/04,1.0165324
02/05,1.1271269
02/06,0.7056952
02/07,0.7349411
02/08,1.0422053
02/09,0.9345073
02/10,0.6139088
02/11,0.5867256
02/12,0.72539026
02/13,0.39604
02/14,0.8893328
02/15,0.80013436
02/16,0.21029325
02/17,0.41162896
02/18,0.7524254
02/19,0.8222604
02/20,0.2660267
02/21,0.3635148
02/22,0.21373387
02/23,0.08676169
02/24,0.4282361
02/25,0.48422185
02/26,0.18882595
02/27,0.31451818
02/28,0.31646886
02/29,0.4348422
03/01,-0.032804612
03/02,0.2208978
03/03,0.2179112
03/04,0.14913143
03/05,0.12623148
03/06,0.3210162
03/07,0.47235307
03/08,0.32627764
03/09,-0.11004582
03/10,-0.2711743
03/11,0.08127046
03/12,0.22807392
03/13,-0.40245694
03/14,0.27877846
03/15,0.45267797
03/16,0.36280808
03/17,-0.41014674
03/18,-0.07061802
03/19,-0.11312344
03/20,-0.5369326
03/21,-0.33543855
03/22,0.31099603
03/23,0.49519384
03/24,-0.27309188
03/25,0.09756808
03/26,-0.2102569
03/27,-0.10437491
03/28,-0.05427872
03/29,0.18897647
03/30,0.023938913
03/31,0.011451278
04/01,-0.14628223
04/02,0.12507461
04/03,-0.143615
04/04,-0.23694867
04/05,-0.20259176
04/06,0.14560026
04/07,0.0068455003
04/08,0.13550045
04/09,0.3834349
04/10,-0.020986576
04/11,-0.10718153
04/12,0.0064103794
04/13,-0.008925953
04/14,0.44562173
04/15,0.43859613
04/16,0.18937579
04/17,0.29227927
04/18,0.86296153
04/19,0.8138016
04/20,0.8838658
04/21,0.37252352
04/22,0.70120406
04/23,0.6920509
04/24,0.3292774
04/25,0.45540464
04/26,0.37286767
04/27,0.23862405
04/28,0.6587486
04/29,1.1448106
04/30,1.0462509
05/01,0.033503987
05/02,0.8502552
05/03,1.2172673
05/04,0.7037565
05/05,1.0864062
05/06,1.6049575
05/07,1.4196725
05/08,1.2541901
05/09,1.5005699
05/10,1.0430006
05/11,0.873663
05/12,1.2737559
05/13,1.2711948
05/14,1.3369654
05/15,1.5062323
05/16,1.3290175
05/17,1.1179413
05/18,1.0519112
05/19,1.06189
05/20,1.2086449
05/21,1.0689174
05/22,0.9841714
05/23,0.7499479
05/24,0.22830544
05/25,0.688034
05/26,1.0506957
05/27,0.82291937
05/28,0.41481316
05/29,0.33381805
05/30,0.5536987
05/31,0.89346164
06/01,0.90548635
06/02,0.94912815
06/03,1.0056249
06/04,0.7492475
06/05,0.9886715
06/06,1.3558687
06/07,1.0932527
06/08,0.92987746
06/09,0.68445134
06/10,0.45265913
06/11,1.1740947
06/12,1.0407828
06/13,1.118016
06/14,1.4459729
06/15,1.2824274
06/16,1.2197746
06/17,1.1293098
06/18,1.2259498
06/19,1.5982388
06/20,1.6113454
06/21,1.7391132
06/22,1.4669105
06/23,1.1653489
06/24,1.167828
06/25,1.3379464
06/26,1.5162736
06/27,1.3839027
06/28,1.4525832
06/29,1.360352
06/30,1.0156902
07/01,1.3377401
07/02,1.6156288
07/03,1.3877228
07/04,1.4938191
07/05,1.5645491
07/06,1.6460949
07/07,1.6172279
07/08,1.0390197
07/09,1.3294302
07/10,1.4707116
07/11,1.4014248
07/12,1.3922496
07/13,1.3812007
07/14,1.768174
07/15,1.5835142
07/16,1.5804644
07/17,1.8035427
07/18,1.7447113
07/19,1.4317261
07/20,1.2627136
07/21,1.2326528
07/22,1.1879299
07/23,1.6044214
07/24,1.6129879
07/25,1.5271608
07/26,1.439832
07/27,1.3825833
07/28,1.3188062
07/29,1.6723312
07/30,1.5800748
07/31,1.5582438
08/01,1.71002
08/02,1.7212667
08/03,2.1192749
08/04,1.7334001
08/05,1.9955844
08/06,1.873025
08/07,1.8782387
08/08,1.4575187
08/09,1.5645468
08/10,1.3703839
08/11,1.2048243
08/12,1.3639646
08/13,1.1177589
08/14,1.3293554
08/15,1.326894
08/16,1.2360506
08/17,1.232907
08/18,1.3465723
08/19,1.2588966
08/20,1.3927196
08/21,1.6904701
08/22,1.5992322
08/23,1.4572717
08/24,1.2498592
08/25,0.91466075
08/26,1.2206596
08/27,1.3927281
08/28,1.2026919
08/29,1.3435727
08/30,1.4618016
08/31,1.3274704
09/01,1.6262308
09/02,1.9755973
09/03,1.6489173
09/04,1.4024875
09/05,1.2170581
09/06,1.1113851
09/07,1.3264753
09/08,1.3225278
09/09,1.1266314
09/10,0.9776313
09/11,1.2356033
09/12,1.77357
09/13,1.6238644
09/14,1.8631376
09/15,1.9880774
09/16,1.8573947
09/17,1.7019074
09/18,1.6876141
09/19,2.030603
09/20,2.0147517
09/21,1.8632784
09/22,1.5269796
09/23,1.1343193
09/24,1.5170798
09/25,1.3609581
09/26,1.6530925
09/27,1.8483812
09/28,1.1464182
09/29,1.2757518
09/30,1.8986926
10/01,1.3094809
10/02,1.2626235
10/03,1.340363
10/04,1.1932279
10/05,1.3378952
10/06,1.4959979
10/07,1.6337898
10/08,1.5116625
10/09,1.6521984
10/10,1.5411087
10/11,1.3749046
10/12,1.5135128
10/13,1.697369
10/14,1.3635217
10/15,1.4470971
10/16,1.3880752
10/17,1.5385853
10/18,1.5590396
10/19,1.5466653
10/20,1.7908517
10/21,1.7759169
10/22,1.6572626
10/23,1.3785934
10/24,1.3924136
10/25,1.4428806
10/26,1.0235877
10/27,0.83074033
10/28,1.0377895
10/29,1.1138704
10/30,1.0883155
10/31,0.9753298
11/01,0.9346465
11/02,1.0175934
11/03,1.2398167
11/04,1.5006926
11/05,1.2698544
11/06,1.3322822
11/07,1.4178927
11/08,1.6436206
11/09,1.601193
11/10,1.542483
11/11,1.4939573
11/12,1.2825748
11/13,1.3804036
11/14,1.1847869
11/15,0.8642321
11/16,0.97419685
11/17,1.1515436
11/18,1.5412835
11/19,1.219008
11/20,1.0936409
11/21,1.6845514
11/22,1.5885462
11/23,1.4527695
11/24,0.9554085
11/25,1.1660509
11/26,1.3510842
11/27,0.8533391
11/28,0.8098761
11/29,1.3917344
11/30,1.5630044
12/01,1.7232794
12/02,1.7061961
12/03,1.6426994
12/04,1.8801965
12/05,1.7210306
12/06,1.5897216
12/07,1.2599638
12/08,1.69738
12/09,1.5591518
12/10,1.343281
12/11,1.5549494
12/12,1.5304805
12/13,1.515086
12/14,1.2675366
12/15,1.3555516
12/16,1.1138641
12/17,1.3252527
12/18,1.685682
12/19,1.4174272
12/20,1.378503
12/21,1.3342438
12/22,1.1620595
12/23,1.2680573
12/24,1.6842537
12/25,1.5528655
12/26,1.5529599
12/27,1.3489802
12/28,1.1795956
12/29,1.2073125
12/30,1.5157357
12/31,1.7846462
