time,vwind
01/01,-1.8076923
01/02,-2.1615386
01/03,-2.4538462
01/04,-2.5769231
01/05,-2.0769231
01/06,-1.9538461
01/07,-3.0
01/08,-3.0666666
01/09,-2.4230769
01/10,-1.3307692
01/11,-0.79230773
01/12,-1.253846
01/13,-1.5615385
01/14,-2.176923
01/15,-2.5
01/16,-2.7461538
01/17,-1.6785715
01/18,-2.857143
01/19,-1.8357143
01/20,-1.8142856
01/21,-2.2230768
01/22,-1.7076923
01/23,-2.376923
01/24,-2.6076925
01/25,-3.169231
01/26,-2.4230769
01/27,-2.2538462
01/28,-3.2153845
01/29,-3.0307693
01/30,-3.7076924
01/31,-3.6846156
02/01,-4.076923
02/02,-3.6384616
02/03,-2.8923075
02/04,-2.1538463
02/05,-1.4692308
02/06,-2.2230768
02/07,-2.2384615
02/08,-2.669231
02/09,-1.7923076
02/10,-1.9714286
02/11,-2.7642858
02/12,-3.7
02/13,-3.95
02/14,-2.142857
02/15,-2.5285716
02/16,-2.5285716
02/17,-2.5785713
02/18,-2.8500001
02/19,-3.1357143
02/20,-3.3071427
02/21,-2.9571426
02/22,-3.4714284
02/23,-2.457143
02/24,-3.2142856
02/25,-3.3285713
02/26,-3.6357143
02/27,-2.6142857
02/28,-2.8857143
02/29,-1.9499999
03/01,-2.8214285
03/02,-3.1285713
03/03,-2.4785714
03/04,-2.1
03/05,-2.5785713
03/06,-3.1214287
03/07,-2.892857
03/08,-2.7692308
03/09,-2.7857144
03/10,-3.0142858
03/11,-3.6571429
03/12,-3.55
03/13,-2.8642857
03/14,-3.4857142
03/15,-3.3642857
03/16,-2.9214287
03/17,-2.05
03/18,-2.3428571
03/19,-1.6642857
03/20,-2.6499999
03/21,-3.2
03/22,-2.642857
03/23,-3.05
03/24,-2.95
03/25,-3.2307692
03/26,-2.5230768
03/27,-2.5714285
03/28,-2.1214287
03/29,-2.3785713
03/30,-2.3357143
03/31,-2.0928571
04/01,-1.8285714
04/02,-1.6071428
04/03,-2.0357144
04/04,-2.2071428
04/05,-1.6
04/06,-1.6214285
04/07,-1.6071428
04/08,-1.9499999
04/09,-2.4071429
04/10,-2.0142858
04/11,-1.5214285
04/12,-1.3071429
04/13,-1.0214285
04/14,-2.1785715
04/15,-2.04
04/16,-1.4499999
04/17,-0.84
04/18,-1.3533334
04/19,-1.16
04/20,-1.6133333
04/21,-1.48
04/22,-1.7199999
04/23,-2.1333334
04/24,-0.76666665
04/25,-1.5466667
04/26,-1.4733334
04/27,-0.82857144
04/28,-0.62857145
04/29,-0.11333333
04/30,-0.29333335
05/01,-0.17333333
05/02,-0.53333336
05/03,-0.16666666
05/04,-0.1666667
05/05,-0.6933333
05/06,-0.5266667
05/07,-0.1428571
05/08,0.57857144
05/09,0.19230765
05/10,0.035714287
05/11,-0.61428577
05/12,-0.87142855
05/13,-0.7571429
05/14,-0.75
05/15,-1.3071429
05/16,-0.24285713
05/17,0.28571433
05/18,0.41428572
05/19,0.2357143
05/20,-0.23571429
05/21,0.0071428674
05/22,1.0714285
05/23,0.8428572
05/24,0.82857144
05/25,0.24285714
05/26,-0.115384616
05/27,0.12307695
05/28,0.64615387
05/29,0.65384614
05/30,0.13846153
05/31,0.36923075
06/01,0.22307691
06/02,-0.44615385
06/03,0.08571427
06/04,0.90000004
06/05,1.3142856
06/06,0.75
06/07,0.65000004
06/08,0.95714283
06/09,-0.5428571
06/10,-0.099999964
06/11,0.08571428
06/12,-0.28461537
06/13,0.30769232
06/14,0.6166667
06/15,0.86153847
06/16,0.43846157
06/17,0.43846157
06/18,-0.13076922
06/19,0.5153846
06/20,-0.08461539
06/21,0.42307693
06/22,0.0076923277
06/23,0.23846155
06/24,0.45384613
06/25,0.4384615
06/26,0.76153845
06/27,-0.54615384
06/28,-0.22307692
06/29,0.14615382
06/30,0.93846154
07/01,1.5692308
07/02,1.2416667
07/03,0.26153848
07/04,-0.04615382
07/05,0.3846154
07/06,0.60769236
07/07,0.2928572
07/08,0.75714284
07/09,0.04285714
07/10,1.5142857
07/11,1.6076922
07/12,0.37142855
07/13,1.2285715
07/14,1.2923076
07/15,1.6230768
07/16,1.4538461
07/17,0.83076924
07/18,-0.123076946
07/19,0.7769231
07/20,0.9461539
07/21,1.6384615
07/22,1.5307692
07/23,0.17857143
07/24,1.1999999
07/25,1.6785715
07/26,1.3214285
07/27,0.03571426
07/28,0.78571427
07/29,1.3714286
07/30,2.1642857
07/31,2.3428571
08/01,1.8928572
08/02,2.4214287
08/03,2.5357144
08/04,3.2142856
08/05,1.8
08/06,1.5428572
08/07,1.5285714
08/08,1.2785714
08/09,1.9785715
08/10,1.3642857
08/11,0.79285717
08/12,1.8857143
08/13,0.5357143
08/14,0.5928572
08/15,0.5714286
08/16,1.3214285
08/17,1.0142857
08/18,0.7846154
08/19,0.9857143
08/20,1.0076922
08/21,1.4357144
08/22,0.9071428
08/23,0.0916667
08/24,0.6615385
08/25,1.3384615
08/26,0.70714283
08/27,0.46428567
08/28,0.9538461
08/29,1.3461539
08/30,1.5461539
08/31,1.5538462
09/01,1.3307693
09/02,1.1230769
09/03,0.42307693
09/04,0.70000005
09/05,0.3538461
09/06,1.0615385
09/07,0.8230769
09/08,0.13076924
09/09,0.22307695
09/10,0.40000004
09/11,1.9071429
09/12,2.3357143
09/13,2.9357142
09/14,1.5357143
09/15,0.042857163
09/16,-0.057142835
09/17,0.9428572
09/18,1.2285715
09/19,1.4928571
09/20,2.0857143
09/21,1.6285714
09/22,1.442857
09/23,1.2357142
09/24,1.7785714
09/25,0.82857144
09/26,-0.023076905
09/27,-0.2928571
09/28,-0.15000005
09/29,-0.19333333
09/30,1.0733334
10/01,1.5066665
10/02,1.2133332
10/03,0.64000005
10/04,0.8733333
10/05,0.97333336
10/06,0.42666668
10/07,-0.11333336
10/08,0.5933333
10/09,1.0533334
10/10,1.2266668
10/11,1.2642858
10/12,1.7214285
10/13,0.14285716
10/14,0.09285717
10/15,0.4857143
10/16,1.2571429
10/17,1.0928571
10/18,1.7571428
10/19,1.0357143
10/20,0.22857143
10/21,0.5230769
10/22,0.069230765
10/23,-0.04285717
10/24,-0.60714287
10/25,0.37142855
10/26,0.24285714
10/27,-0.121428594
10/28,-0.29999998
10/29,-0.15714288
10/30,0.24999999
10/31,-0.07692308
11/01,-1.1733334
11/02,-0.6857143
11/03,-0.9066667
11/04,-0.9
11/05,-1.0333333
11/06,-0.5071429
11/07,-0.8692307
11/08,-1.0916667
11/09,-1.3
11/10,-0.53846157
11/11,0.44615382
11/12,-0.06923074
11/13,-0.053846184
11/14,-0.45384613
11/15,-1.4076922
11/16,-1.8923078
11/17,-1.323077
11/18,-0.36923078
11/19,-0.8833334
11/20,-1.2833333
11/21,-1.4153845
11/22,-0.8153846
11/23,-0.37692308
11/24,-0.91538465
11/25,-1.1538461
11/26,-2.0769231
11/27,-1.65
11/28,-0.3166667
11/29,0.25000003
11/30,-0.69166666
12/01,-1.1333333
12/02,-1.4916667
12/03,-1.25
12/04,-1.2166667
12/05,-0.92142856
12/06,-0.6461538
12/07,-0.19999999
12/08,-0.8230769
12/09,-1.6307693
12/10,-1.5307692
12/11,-1.5153847
12/12,-1.2230769
12/13,-1.0846155
12/14,-1.676923
12/15,-1.0384616
12/16,-1.5916667
12/17,-2.6307693
12/18,-1.9692308
12/19,-2.1692307
12/20,-1.6384615
12/21,-1.6285714
12/22,-1.3785714
12/23,-1.2214286
12/24,-0.13571429
12/25,-0.82142866
12/26,-1.5928572
12/27,-2.0785716
12/28,-2.6285713
12/29,-2.2571428
12/30,-1.6285714
12/31,-0.90714294
