time,vwind
01/01,1.1456224
01/02,0.95949864
01/03,0.8272686
01/04,0.7982829
01/05,0.68685347
01/06,0.5813836
01/07,0.75530165
01/08,0.7365722
01/09,0.6426292
01/10,0.6053352
01/11,1.0249311
01/12,0.71942323
01/13,0.4958147
01/14,0.5790743
01/15,0.38562578
01/16,0.60067374
01/17,0.71617955
01/18,0.33074957
01/19,0.2836573
01/20,0.6717769
01/21,0.76662064
01/22,0.88424045
01/23,1.0234945
01/24,1.0113347
01/25,0.8914973
01/26,0.7438407
01/27,0.3718681
01/28,0.13449225
01/29,0.38118434
01/30,0.5017947
01/31,0.74972826
02/01,0.11430495
02/02,0.32225212
02/03,0.3329853
02/04,0.59545445
02/05,0.09127804
02/06,-0.24933168
02/07,-0.07724423
02/08,0.09553842
02/09,0.1555235
02/10,0.40659633
02/11,0.1548265
02/12,0.023778418
02/13,0.47468624
02/14,0.12440292
02/15,-0.06549331
02/16,-0.24022819
02/17,-0.11223699
02/18,-0.027624357
02/19,-0.27198046
02/20,-0.23980545
02/21,-0.004806986
02/22,-0.08468698
02/23,-0.505481
02/24,-0.31006762
02/25,-0.08707169
02/26,-0.059166964
02/27,-0.060475647
02/28,-0.13647665
02/29,-0.3503915
03/01,-0.012965359
03/02,-0.15963763
03/03,-0.26616168
03/04,-0.29371345
03/05,-0.14981402
03/06,0.054688577
03/07,-0.12561895
03/08,-0.15802807
03/09,-0.10939215
03/10,-0.7786183
03/11,-0.8154883
03/12,-0.78296363
03/13,-0.4372505
03/14,-0.45826867
03/15,-0.41389236
03/16,-0.30263954
03/17,-0.60889953
03/18,-0.77760834
03/19,-0.49764106
03/20,-0.72208226
03/21,-1.0442085
03/22,-0.82607615
03/23,-0.34873804
03/24,-0.4377292
03/25,-0.25426045
03/26,-0.31280923
03/27,-0.6061664
03/28,-1.0070637
03/29,-0.9985511
03/30,-0.8045548
03/31,-0.52657706
04/01,-0.52264106
04/02,-0.40732858
04/03,-0.6494919
04/04,-0.5373783
04/05,-0.31591755
04/06,-0.039624114
04/07,-0.57495934
04/08,-0.78088456
04/09,-0.8027503
04/10,-0.74524117
04/11,-0.45846656
04/12,-0.5825879
04/13,-0.7180375
04/14,-0.098846674
04/15,-0.5628699
