time,vwind
01/01,-0.5
01/02,-5.4
01/03,-2.5
01/04,-2.5
01/05,-4.1
01/06,-6.0
01/07,-5.7
01/08,-4.4
01/09,-4.3
01/10,-6.4
01/11,-5.8
01/12,-4.4
01/13,-4.1
01/14,-5.6
01/15,-6.0
01/16,-4.5
01/17,-6.9
01/18,-6.2
01/19,-1.0
01/20,-2.8
01/21,-6.6
01/22,-4.7
01/23,-2.2
01/24,-7.5
01/25,-7.8
01/26,-6.0
01/27,-4.5
01/28,-5.0
01/29,-4.8
01/30,-5.6
01/31,-6.4
02/01,-7.3
02/02,-7.2
02/03,-6.5
02/04,-6.7
02/05,-4.6
02/06,-3.2
02/07,-3.2
02/08,-1.3
02/09,-2.3
02/10,-2.1
02/11,-0.3
02/12,-4.6
02/13,-4.5
02/14,-0.7
02/15,1.1
02/16,-3.0
02/17,-5.5
02/18,-5.0
02/19,-2.6
02/20,-3.8
02/21,-4.7
02/22,-2.5
02/23,-2.1
02/24,-2.1
02/25,-2.5
02/26,-3.8
02/27,-3.7
02/28,-5.2
02/29,
03/01,-4.8
03/02,-5.0
03/03,-1.7
03/04,-2.6
03/05,-6.0
03/06,-7.9
03/07,-5.8
03/08,-4.6
03/09,-4.4
03/10,-3.0
03/11,-1.5
03/12,-1.5
03/13,-4.7
03/14,-4.0
03/15,-2.9
03/16,-1.3
03/17,-0.5
03/18,-3.0
03/19,-3.8
03/20,-3.5
03/21,-2.2
03/22,-2.8
03/23,-4.2
03/24,-2.9
03/25,-0.5
03/26,-3.0
03/27,-2.3
03/28,-2.1
03/29,-3.0
03/30,0.0
03/31,0.9
04/01,0.3
04/02,-0.2
04/03,-1.6
04/04,-5.1
04/05,-4.7
04/06,-1.7
04/07,-2.4
04/08,-0.8
04/09,-0.5
04/10,-1.6
04/11,-2.8
04/12,-2.8
04/13,-1.9
04/14,-2.2
04/15,-0.7
04/16,0.7
04/17,-0.3
04/18,-0.6
04/19,-2.5
04/20,-0.1
04/21,0.5
04/22,0.4
04/23,0.5
