time,vwind
01/01,-1.6956521
01/02,-1.6434783
01/03,-1.5
01/04,-1.3347826
01/05,-0.6956522
01/06,-0.10869567
01/07,-0.42173913
01/08,-0.8086957
01/09,-1.3318182
01/10,-1.3636364
01/11,-1.5272727
01/12,-1.1181818
01/13,-0.9045454
01/14,-0.76363635
01/15,-0.73181814
01/16,-0.46363637
01/17,-1.5909091
01/18,-1.5
01/19,-1.252381
01/20,-1.3761904
01/21,-1.7047619
01/22,-1.9857143
01/23,-1.5428572
01/24,-1.5047619
01/25,-1.4476191
01/26,-1.5904763
01/27,-1.6714284
01/28,-1.104762
01/29,-1.2809523
01/30,-1.5285714
01/31,-1.4428571
02/01,-1.7952381
02/02,-1.8
02/03,-1.8333334
02/04,-1.252381
02/05,-1.1909091
02/06,-1.0636363
02/07,-1.3090909
02/08,-1.3409091
02/09,-1.7181817
02/10,-1.9590908
02/11,-1.7478261
02/12,-1.9652175
02/13,-1.8391305
02/14,-1.8782609
02/15,-1.773913
02/16,-1.773913
02/17,-2.4130435
02/18,-2.0173914
02/19,-1.5086957
02/20,-1.3434783
02/21,-1.4260869
02/22,-1.6136364
02/23,-1.3090909
02/24,-1.5454545
02/25,-1.1636363
02/26,-0.690909
02/27,-1.0454545
02/28,-0.70454544
02/29,-0.8166666
03/01,-0.45454547
03/02,-1.2363636
03/03,-1.1863637
03/04,-0.64782614
03/05,-1.6090909
03/06,-1.4913043
03/07,-1.6363636
03/08,-1.6521739
03/09,-1.1652174
03/10,-1.4347826
03/11,-1.3782609
03/12,-1.1166667
03/13,-0.45416668
03/14,-1.0
03/15,-0.17916666
03/16,0.28333333
03/17,-0.15833335
03/18,-0.07500001
03/19,-0.19600002
03/20,-0.20800003
03/21,-0.71599996
03/22,-1.036
03/23,-0.748
03/24,-0.376
03/25,-0.748
03/26,-0.464
03/27,-0.68
03/28,-0.492
03/29,-0.65199995
03/30,-1.4434783
03/31,-0.66800004
04/01,-0.512
04/02,-0.20799999
04/03,0.04800001
04/04,-0.376
04/05,-0.58
04/06,-1.3160001
04/07,-1.1719999
04/08,-0.792
04/09,-1.264
04/10,-0.63600004
04/11,-0.18400002
04/12,-0.492
04/13,-0.588
04/14,-0.508
04/15,-0.8666666
04/16,-1.1
04/17,-0.23333333
04/18,-0.34583333
04/19,-0.25217393
04/20,-0.6043478
04/21,-0.5391304
04/22,-0.90869564
04/23,-0.8652174
04/24,-0.67391306
04/25,-0.17391305
04/26,-0.32608694
04/27,-0.8608695
04/28,-0.3217391
04/29,-0.6304348
04/30,-0.5521739
05/01,-0.49130437
05/02,0.039130427
05/03,0.052173916
05/04,-0.43913046
05/05,-0.26086956
05/06,-0.32272726
05/07,-0.36363637
05/08,0.29545453
05/09,-0.059090916
05/10,0.16818182
05/11,-0.24090908
05/12,-0.647619
05/13,0.4
05/14,0.12272725
05/15,0.08636363
05/16,0.15000004
05/17,0.6090909
05/18,-0.67727274
05/19,-0.37727273
05/20,-0.33636364
05/21,-0.45454547
05/22,-0.17727274
05/23,0.6636364
05/24,-0.29090908
05/25,-0.6545455
05/26,-0.32272726
05/27,0.64090914
05/28,0.040909108
05/29,-0.5954546
05/30,-0.38181818
05/31,0.13181818
06/01,0.16363636
06/02,-0.690909
06/03,-0.15909092
06/04,-0.03181819
06/05,0.4136364
06/06,0.37727273
06/07,8.127906e-09
06/08,-0.059090886
06/09,0.1909091
06/10,0.49545452
06/11,1.0181818
06/12,0.85
06/13,0.4818182
06/14,0.10000002
06/15,0.29999998
06/16,0.69090915
06/17,0.5782609
06/18,-0.14782608
06/19,0.20869567
06/20,0.50434786
06/21,0.02173911
06/22,0.4826087
06/23,0.026086967
06/24,0.62173915
06/25,-0.05217393
06/26,0.65217394
06/27,-0.24347828
06/28,0.2608696
06/29,0.8043478
06/30,0.3956522
07/01,0.6173913
07/02,1.1043478
07/03,1.4260869
07/04,0.7826087
07/05,0.6363636
07/06,0.85454553
07/07,1.2136364
07/08,0.6045455
07/09,-0.64545447
07/10,-0.19999999
07/11,0.7318182
07/12,0.5772728
07/13,0.67142856
07/14,1.0772728
07/15,1.5
07/16,0.5190476
07/17,0.25238094
07/18,0.48500004
07/19,0.22857144
07/20,1.0181818
07/21,1.2045455
07/22,0.8681818
07/23,1.0500001
07/24,0.5681818
07/25,0.58181816
07/26,0.46363637
07/27,0.059090916
07/28,0.29545453
07/29,0.65238094
07/30,0.95238096
07/31,1.1409091
08/01,1.6272727
08/02,0.6409091
08/03,0.35000002
08/04,0.44545457
08/05,0.54090905
08/06,0.9227272
08/07,0.93636364
08/08,1.3636364
08/09,2.0681818
08/10,2.652174
08/11,1.9958333
08/12,1.475
08/13,2.1458333
08/14,2.2
08/15,1.3458333
08/16,1.2958333
08/17,1.4041667
08/18,1.5124999
08/19,1.0833334
08/20,1.3916665
08/21,0.87916666
08/22,1.072
08/23,0.708
08/24,0.672
08/25,0.9166667
08/26,1.332
08/27,1.384
08/28,1.3458333
08/29,1.0576923
08/30,1.056
08/31,1.3
09/01,1.2919999
09/02,1.3541666
09/03,1.048
09/04,1.46
09/05,1.5519999
09/06,1.152
09/07,1.088
09/08,0.63199997
09/09,1.02
09/10,1.3541666
09/11,1.1
09/12,1.1391305
09/13,1.7458334
09/14,1.6583333
09/15,1.288
09/16,0.596
09/17,1.1639999
09/18,1.06
09/19,1.028
09/20,1.092
09/21,1.0608696
09/22,0.9791667
09/23,0.9
09/24,0.94583327
09/25,0.56249994
09/26,0.11666667
09/27,0.45652175
09/28,1.0304348
09/29,1.2478261
09/30,0.7304348
10/01,0.98695654
10/02,0.6391304
10/03,0.50869566
10/04,0.30869567
10/05,0.54347825
10/06,1.0454545
10/07,0.5608696
10/08,0.32173917
10/09,0.9434783
10/10,1.8130435
10/11,1.0956522
10/12,1.1434783
10/13,0.8043478
10/14,0.65217394
10/15,0.29565218
10/16,0.40000004
10/17,0.66818184
10/18,0.5090909
10/19,0.20454548
10/20,0.34545454
10/21,0.65909094
10/22,0.84090906
10/23,0.5
10/24,0.29999998
10/25,0.6818182
10/26,1.1714286
10/27,0.47727272
10/28,0.1136364
10/29,0.27727273
10/30,0.4181818
10/31,0.64500004
11/01,0.2409091
11/02,0.4318182
11/03,-0.18181819
11/04,-1.209091
11/05,-0.59090906
11/06,0.55454546
11/07,-0.26818183
11/08,-0.11363632
11/09,-0.07391304
11/10,-0.22173914
11/11,0.20000002
11/12,0.78695655
11/13,-0.3521739
11/14,-0.2
11/15,0.1956522
11/16,-0.14999999
11/17,-0.43043476
11/18,0.20000002
11/19,0.7
11/20,-0.3043478
11/21,-0.90869564
11/22,-0.23478259
11/23,0.10869566
11/24,0.034782596
11/25,-0.67391306
11/26,-0.41304347
11/27,-0.6956522
11/28,-0.6913043
11/29,-0.35652173
11/30,-0.10434783
12/01,-0.26086956
12/02,0.2
12/03,0.056521736
12/04,-0.043478254
12/05,0.29565218
12/06,0.6173913
12/07,-0.21304347
12/08,-0.36956522
12/09,-0.8608695
12/10,-1.4347826
12/11,-1.3
12/12,-1.0347825
12/13,-0.46086955
12/14,-0.5391304
12/15,-0.1347826
12/16,-0.73913044
12/17,-1.0818181
12/18,-0.7739131
12/19,-0.67391306
12/20,-0.45217395
12/21,-0.875
12/22,-1.3541666
12/23,-1.3416667
12/24,-1.1
12/25,-1.6
12/26,-1.2782608
12/27,-0.78181815
12/28,-1.3608695
12/29,-2.1434782
12/30,-1.2217392
12/31,-2.0173914
