time,vwind
01/01,-1.9190476
01/02,-1.9952382
01/03,-1.845
01/04,-1.8681817
01/05,-1.2045455
01/06,-1.2818183
01/07,-1.7227272
01/08,-1.4545455
01/09,-1.9409091
01/10,-1.4681817
01/11,-1.3636364
01/12,-1.9727273
01/13,-1.2045455
01/14,-1.0500001
01/15,-1.2318182
01/16,-0.74090904
01/17,-1.4818183
01/18,-2.0681818
01/19,-1.6818181
01/20,-1.8181819
01/21,-2.3500001
01/22,-2.3681817
01/23,-2.0523808
01/24,-2.2863638
01/25,-2.4681818
01/26,-2.5272727
01/27,-2.5318182
01/28,-2.2136364
01/29,-2.1636362
01/30,-1.9333334
01/31,-2.5
02/01,-2.4666667
02/02,-1.6809523
02/03,-1.145
02/04,-1.29
02/05,-1.665
02/06,-1.365
02/07,-0.98421055
02/08,-1.7684209
02/09,-1.6894736
02/10,-1.3157895
02/11,-1.7157894
02/12,-1.9210526
02/13,-2.0578947
02/14,-1.6578947
02/15,-1.4947368
02/16,-1.5526316
02/17,-2.2894738
02/18,-1.5736842
02/19,-1.1157895
02/20,-1.9157896
02/21,-1.863158
02/22,-0.92105263
02/23,-1.3789474
02/24,-1.2277778
02/25,-1.4888889
02/26,-1.2421052
02/27,-1.3842106
02/28,-0.64736843
02/29,-0.07999997
03/01,-1.0052632
03/02,-1.3578947
03/03,-1.1
03/04,-2.4736843
03/05,-1.6421053
03/06,-2.2894738
03/07,-2.3263159
03/08,-1.9944445
03/09,-1.0722222
03/10,-1.6722223
03/11,-1.7941177
03/12,-1.3055556
03/13,-0.8888889
03/14,-1.2722222
03/15,-1.2444444
03/16,-0.43333334
03/17,-0.88823533
03/18,-0.7722222
03/19,-0.3388889
03/20,0.37222224
03/21,0.0111111
03/22,-0.9611112
03/23,-0.82777774
03/24,-0.56666666
03/25,-0.85555553
03/26,-1.5333333
03/27,-1.3499999
03/28,-0.5470588
03/29,-1.4352942
03/30,-1.3058825
03/31,-0.7705883
04/01,-0.46470585
04/02,-0.8294118
04/03,0.04117646
04/04,-0.34117645
04/05,-0.55294114
04/06,-1.1470588
04/07,-1.0941176
04/08,-1.1411765
04/09,-1.2375
04/10,-0.6588235
04/11,-0.18823534
04/12,-0.7312499
04/13,-0.050000012
04/14,0.19375
04/15,-0.056249976
04/16,-1.04375
04/17,-0.4
04/18,-0.55625
04/19,-0.84375
04/20,-0.46666667
04/21,-0.39999998
04/22,-0.112500004
04/23,-1.25
04/24,-0.53125
04/25,-0.4
04/26,-0.54375
04/27,-0.66249996
04/28,-0.8375
04/29,-0.8
04/30,-0.48235294
05/01,-0.4
05/02,-0.30588236
05/03,-0.082352966
05/04,-0.47058824
05/05,-0.24705884
05/06,-0.38235295
05/07,-0.099999994
05/08,0.3647059
05/09,0.09999998
05/10,0.52352947
05/11,-0.64117646
05/12,-0.9705882
05/13,0.16470589
05/14,0.12941176
05/15,0.4
05/16,0.25882354
05/17,0.37058824
05/18,-0.61764705
05/19,-0.40588236
05/20,0.06470588
05/21,-0.15294114
05/22,-0.55625
05/23,0.4
05/24,-0.55625004
05/25,-0.71250004
05/26,-0.86875
05/27,0.03125
05/28,-0.90000004
05/29,-0.74375
05/30,-0.5125
05/31,-0.12500003
06/01,0.0062500015
06/02,-0.54375
06/03,-0.25
06/04,0.11333334
06/05,-0.046666678
06/06,-0.23333333
06/07,-0.6
06/08,-0.52666664
06/09,-0.7285714
06/10,-0.94666666
06/11,0.42000002
06/12,0.61333334
06/13,0.020000013
06/14,-0.3866667
06/15,-0.63124996
06/16,-0.012500029
06/17,0.36875
06/18,-0.14375
06/19,-0.20625
06/20,0.006250006
06/21,0.11250001
06/22,0.16875
06/23,-0.018750012
06/24,-0.5
06/25,-0.11249998
06/26,0.65000004
06/27,0.5
06/28,0.35625
06/29,0.11874999
06/30,-0.05625
07/01,0.58124995
07/02,1.13125
07/03,0.89375
07/04,0.55625
07/05,0.0
07/06,0.5875
07/07,1.20625
07/08,0.54999995
07/09,-0.75
07/10,-0.5625
07/11,0.35000002
07/12,-0.08749999
07/13,0.43749997
07/14,0.70625
07/15,1.0875
07/16,0.25000003
07/17,-0.07500002
07/18,0.82500005
07/19,-0.10625001
07/20,0.7294117
07/21,0.8470588
07/22,0.7411764
07/23,0.5764706
07/24,0.57058823
07/25,0.46470585
07/26,-0.39999998
07/27,-0.6647059
07/28,0.033333354
07/29,0.35555556
07/30,0.20555557
07/31,1.7894737
08/01,1.6157895
08/02,0.3
08/03,-0.6052632
08/04,-0.25263157
08/05,0.4888889
08/06,-0.016666684
08/07,-0.35000002
08/08,0.69473684
08/09,1.9526315
08/10,1.7894737
08/11,1.4947368
08/12,1.1052631
08/13,1.5473684
08/14,2.0277777
08/15,0.7263158
08/16,0.81578946
08/17,1.1315789
08/18,1.2666667
08/19,1.6722223
08/20,0.9777778
08/21,1.0157894
08/22,1.2578948
08/23,0.49473682
08/24,0.35263157
08/25,0.96315783
08/26,1.0789474
08/27,1.0578947
08/28,1.2157894
08/29,1.2368422
08/30,1.205
08/31,0.69
09/01,0.86
09/02,1.0
09/03,1.425
09/04,1.655
09/05,0.895
09/06,0.53000003
09/07,0.965
09/08,1.1421053
09/09,0.9526316
09/10,1.2052631
09/11,1.0210526
09/12,1.1210526
09/13,2.061111
09/14,1.2052631
09/15,0.8526316
09/16,0.99473685
09/17,1.2315791
09/18,1.1105263
09/19,1.0473684
09/20,1.2263159
09/21,0.9578948
09/22,1.1368421
09/23,0.71052635
09/24,0.6263158
09/25,0.37894735
09/26,0.175
09/27,0.675
09/28,1.255
09/29,0.95
09/30,0.66999996
10/01,0.91999996
10/02,0.030000022
10/03,0.65500003
10/04,0.72999996
10/05,0.4263158
10/06,0.46999997
10/07,0.31
10/08,0.19000003
10/09,0.445
10/10,1.2263157
10/11,1.4210526
10/12,1.5
10/13,1.6
10/14,0.9789474
10/15,0.9263158
10/16,0.7842105
10/17,1.6526315
10/18,0.6789473
10/19,0.6263158
10/20,0.38947368
10/21,0.57894737
10/22,1.2894737
10/23,0.5157895
10/24,-0.14210527
10/25,0.4157895
10/26,0.6315789
10/27,0.98333335
10/28,0.54210526
10/29,0.33157897
10/30,0.8473684
10/31,1.4789474
11/01,0.9263158
11/02,0.88421047
11/03,0.5736842
11/04,-0.7578947
11/05,0.042105258
11/06,0.9157894
11/07,1.0052632
11/08,0.7
11/09,0.12631579
11/10,-0.057894733
11/11,0.72105265
11/12,0.545
11/13,-0.02499999
11/14,0.115000024
11/15,1.01
11/16,0.68500006
11/17,-0.11428569
11/18,0.0047619315
11/19,-0.019047635
11/20,-0.4238095
11/21,-0.43809527
11/22,-0.023809535
11/23,-0.0047619184
11/24,-0.4238095
11/25,-0.65238094
11/26,-0.43809524
11/27,-0.66190475
11/28,-0.147619
11/29,-0.4
11/30,0.23333333
12/01,0.5333333
12/02,0.24285714
12/03,-0.32380953
12/04,-0.8428572
12/05,0.47619048
12/06,0.3809524
12/07,-0.26190478
12/08,-1.1571429
12/09,-1.0047619
12/10,-0.8904762
12/11,-0.8333333
12/12,-0.5380952
12/13,-0.70526314
12/14,-0.735
12/15,-0.53999996
12/16,-0.81499994
12/17,-0.77
12/18,-0.7
12/19,-0.54499996
12/20,-0.295
12/21,0.20000002
12/22,-0.9714286
12/23,-1.1714286
12/24,-1.64
12/25,-1.4
12/26,-1.2809523
12/27,-1.4285715
12/28,-2.1190476
12/29,-2.0809524
12/30,-1.3761904
12/31,-2.1666667
