time,vwind
01/01,-1.5341674
01/02,-0.95403093
01/03,-1.9265883
01/04,-2.4624274
01/05,-1.6523612
01/06,-1.9923866
01/07,-1.65574
01/08,-1.9664166
01/09,-1.8957131
01/10,-1.8529633
01/11,-1.7746022
01/12,-1.6954545
01/13,-1.7331885
01/14,-1.5511177
01/15,-1.32043
01/16,-1.4216728
01/17,-3.2592185
01/18,-2.7477298
01/19,-2.123402
01/20,-1.8416651
01/21,-1.8643299
01/22,-2.9273071
01/23,-2.58203
01/24,-2.0221572
01/25,-1.8783424
01/26,-1.9056985
01/27,-2.2008228
01/28,-1.911586
01/29,-2.4113944
01/30,-2.4182725
01/31,-2.869605
02/01,-3.0214245
02/02,-2.1048756
02/03,-2.5556762
02/04,-2.5448375
02/05,-2.0359418
02/06,-2.8356304
02/07,-2.1013217
02/08,-2.0179203
02/09,-2.4765568
02/10,-2.6704895
02/11,-2.0574403
02/12,-2.0390394
02/13,-2.5171742
02/14,-2.2502208
02/15,-1.7779408
02/16,-1.5237
02/17,-1.5368854
02/18,-2.259976
02/19,-2.0305152
02/20,-1.4061081
02/21,-1.6998647
02/22,-2.0521066
02/23,-2.5002286
02/24,-2.0080447
02/25,-1.9186112
02/26,-2.4025607
02/27,-2.348188
02/28,-2.2098918
02/29,-2.9980364
03/01,-2.9303253
03/02,-3.2879615
03/03,-3.294637
03/04,-3.1126819
03/05,-2.5799997
03/06,-1.9778763
03/07,-2.6456237
03/08,-2.4472537
03/09,-1.901471
03/10,-1.7383972
03/11,-2.4534848
03/12,-2.7141497
03/13,-2.8076997
03/14,-2.8099608
03/15,-1.9504923
03/16,-2.3349543
03/17,-2.074607
03/18,-2.3846722
03/19,-3.265189
03/20,-2.2026055
03/21,-1.5943972
03/22,-1.8445445
03/23,-2.1990614
03/24,-2.633971
03/25,-2.0978
03/26,-2.5023677
03/27,-2.450525
03/28,-2.4135675
03/29,-2.897059
03/30,-2.772297
03/31,-2.7095776
04/01,-2.851764
04/02,-3.0546029
04/03,-2.66529
04/04,-2.3605256
04/05,-2.7550855
04/06,-2.1822193
04/07,-1.8260648
04/08,-2.5258636
04/09,-2.4659758
04/10,-2.1478562
04/11,-2.0709286
04/12,-1.634074
04/13,-2.4090328
04/14,-2.9612048
04/15,-2.7599
04/16,-2.517125
04/17,-2.532483
04/18,-2.1175492
04/19,-2.4655054
04/20,-2.4869773
04/21,-2.2901313
04/22,-2.1258614
04/23,-2.282945
04/24,-2.1587172
04/25,-2.0323024
04/26,-2.1353688
04/27,-2.293561
04/28,-2.3930044
04/29,-2.7755053
04/30,-2.5703082
05/01,-3.0133202
05/02,-2.3465009
05/03,-1.8387078
05/04,-2.347295
05/05,-2.0755987
05/06,-2.6482036
05/07,-1.908983
05/08,-1.8504058
05/09,-2.654946
05/10,-1.8027339
05/11,-1.4505957
05/12,-1.5366675
05/13,-1.5662398
05/14,-0.9144494
05/15,-2.146343
05/16,-1.7194208
05/17,-1.2392997
05/18,-1.5477883
05/19,-2.043415
05/20,-1.7613457
05/21,-1.0513515
05/22,-1.6191691
05/23,-1.9730506
05/24,-1.8058188
05/25,-1.5895132
05/26,-2.1506305
05/27,-1.8998421
05/28,-1.8156692
05/29,-1.70669
05/30,-1.8751324
