time,vwind
01/01,2.3921251
01/02,2.595869
01/03,2.6425016
01/04,3.0804427
01/05,1.9925392
01/06,1.8084021
01/07,2.3811674
01/08,2.4899101
01/09,2.556844
01/10,2.9061074
01/11,2.8432891
01/12,2.5080273
01/13,2.0344105
01/14,2.4018674
01/15,1.9806006
01/16,1.1658722
01/17,1.2244918
01/18,1.267158
01/19,2.1829317
01/20,1.8394381
01/21,1.7055731
01/22,1.6113392
01/23,1.9953674
01/24,1.5713831
01/25,1.2544061
01/26,2.1257954
01/27,1.5368687
01/28,1.9579017
01/29,0.70995015
01/30,0.43895254
01/31,0.9691601
02/01,0.99853903
02/02,0.6253296
02/03,0.7854072
02/04,0.77663606
02/05,0.59114176
02/06,0.3803643
02/07,0.28349903
02/08,1.2638232
02/09,0.94929147
02/10,0.4334977
02/11,0.11155274
02/12,-0.108807065
02/13,-0.04437244
02/14,-0.25727054
02/15,-0.61065465
02/16,-1.2437207
02/17,-1.9960809
02/18,-1.7174478
02/19,-1.8599844
02/20,-1.4096311
02/21,-1.2814373
02/22,-1.6636897
02/23,-1.3425924
02/24,-1.0893477
02/25,-1.0641456
02/26,-1.3018593
02/27,-1.4511588
02/28,-1.1066723
02/29,-3.0852752
03/01,-1.5287453
03/02,-2.2666304
03/03,-2.0069344
03/04,-1.6428108
03/05,-1.9565899
03/06,-1.7080238
03/07,-1.7885275
03/08,-2.2496624
03/09,-2.1196406
03/10,-2.6660671
03/11,-2.4728818
03/12,-2.654548
03/13,-2.5184402
03/14,-2.7844055
03/15,-2.468588
03/16,-1.8773804
03/17,-2.5001767
03/18,-2.0204594
03/19,-1.8300685
03/20,-2.1800258
03/21,-2.5367036
03/22,-2.9024985
03/23,-1.7318991
03/24,-2.037974
03/25,-2.4477372
03/26,-2.2025132
03/27,-2.4397328
03/28,-2.4084904
03/29,-2.5283787
03/30,-2.103535
03/31,-1.9434216
04/01,-1.5097134
04/02,-1.3614482
04/03,-1.4314262
04/04,-1.7310673
04/05,-2.018276
04/06,-2.1202638
04/07,-1.8983243
04/08,-1.8187492
04/09,-1.6123145
04/10,-1.8742849
04/11,-1.6604372
04/12,-1.6588575
04/13,-1.5019002
04/14,-1.2430419
04/15,-1.2659427
04/16,-2.0923252
04/17,-1.453944
04/18,-0.5382997
04/19,-0.44611403
04/20,-0.4607682
04/21,-0.7896389
04/22,-0.68562406
04/23,-0.7981934
04/24,-0.4516375
04/25,0.24411005
04/26,-0.19372775
04/27,-0.85684985
04/28,-0.40089247
04/29,0.71921897
04/30,-0.40177515
05/01,-0.5214104
05/02,0.13736862
05/03,1.1550593
05/04,0.385468
05/05,0.39315808
05/06,1.9970474
05/07,1.3100969
05/08,1.1914747
05/09,1.7705278
05/10,2.2531946
05/11,2.6020458
05/12,2.152299
05/13,2.1071947
05/14,1.9355642
05/15,2.3769093
05/16,2.7678928
05/17,2.6760387
05/18,2.528605
05/19,3.1857934
05/20,3.5004613
05/21,3.9120796
05/22,3.7071917
05/23,3.9611862
05/24,3.8243678
05/25,3.5896697
05/26,3.6438842
05/27,3.9653351
05/28,3.1612508
05/29,3.0028865
05/30,2.5603087
05/31,3.204718
06/01,2.8677614
06/02,3.7142942
06/03,3.581421
06/04,3.520663
06/05,3.5288656
06/06,4.4757137
06/07,4.5916815
06/08,3.7937768
06/09,3.693893
06/10,3.6730278
06/11,3.726902
06/12,3.2959995
06/13,3.811727
06/14,4.04437
06/15,3.6710458
06/16,4.15924
06/17,4.3599195
06/18,4.7436566
06/19,4.8746023
06/20,5.0303864
06/21,4.805422
06/22,4.776638
06/23,4.864449
06/24,4.8008165
06/25,5.035565
06/26,5.0091877
06/27,5.346896
06/28,5.108911
06/29,4.7670646
06/30,4.121553
