time,vwind
01/01,-2.676923
01/02,-2.330769
01/03,-3.223077
01/04,-3.7538462
01/05,-3.2999997
01/06,-2.4538462
01/07,-2.3923078
01/08,-2.8000002
01/09,-2.6846156
01/10,-3.2076924
01/11,-3.276923
01/12,-2.8923075
01/13,-3.5461538
01/14,-3.1538463
01/15,-2.5846152
01/16,-2.2153847
01/17,-2.1923077
01/18,-3.0923078
01/19,-2.5769231
01/20,-2.853846
01/21,-2.7461538
01/22,-3.4769232
01/23,-3.7416668
01/24,-2.8999999
01/25,-2.7615385
01/26,-3.6166666
01/27,-3.8166666
01/28,-3.507692
01/29,-3.8923075
01/30,-3.6846156
01/31,-3.6
02/01,-4.1916666
02/02,-2.6999998
02/03,-2.5538461
02/04,-2.830769
02/05,-3.3076923
02/06,-2.4846153
02/07,-2.8500001
02/08,-3.0142858
02/09,-3.0714285
02/10,-1.7142857
02/11,-2.4933333
02/12,-3.2357142
02/13,-3.0857143
02/14,-3.4066665
02/15,-3.4666667
02/16,-3.0066667
02/17,-2.62
02/18,-3.2066667
02/19,-2.16
02/20,-2.7928574
02/21,-2.6000001
02/22,-2.7999997
02/23,-2.3500001
02/24,-2.6999998
02/25,-2.3600001
02/26,-2.1666667
02/27,-2.1933334
02/28,-2.18
02/29,-2.45
03/01,-1.7785715
03/02,-1.5
03/03,-2.2533333
03/04,-2.7333333
03/05,-2.2933335
03/06,-2.9333334
03/07,-2.78
03/08,-2.6266668
03/09,-2.0866666
03/10,-2.38
03/11,-3.0133333
03/12,-2.6000001
03/13,-2.2833333
03/14,-1.9785715
03/15,-2.607143
03/16,-2.4357142
03/17,-2.4785714
03/18,-2.6642857
03/19,-2.6333334
03/20,-1.5714285
03/21,-2.1357143
03/22,-2.542857
03/23,-2.8
03/24,-2.9857142
03/25,-2.5857143
03/26,-2.2428572
03/27,-2.3600001
03/28,-2.2333333
03/29,-2.2266667
03/30,-1.9466667
03/31,-2.78
04/01,-2.7066665
04/02,-2.1066668
04/03,-1.7133334
04/04,-1.2199999
04/05,-1.02
04/06,-1.8333334
04/07,-2.1
04/08,-1.36
