time,vwind
01/01,-2.144789
01/02,-1.6260322
01/03,-1.8251516
01/04,-1.639469
01/05,-1.3234346
01/06,-1.1643243
01/07,-1.5614003
01/08,-1.5615144
01/09,-1.5197182
01/10,-2.0406733
01/11,-2.2462735
01/12,-2.382296
01/13,-2.4541318
01/14,-2.3662817
01/15,-2.3443677
01/16,-2.1575453
01/17,-2.070674
01/18,-1.9145569
01/19,-2.091108
01/20,-2.4563856
01/21,-2.744942
01/22,-2.4101377
01/23,-2.811461
01/24,-2.8654852
01/25,-2.3712063
01/26,-2.1108298
01/27,-2.0935564
01/28,-2.5716822
01/29,-2.1434882
01/30,-2.2852252
01/31,-2.8760302
02/01,-2.9309354
02/02,-2.1532667
02/03,-2.6290786
02/04,-2.6701105
02/05,-2.362782
02/06,-2.4367802
02/07,-2.0811822
02/08,-1.7774929
02/09,-2.1421127
02/10,-1.8844491
02/11,-1.7172815
02/12,-2.0603473
02/13,-2.3979077
02/14,-2.1239939
02/15,-2.193784
02/16,-2.0682154
02/17,-2.4666455
02/18,-2.5002568
02/19,-2.4397604
02/20,-2.092621
02/21,-2.2983723
02/22,-2.8505666
02/23,-2.4133976
02/24,-2.1774156
02/25,-2.391869
02/26,-1.9332386
02/27,-1.9713491
02/28,-1.9577539
02/29,-1.7153715
03/01,-2.3255897
03/02,-2.037472
03/03,-1.7306614
03/04,-2.2498848
03/05,-2.3535151
03/06,-2.361527
03/07,-2.1033516
03/08,-1.7430983
03/09,-1.8681494
03/10,-1.9297287
03/11,-1.9233211
03/12,-1.8911189
03/13,-1.8818161
03/14,-2.3241148
03/15,-2.2143595
03/16,-2.471502
03/17,-2.6745758
03/18,-3.187149
03/19,-2.5406523
03/20,-2.511989
03/21,-2.1153536
03/22,-1.4408969
03/23,-1.6295964
03/24,-2.0020654
03/25,-2.08552
03/26,-2.0636542
03/27,-1.8931512
03/28,-1.5415905
03/29,-1.7262963
03/30,-1.8942701
03/31,-2.1878939
04/01,-2.2726638
04/02,-2.2869558
04/03,-2.151328
04/04,-1.7115651
04/05,-1.4195081
04/06,-1.431717
04/07,-1.3039012
04/08,-1.4436243
04/09,-1.6818023
04/10,-1.7032403
04/11,-1.4514291
04/12,-1.7669487
04/13,-1.9074769
04/14,-1.4537542
04/15,-1.4760258
04/16,-1.6606851
04/17,-1.8947707
04/18,-1.791944
04/19,-1.6231862
04/20,-1.6037967
04/21,-1.7581787
04/22,-1.1574926
04/23,-1.1969671
04/24,-1.6613278
04/25,-1.488725
04/26,-1.5737544
04/27,-1.6514477
04/28,-1.2433162
04/29,-1.6267707
04/30,-1.7909303
05/01,-1.6881772
05/02,-0.9026118
05/03,-1.4831125
05/04,-1.608108
05/05,-1.7177043
05/06,-1.7752812
05/07,-1.517137
05/08,-1.3324994
05/09,-1.4058734
05/10,-1.3838081
05/11,-1.2062076
05/12,-1.2525115
05/13,-1.3371364
05/14,-0.78709984
05/15,-1.4551553
05/16,-1.6298939
05/17,-0.61867654
05/18,-0.57637477
05/19,-1.3242012
05/20,-1.4715316
05/21,-1.1338559
05/22,-1.1808165
05/23,-0.96320444
05/24,-1.162131
05/25,-0.7936847
05/26,-0.68327814
05/27,-0.9079165
05/28,-0.8756085
05/29,-1.3263984
05/30,-1.2607003
05/31,-1.0670562
06/01,-0.4931956
06/02,-0.69491
06/03,-1.4131725
06/04,-1.6170901
06/05,-1.2180932
06/06,-1.1272496
06/07,-1.2631845
06/08,-0.755161
06/09,-0.76707023
06/10,-0.65791196
06/11,-0.6191739
06/12,-1.1834317
06/13,-0.88484544
06/14,-1.0598637
06/15,-1.0349486
06/16,-0.61571574
06/17,-0.1926553
06/18,-0.30511937
06/19,-0.08441951
06/20,-0.8481732
06/21,-0.6863834
06/22,-0.86664593
06/23,-0.4238111
06/24,-0.2217604
06/25,-0.6860022
06/26,-0.6997228
06/27,-0.4835563
06/28,-0.6444708
06/29,-0.42744064
06/30,-0.27880082
07/01,-1.0351796
07/02,-1.3326494
07/03,-0.22814359
07/04,-0.33992055
07/05,-1.0087985
07/06,-1.2761976
07/07,-0.5598484
07/08,-0.39238358
07/09,-0.75861937
07/10,-0.7661393
07/11,-0.49307495
07/12,0.11302376
07/13,-0.50391775
07/14,-0.4522478
07/15,-0.06548428
07/16,0.27503908
07/17,-0.31183088
07/18,-0.43462354
07/19,0.2999748
07/20,0.0022442557
07/21,-0.10716414
07/22,-0.27565446
07/23,0.17591624
07/24,0.0394285
07/25,-0.045785286
07/26,0.23190044
07/27,-0.13009116
07/28,-0.25103498
07/29,-0.36120966
07/30,-0.530649
07/31,-0.32120246
08/01,0.0008339448
08/02,-0.28084
08/03,-0.17383522
08/04,0.027487602
08/05,-0.17399062
08/06,-0.08161698
08/07,0.51936924
08/08,0.02804831
08/09,-0.43496463
08/10,-0.28708643
08/11,0.19829442
08/12,0.105823815
08/13,-0.14072503
08/14,-0.59015566
08/15,-0.11582238
08/16,-0.5308829
08/17,-0.42974263
08/18,-0.459355
08/19,-0.3638836
08/20,0.088428944
08/21,0.15113564
08/22,-0.0687644
08/23,-0.047217887
08/24,-0.30371025
08/25,0.18441887
08/26,0.06696112
08/27,-0.20020364
08/28,-0.44803846
08/29,-0.23337503
08/30,0.016139448
08/31,-0.60952085
09/01,-0.2797541
09/02,-0.5271202
09/03,-0.5313932
09/04,0.15347564
09/05,0.012461559
09/06,-0.10767095
09/07,-0.21181946
09/08,-0.04085681
09/09,-0.013731568
09/10,-0.3192687
09/11,-0.21391077
09/12,-0.07175043
09/13,-0.33840272
09/14,-0.4188718
09/15,-0.59757483
09/16,-0.7301127
09/17,-0.47921228
09/18,-0.14848363
09/19,-0.33119148
09/20,-0.76017493
09/21,-0.78881305
09/22,-0.029279333
09/23,-0.38436082
09/24,-0.5800575
09/25,-0.6509098
09/26,-0.3147524
09/27,-0.57080144
09/28,-0.7702554
09/29,-0.88700193
09/30,-0.44990316
10/01,-0.27441812
10/02,-0.21924782
10/03,-0.27653438
10/04,-0.14467737
10/05,0.11151612
10/06,-0.09257401
10/07,-0.36738014
10/08,-0.36526185
10/09,0.2662762
10/10,-0.53692657
10/11,-0.20382872
10/12,-0.39907944
10/13,-0.96254784
10/14,-0.8969816
10/15,-0.1663595
10/16,-0.8431648
10/17,-1.7465023
10/18,-1.0521111
10/19,-0.7927755
10/20,-0.35026
10/21,-0.4588055
10/22,-0.83252627
10/23,-0.6987065
10/24,0.018548392
10/25,-0.77215534
10/26,-0.7327261
10/27,-1.3264779
10/28,-0.9396027
10/29,-1.0573747
10/30,-1.0602571
10/31,-0.63430494
11/01,-0.56405145
11/02,-0.8294018
11/03,-1.1534154
11/04,-1.3287235
11/05,-0.9555183
11/06,-0.31805414
11/07,-1.076709
11/08,-1.0941677
11/09,-0.47609043
11/10,-0.34333086
11/11,-1.0705086
11/12,-1.3048302
11/13,-1.0486678
11/14,-0.9439458
11/15,-1.2015308
11/16,-1.4510165
11/17,-1.1583126
11/18,-1.2208422
11/19,-1.5562142
11/20,-0.96263224
11/21,-0.80999035
11/22,-1.2708616
11/23,-1.5950259
11/24,-1.1253926
11/25,-1.377432
11/26,-1.391653
11/27,-0.7522312
11/28,-0.44572568
11/29,-0.8319933
11/30,-1.468781
12/01,-1.636846
12/02,-1.2041491
12/03,-1.1283154
12/04,-1.375199
12/05,-1.6842167
12/06,-1.224858
12/07,-1.1759399
12/08,-2.008536
12/09,-2.1589704
12/10,-1.9354854
12/11,-1.5035473
12/12,-1.5704752
12/13,-1.2301954
12/14,-1.742282
12/15,-2.048779
12/16,-1.7532966
12/17,-0.89483386
12/18,-0.997093
12/19,-1.532779
12/20,-1.262349
12/21,-1.5328364
12/22,-1.905579
12/23,-1.9300034
12/24,-1.9925665
12/25,-2.2712235
12/26,-1.8923103
12/27,-2.0913627
12/28,-1.693055
12/29,-1.7037709
12/30,-1.6556485
12/31,-2.1413875
