time,vwind
01/01,-2.3263397
01/02,-2.169878
01/03,-2.3131204
01/04,-2.5723805
01/05,-2.7530575
01/06,-2.261596
01/07,-2.7719223
01/08,-2.6023664
01/09,-2.3918793
01/10,-3.0311809
01/11,-2.9101584
01/12,-2.2783804
01/13,-2.6607912
01/14,-2.6135666
01/15,-2.5532703
01/16,-2.2236
01/17,-2.0941715
01/18,-2.8993998
01/19,-3.107381
01/20,-3.0525076
01/21,-2.6019413
01/22,-2.5396984
01/23,-2.6169145
01/24,-2.7737682
01/25,-2.3472085
01/26,-1.9641781
01/27,-2.3776975
01/28,-2.514899
01/29,-2.74023
01/30,-3.3295631
01/31,-2.9330366
02/01,-2.5914803
02/02,-2.4529357
02/03,-2.331658
02/04,-2.8285055
02/05,-2.886771
02/06,-2.7335405
02/07,-2.3509324
02/08,-2.1749809
02/09,-2.6003752
02/10,-2.3201263
02/11,-1.7636698
02/12,-2.559374
02/13,-2.5261855
02/14,-2.5034485
02/15,-2.0423331
02/16,-2.7749925
02/17,-2.3578706
02/18,-2.2540298
02/19,-2.0788271
02/20,-2.0973186
02/21,-2.4822683
02/22,-2.426208
02/23,-2.1940556
02/24,-2.5892816
02/25,-2.3558793
02/26,-2.2810519
02/27,-2.3187928
02/28,-2.440217
02/29,-2.6137028
03/01,-2.7143335
03/02,-1.9249779
03/03,-1.5856786
03/04,-2.040665
03/05,-2.216661
03/06,-1.7504503
03/07,-2.0866692
03/08,-1.6199132
03/09,-1.3157123
03/10,-1.1302981
03/11,-1.6652653
03/12,-1.9195215
03/13,-1.9144375
03/14,-1.7541412
03/15,-2.2416215
03/16,-2.0740294
03/17,-2.2002087
03/18,-2.5838456
03/19,-2.0880983
03/20,-1.3894377
03/21,-1.345863
03/22,-1.4859014
03/23,-1.4747801
03/24,-1.3222847
03/25,-0.7589545
03/26,-1.2633003
03/27,-1.3564678
03/28,-1.1952577
03/29,-1.3296012
03/30,-1.9372665
03/31,-1.7395318
04/01,-1.7359445
04/02,-1.6452769
04/03,-1.1783113
04/04,-1.220678
04/05,-1.1663326
04/06,-0.80712324
04/07,-0.19894755
04/08,-0.8156463
04/09,-0.9934883
04/10,-0.541982
04/11,-0.45937154
04/12,-0.7428026
04/13,-0.8078437
04/14,-1.0752624
04/15,-1.0077076
04/16,-0.8059633
04/17,-0.7721147
04/18,-0.6418974
04/19,-0.60656494
04/20,-0.6861758
04/21,-0.7953706
04/22,-0.15998586
04/23,-0.7351436
04/24,-1.1986374
04/25,-1.005627
04/26,-0.9478307
04/27,-1.1847683
04/28,-1.217796
04/29,-0.0662174
04/30,-0.39014795
05/01,-0.9824212
05/02,-0.9281582
05/03,-0.5965247
05/04,-0.3602599
05/05,-0.30059782
05/06,-0.63634986
05/07,-0.18072031
05/08,-0.6702209
05/09,-0.6112647
05/10,-0.42950258
05/11,-0.39681315
05/12,-0.23642993
05/13,-0.85277337
05/14,-1.000658
05/15,-0.9918022
05/16,-0.5449782
05/17,-0.31196842
05/18,-0.8715601
05/19,-1.1548673
05/20,-1.1009411
05/21,-0.566754
05/22,-0.6597602
05/23,-0.537101
05/24,-0.6527027
05/25,-0.89989257
05/26,-1.0405561
05/27,-0.9647894
05/28,-0.7867057
05/29,-1.1539502
05/30,-0.7396941
05/31,-0.6410282
06/01,-0.52970153
06/02,-0.2460726
06/03,-0.73571855
06/04,-0.4853456
06/05,-0.5172089
06/06,-0.40882328
06/07,-0.39401135
06/08,-0.35757485
06/09,-0.4831008
06/10,-0.17779617
06/11,-0.35543355
06/12,-0.0807484
06/13,-0.396871
06/14,-0.31564462
06/15,-0.099680126
06/16,-0.013709053
06/17,0.033875972
06/18,-0.31225926
06/19,-0.26542535
06/20,-0.8310063
06/21,-0.5730222
06/22,-0.35251716
06/23,-0.19597165
06/24,-0.33770648
06/25,-0.19789962
06/26,0.08899513
06/27,0.015140141
06/28,0.22346641
06/29,-0.33471617
06/30,-0.137339
07/01,0.21535526
07/02,0.20021544
07/03,-0.17872393
07/04,-0.09698713
07/05,-0.3226672
07/06,0.17786063
07/07,-0.1299226
07/08,-0.24497904
07/09,-0.49625257
07/10,-0.075180106
07/11,0.025100574
07/12,-0.27265736
07/13,-0.07438538
07/14,0.46677667
07/15,0.21771808
07/16,0.15218477
07/17,-0.65246636
07/18,-0.35798073
07/19,0.036186665
07/20,0.4384113
07/21,-0.013541335
07/22,-0.031050446
07/23,-0.010846309
07/24,0.41123512
07/25,0.14243846
07/26,-0.25817803
07/27,-0.30764276
07/28,-0.32228896
07/29,-0.51201177
07/30,-0.2630676
07/31,-0.45493317
08/01,-0.32299176
08/02,0.14437741
08/03,0.07343584
08/04,-0.23820677
08/05,0.21639001
08/06,0.33355504
08/07,-0.049630165
08/08,0.41350555
08/09,-0.27961108
08/10,0.13543968
08/11,0.67589945
08/12,0.2090191
08/13,-0.04451036
08/14,-0.18995781
08/15,-0.3778805
08/16,-0.27261537
08/17,-0.62125045
08/18,-0.74406105
08/19,-0.7182031
08/20,-0.14940971
08/21,0.19262062
08/22,-0.2811252
08/23,-0.381226
08/24,0.13237114
08/25,0.00414526
08/26,-0.57105047
08/27,-0.539859
08/28,-0.23716064
08/29,-0.37867045
08/30,-0.38827214
08/31,-0.52269334
09/01,-0.34210023
09/02,-0.081428595
09/03,-0.029356832
09/04,-0.43765953
09/05,-0.31448078
09/06,-0.46260583
09/07,-0.096290514
09/08,-0.13538104
09/09,-0.2225849
09/10,-0.6821882
09/11,-0.6597992
09/12,-0.40714726
09/13,-0.2379888
09/14,-0.29353797
09/15,-0.4068699
09/16,-0.3724236
09/17,-0.39040563
09/18,-0.29276377
09/19,-0.6368012
09/20,-0.3900907
09/21,-0.6492652
09/22,-0.8229736
09/23,-1.0358162
09/24,-0.17795618
09/25,-0.08183226
09/26,-0.3701749
09/27,-0.6621139
09/28,-0.2819428
09/29,-0.8786211
09/30,-0.8061415
10/01,-0.41307557
10/02,-0.85374
10/03,-0.7224476
10/04,-0.7688762
10/05,-0.7731548
10/06,-0.83159393
10/07,-1.0244088
10/08,-0.8805471
10/09,-0.68668085
