time,vwind
01/01,-1.3787918
01/02,-1.4006335
01/03,-1.2937884
01/04,-1.4123858
01/05,-1.0987878
01/06,-1.5243684
01/07,-1.3750552
01/08,-1.6696265
01/09,-0.6700867
01/10,-0.8703508
01/11,-1.476849
01/12,-1.2754543
01/13,-1.280835
01/14,-1.2312613
01/15,-1.8345447
01/16,-2.1973398
01/17,-1.8590178
01/18,-1.3438706
01/19,-1.4035503
01/20,-0.7727174
01/21,-1.0649993
01/22,-1.5716558
01/23,-1.7710166
01/24,-1.8167338
01/25,-1.7630279
01/26,-1.8228364
01/27,-2.182819
01/28,-2.1801748
01/29,-1.4708332
01/30,-1.6003067
01/31,-2.4828012
02/01,-2.4461024
02/02,-2.3028836
02/03,-1.7777052
02/04,-1.3395061
02/05,-1.3427292
02/06,-1.403835
02/07,-1.9858992
02/08,-2.4897854
02/09,-2.6452348
02/10,-2.3170192
02/11,-2.6782472
02/12,-2.7474189
02/13,-2.6775815
02/14,-2.284941
02/15,-2.6833987
02/16,-2.2594175
02/17,-2.214109
02/18,-2.001369
02/19,-2.1382463
02/20,-1.853971
02/21,-1.6599532
02/22,-2.2635431
02/23,-2.1222157
02/24,-2.2085311
02/25,-1.7725353
02/26,-1.5817032
02/27,-1.6209915
02/28,-2.1526225
02/29,-1.3724623
03/01,-1.87711
03/02,-1.9468942
03/03,-1.4710006
03/04,-1.1847436
03/05,-1.7441305
03/06,-2.0847092
03/07,-1.894362
03/08,-1.2757473
03/09,-1.247436
03/10,-0.9389589
03/11,-0.94114965
03/12,-0.19916575
03/13,-0.32421562
03/14,-1.4547437
03/15,-0.7266869
03/16,-0.61077356
03/17,-1.3001062
03/18,-0.8529289
03/19,-0.8417936
03/20,-1.9799954
03/21,-1.5621669
03/22,-1.1695688
03/23,-1.2014595
03/24,-1.3267395
03/25,-1.0204453
03/26,-1.2018113
03/27,-0.72189426
03/28,-1.1114655
03/29,-0.8723542
03/30,-0.4413223
03/31,0.02551675
04/01,-0.86306334
04/02,-1.0686184
04/03,-1.2076292
04/04,-1.2792611
04/05,-1.5248598
04/06,-1.4266071
04/07,-1.2098086
04/08,-0.5568252
04/09,-0.8097078
04/10,-1.4579054
04/11,-0.9974926
04/12,-0.5586835
04/13,-1.0386142
04/14,-1.2751285
04/15,-1.1579928
04/16,-1.733049
04/17,-0.79623955
04/18,-0.718415
04/19,-0.73180103
04/20,-1.051102
04/21,-0.5247823
04/22,-0.50880927
04/23,-0.99152184
04/24,-0.69567823
04/25,-0.14355183
04/26,-0.81332946
04/27,-1.1578431
04/28,-0.28871062
04/29,-0.34150517
04/30,-0.81459004
05/01,-0.9079823
05/02,-0.71193385
05/03,-0.27588823
05/04,-1.1327686
05/05,-1.1657163
05/06,-0.29734105
05/07,0.49757108
05/08,-0.032443024
05/09,-0.34120205
05/10,-0.45180357
05/11,-0.5385823
05/12,-0.7668548
05/13,-0.38614094
05/14,-0.6406719
05/15,-0.5037975
05/16,-0.055021234
05/17,-0.10374453
05/18,-0.3004752
05/19,-0.30661157
05/20,0.05104653
05/21,0.4837207
05/22,0.0556408
05/23,-0.13153562
05/24,0.20427676
05/25,-0.09809451
05/26,0.47501296
05/27,-0.15329526
05/28,-0.21401618
05/29,-0.4900936
05/30,-0.51928735
05/31,-0.12731193
06/01,-0.6970098
06/02,-0.5064388
06/03,0.32067332
06/04,0.06400201
06/05,-0.16911182
06/06,-0.22713429
06/07,-0.33616015
06/08,-0.08159525
06/09,-0.3357108
06/10,-0.122474246
06/11,0.410246
06/12,-0.17395765
06/13,-0.29119268
06/14,0.78252435
06/15,0.55568147
06/16,0.33291423
06/17,0.2703458
06/18,-0.0061164717
06/19,0.5229629
06/20,0.8596388
06/21,0.2597926
06/22,-0.47067863
06/23,-0.3829643
06/24,-0.16992475
06/25,0.11112011
06/26,-0.34201324
06/27,-0.48767927
06/28,-0.18892735
06/29,0.17225537
06/30,-0.21381935
07/01,-0.6408284
07/02,0.01680345
07/03,0.3870249
07/04,-0.4314334
07/05,-0.45861772
07/06,0.3160646
07/07,0.477357
07/08,-0.2013341
07/09,0.27039295
07/10,0.58837086
07/11,0.38309166
07/12,0.30441612
07/13,-0.14069852
07/14,-0.08105896
07/15,0.09525381
07/16,-0.4801931
07/17,-0.1468367
07/18,0.54334503
07/19,0.19653182
07/20,-0.07229273
07/21,-0.4247733
07/22,0.03917742
07/23,0.4732487
07/24,0.60768557
07/25,0.27515075
07/26,-0.084938414
07/27,-0.055792637
07/28,0.11334522
07/29,0.04948328
07/30,0.012624521
07/31,-0.13374518
08/01,0.22143002
08/02,0.004397394
08/03,0.6151753
08/04,0.7326336
08/05,-0.15311937
08/06,-0.3599487
08/07,0.89889884
08/08,1.3909155
08/09,1.0377752
08/10,-0.022870075
08/11,-0.5599238
08/12,0.15332848
08/13,0.7780673
08/14,0.6911028
08/15,-0.3880681
08/16,-0.09210808
08/17,0.45996407
08/18,0.5036126
08/19,0.55735403
08/20,0.11615759
08/21,0.3989808
08/22,0.03536572
08/23,0.55073816
08/24,0.00039737424
08/25,-0.19775325
08/26,0.5202187
08/27,0.09385273
08/28,0.21001612
08/29,-0.2623896
08/30,-0.06434484
08/31,0.5503797
09/01,0.71442735
09/02,-0.025841713
09/03,-0.49239045
09/04,-0.2747048
09/05,0.57161635
09/06,0.36538976
09/07,-0.19055367
09/08,0.021345688
09/09,0.52087206
09/10,1.0869275
09/11,0.5037731
09/12,0.20777652
09/13,0.31132957
09/14,-0.040732764
09/15,0.25218546
09/16,0.03234784
09/17,-0.16870259
09/18,-0.20845653
09/19,0.18872105
09/20,0.18994503
09/21,0.22738975
09/22,0.5707705
09/23,0.33674097
09/24,0.37672922
09/25,-0.68256813
09/26,0.12848412
09/27,0.74834925
09/28,-0.14140071
09/29,-0.5051379
09/30,-0.48802796
10/01,-0.16036846
10/02,0.8009573
10/03,0.47471982
10/04,0.19446631
10/05,0.4154353
10/06,0.8208271
10/07,0.58881366
10/08,-0.015170926
10/09,-0.049296126
10/10,0.622926
10/11,-0.07083671
10/12,0.109345995
10/13,0.84732527
10/14,0.81799424
10/15,-0.3103676
10/16,-0.36550722
10/17,-0.0999567
10/18,-0.24932739
10/19,-0.53962463
10/20,-0.06507476
10/21,0.44003305
10/22,0.16973203
10/23,-0.51213115
10/24,-0.054840364
10/25,0.7183919
10/26,0.2848257
10/27,-0.05264589
10/28,-0.550682
10/29,-0.43311045
10/30,0.46183196
10/31,0.7279615
11/01,-0.20843585
11/02,-0.51070577
11/03,-0.05390925
11/04,-0.014613679
11/05,0.5127397
11/06,0.4242931
11/07,0.32639807
11/08,-0.18521458
11/09,0.10605891
11/10,0.70089555
11/11,0.5320893
11/12,0.09405458
11/13,-1.1858579
11/14,-0.79533166
11/15,-0.36933878
11/16,0.25745425
11/17,-0.40349737
11/18,-0.33555812
11/19,-0.40908375
11/20,-0.16804609
11/21,-0.13920708
11/22,0.7128472
11/23,0.04558155
11/24,-0.54143643
11/25,-0.7106891
11/26,-0.6634559
11/27,-0.4836997
11/28,-0.29548505
11/29,0.28525764
11/30,0.4152039
12/01,-0.30617487
12/02,-0.26217175
12/03,-0.02836329
12/04,-0.26293683
12/05,-1.1748598
12/06,-1.31285
12/07,-1.5993239
