time,vwind
01/01,-2.9661694
01/02,-2.3522508
01/03,-2.841285
01/04,-2.9482703
01/05,-2.9942725
01/06,-3.0288506
01/07,-3.2356913
01/08,-2.664537
01/09,-2.2557478
01/10,-2.9260106
01/11,-3.1683471
01/12,-3.311421
01/13,-3.3454022
01/14,-3.5783615
01/15,-3.2737288
01/16,-2.5033529
01/17,-2.5820625
01/18,-2.5032468
01/19,-2.5286455
01/20,-2.9031944
01/21,-3.1954026
01/22,-3.4554172
01/23,-3.0197601
01/24,-2.970324
01/25,-3.2507465
01/26,-2.7159235
01/27,-3.0796263
01/28,-2.7854953
01/29,-2.868072
01/30,-3.1466577
01/31,-3.5116067
02/01,-3.5733094
02/02,-2.9270132
02/03,-3.0206869
02/04,-2.97482
02/05,-2.984737
02/06,-3.1116226
02/07,-2.831727
02/08,-3.095141
02/09,-3.053866
02/10,-2.537268
02/11,-2.462021
02/12,-2.6173377
02/13,-2.8339298
02/14,-3.431375
02/15,-3.0094678
02/16,-3.1216273
02/17,-3.4816194
02/18,-2.9705303
02/19,-2.955693
02/20,-2.6202395
02/21,-2.5078201
02/22,-2.8400452
02/23,-2.259963
02/24,-2.1630676
02/25,-2.557334
02/26,-1.8490521
02/27,-2.0955343
02/28,-2.558488
02/29,-2.5679004
03/01,-2.96905
03/02,-3.026441
03/03,-2.7242465
03/04,-2.5434647
03/05,-2.5986183
03/06,-2.879673
03/07,-2.6281917
03/08,-2.4904504
03/09,-3.13816
03/10,-3.045962
03/11,-2.0614383
03/12,-2.2747471
03/13,-2.528819
03/14,-2.4987888
03/15,-2.663934
03/16,-2.2972665
03/17,-1.9766752
03/18,-2.4452617
03/19,-2.2340572
03/20,-2.7032583
03/21,-2.7023695
03/22,-1.9035934
03/23,-1.8187579
03/24,-2.205153
03/25,-1.9232762
03/26,-2.505067
03/27,-2.5805533
03/28,-2.0784416
03/29,-1.5174958
03/30,-1.7090284
03/31,-2.153518
04/01,-2.4689987
04/02,-2.297052
04/03,-2.245677
04/04,-1.9674997
04/05,-2.2327294
04/06,-1.3660114
04/07,-0.9221215
04/08,-1.538565
04/09,-2.0061908
04/10,-1.2575625
04/11,-1.5336534
04/12,-1.0698808
04/13,-0.9577905
04/14,-1.0441167
04/15,-0.6534427
04/16,-0.9957372
04/17,-1.4683335
04/18,-1.245069
04/19,-0.64897966
04/20,-1.1120514
04/21,-1.8493761
04/22,-0.9482837
04/23,-0.884892
04/24,-0.9625413
04/25,-0.3455799
04/26,-1.0010177
04/27,-1.0460323
04/28,-0.9190191
04/29,-0.98755866
04/30,-1.210174
05/01,-1.5469267
05/02,-0.75609714
05/03,-0.6915697
05/04,-0.53856397
05/05,-0.52338076
05/06,-1.1000254
05/07,-1.3514293
05/08,-1.2629665
05/09,-1.304953
05/10,-0.5880685
05/11,-0.5686853
05/12,-0.6709835
05/13,-0.9336796
05/14,-0.4351753
05/15,-1.1731144
05/16,-1.8112576
05/17,-1.1597111
05/18,-0.6147274
05/19,-1.0937592
05/20,-1.1958228
05/21,-1.196094
05/22,-1.6544439
05/23,-0.87077
05/24,-0.90909576
05/25,-1.1439193
05/26,-1.037455
05/27,-0.6254795
05/28,-0.55239064
05/29,-1.8168305
05/30,-1.34407
05/31,-0.6851846
06/01,-0.4127029
06/02,-0.20663793
06/03,-0.54786736
06/04,-0.614679
06/05,-0.6954144
06/06,-0.89161646
06/07,-0.9081688
06/08,-0.21606563
06/09,-0.84848815
06/10,-0.7482192
06/11,-0.9775977
06/12,-0.9467696
06/13,-0.7052541
06/14,-0.6169502
06/15,-1.0280293
06/16,-0.0015249127
06/17,0.25674558
06/18,-0.14975753
06/19,0.0425149
06/20,0.18151572
06/21,-0.25621396
06/22,-0.9632498
06/23,0.23717698
06/24,0.056214772
06/25,-0.41835824
06/26,-0.36996764
06/27,-0.5124548
06/28,-0.65288556
06/29,0.11890405
06/30,0.24922152
07/01,-0.69033015
07/02,-0.5854575
07/03,0.36643305
07/04,-0.13120204
07/05,-0.026198745
07/06,-0.9875406
07/07,-0.2824455
07/08,0.20562458
07/09,0.11518471
07/10,-0.7057385
07/11,-0.3164161
07/12,-0.11243576
07/13,0.41627875
07/14,0.3711887
07/15,0.27975687
07/16,0.9470146
07/17,0.29891872
07/18,-0.21001093
07/19,0.12659022
07/20,0.18160696
07/21,0.71867055
07/22,0.55272925
07/23,0.45432433
07/24,0.19255047
07/25,0.31285495
07/26,0.45660692
07/27,0.21950702
07/28,-0.038165666
07/29,0.044961262
07/30,0.040573817
07/31,0.24410355
08/01,0.122945406
08/02,0.10805818
08/03,0.2946641
08/04,0.15994844
08/05,-0.0604281
08/06,-0.2059271
08/07,0.2815334
08/08,0.3058761
08/09,-0.45699865
08/10,-0.4698913
08/11,0.14639412
08/12,0.5447794
08/13,0.13068555
08/14,-0.5746516
08/15,-0.3303425
08/16,-0.27949363
08/17,-0.19966002
08/18,-0.45430893
08/19,-0.62252474
08/20,0.09084867
08/21,0.25044003
08/22,-0.18256985
08/23,-0.25479448
08/24,-0.29432777
08/25,0.3196298
08/26,0.3247306
08/27,-0.02082103
08/28,-0.28932524
08/29,-0.6821466
08/30,-0.25076875
08/31,-0.039793286
09/01,-0.35597613
09/02,0.0075957556
09/03,-0.1407076
09/04,-0.31094497
09/05,-0.4078934
09/06,-0.08420314
09/07,-0.37963817
09/08,0.11951339
09/09,-0.41816625
09/10,-0.3638689
09/11,-0.4972703
09/12,-0.48477435
09/13,-0.42312634
09/14,0.11832494
09/15,-0.21774836
09/16,-0.81058824
09/17,-0.8943053
09/18,-0.4671007
09/19,-0.7303297
09/20,-0.91417986
09/21,-0.68616146
09/22,0.051526275
09/23,-0.1746496
09/24,-0.7169416
09/25,-1.0457865
09/26,-0.91589695
09/27,-0.9850808
09/28,-1.0173522
09/29,-0.6527979
09/30,-0.457962
10/01,-0.39092866
10/02,-0.5995556
10/03,-0.6372973
10/04,-0.70054656
10/05,-0.69869334
10/06,-0.64518386
10/07,-1.2352355
10/08,-1.214362
10/09,-1.0184032
10/10,-1.1566427
10/11,-1.2163666
10/12,-0.81332064
10/13,-1.3324335
10/14,-1.5602868
10/15,-0.9658795
10/16,-1.0231965
10/17,-2.0541403
10/18,-1.8477527
10/19,-1.7150754
10/20,-1.241788
10/21,-1.5337677
10/22,-1.8178979
10/23,-0.982233
10/24,-1.014061
10/25,-1.4526919
10/26,-1.6637808
10/27,-1.991855
10/28,-1.5961494
10/29,-1.3549367
10/30,-1.7601254
10/31,-1.3722415
11/01,-0.9750529
11/02,-1.4510316
11/03,-1.4607459
11/04,-2.0227473
11/05,-1.5191523
11/06,-1.3319716
11/07,-2.1638963
11/08,-2.0218477
11/09,-1.3855042
11/10,-1.0994005
11/11,-1.8151481
11/12,-1.9161662
11/13,-1.9208103
11/14,-1.4990793
11/15,-1.484446
11/16,-1.9218394
11/17,-1.6925238
11/18,-1.8202176
11/19,-2.4066377
11/20,-1.8032503
11/21,-1.5156957
11/22,-1.9260055
11/23,-2.1407204
11/24,-1.439524
11/25,-1.9010257
11/26,-2.4218795
11/27,-1.8582
11/28,-1.1098033
11/29,-1.3087475
11/30,-2.2018714
12/01,-2.4379427
12/02,-2.1137462
12/03,-1.7142484
12/04,-2.1081374
12/05,-2.280356
12/06,-1.8701001
12/07,-1.8179797
12/08,-2.9326172
12/09,-3.1412065
12/10,-2.533002
12/11,-2.2712116
12/12,-2.2968872
12/13,-2.1549242
12/14,-2.376179
12/15,-2.4855037
12/16,-1.8298146
12/17,-1.7007416
12/18,-1.2787184
12/19,-2.0489402
12/20,-2.3331947
12/21,-2.125057
12/22,-2.139156
12/23,-2.1518517
12/24,-2.9054441
12/25,-3.0445948
12/26,-2.5464976
12/27,-2.8125658
12/28,-2.641052
12/29,-2.6009092
12/30,-2.6890159
12/31,-3.0433283
