time,vwind
01/01,-1.3958385
01/02,-1.2208624
01/03,-1.6704953
01/04,-1.6691788
01/05,-1.0948087
01/06,-1.337144
01/07,-1.8037727
01/08,-1.2654433
01/09,-0.82894725
01/10,-1.3984073
01/11,-0.9373131
01/12,-1.6670139
01/13,-0.835205
01/14,-0.8191767
01/15,-1.5705851
01/16,-1.9018117
01/17,-2.2841089
01/18,-2.0414443
01/19,-1.8056012
01/20,-1.2206044
01/21,-1.1747364
01/22,-1.9265375
01/23,-1.5692863
01/24,-1.8857214
01/25,-2.0910053
01/26,-2.3646615
01/27,-2.316778
01/28,-2.029695
01/29,-1.6242695
01/30,-2.167435
01/31,-2.7430537
02/01,-3.1059868
02/02,-2.3876965
02/03,-2.0575535
02/04,-1.8755691
02/05,-1.4161441
02/06,-1.2458652
02/07,-2.3454506
02/08,-2.258358
02/09,-2.3361228
02/10,-2.411604
02/11,-2.187743
02/12,-1.3868062
02/13,-1.2413486
02/14,-2.199361
02/15,-3.0465646
02/16,-2.7089233
02/17,-2.4376266
02/18,-2.2757533
02/19,-1.8107655
02/20,-1.7150776
02/21,-1.5366417
02/22,-1.8514875
02/23,-2.685693
02/24,-2.3997135
02/25,-2.094542
02/26,-1.8583822
02/27,-2.000104
02/28,-2.8776135
02/29,-3.8647547
03/01,-2.912907
03/02,-2.441167
03/03,-1.9157009
03/04,-1.351262
03/05,-1.405447
03/06,-2.2556255
03/07,-2.150732
03/08,-1.3941889
03/09,-0.9930011
03/10,-1.3904752
03/11,-1.219014
03/12,-0.62571996
03/13,-0.5538766
03/14,-1.1537671
03/15,-1.0514721
03/16,-0.80416775
03/17,-0.91951275
03/18,-1.3058846
03/19,-1.1565338
03/20,-2.0984137
03/21,-1.7036021
03/22,-1.8906779
03/23,-1.5772599
03/24,-1.0090855
03/25,-1.2204502
03/26,-0.7071972
03/27,-0.6125088
03/28,-1.1177249
03/29,-1.437065
03/30,-0.8278777
03/31,-0.17881024
04/01,-0.5695166
04/02,-1.1927781
04/03,-1.2499145
04/04,-1.3157742
04/05,-1.4613907
04/06,-1.2651024
04/07,-1.1051586
04/08,-0.7878547
04/09,-0.694939
04/10,-1.5544636
04/11,-0.88359034
04/12,-0.63949746
04/13,-0.66298115
04/14,-1.1434802
04/15,-1.2931045
04/16,-1.4631823
04/17,-1.3158796
04/18,-1.6689665
04/19,-1.1633953
04/20,-1.7321863
04/21,-1.1513418
04/22,-0.82597935
04/23,-0.6887385
04/24,-0.44650796
04/25,-0.34279448
04/26,-0.5796993
04/27,-0.92839515
04/28,-0.5674814
04/29,-1.157162
04/30,-1.0264575
05/01,-1.3673737
05/02,-1.182859
05/03,-0.036413603
05/04,-0.7563776
05/05,-1.6944412
05/06,-0.7148303
05/07,-0.08088183
05/08,-0.37209478
05/09,-0.6654065
05/10,-0.629736
05/11,-0.425772
05/12,-1.0579517
05/13,-0.5656234
05/14,-0.80494606
05/15,-0.78622687
05/16,-0.47615772
05/17,-0.050955057
05/18,-0.41227493
05/19,-0.41383523
05/20,0.109428406
05/21,-0.26593065
05/22,-0.103007935
05/23,-0.09552381
05/24,-0.32296386
05/25,-0.19756237
05/26,0.27914706
05/27,-0.09124789
05/28,-0.243025
05/29,-0.75023144
05/30,-0.9579819
05/31,-0.59297645
06/01,-0.8247489
06/02,-0.68857515
06/03,-0.2275142
06/04,0.21890497
06/05,0.15323877
06/06,-0.5725852
06/07,-0.19398242
06/08,-0.27488673
06/09,-0.5036917
06/10,-0.070993215
06/11,0.6360605
06/12,0.09298711
06/13,-0.1844694
06/14,0.75996053
06/15,-0.07379382
06/16,0.8368875
06/17,0.4741922
06/18,-0.60937274
06/19,-0.18010466
06/20,0.32419136
06/21,0.27648523
06/22,0.60100096
06/23,-0.16521092
06/24,0.23473498
06/25,-0.11818956
06/26,-0.32722408
06/27,-0.5002641
06/28,-0.3858993
06/29,-0.068843774
06/30,-0.8090785
07/01,-0.63635415
07/02,0.007468653
07/03,0.14328139
07/04,-0.5580593
07/05,-1.0653486
07/06,0.23650011
07/07,-0.07803942
07/08,-0.20349446
07/09,0.104071766
07/10,0.47695187
07/11,0.57714653
07/12,0.34463546
07/13,-0.39460415
07/14,0.014901876
07/15,0.023158565
07/16,-0.7951645
07/17,-0.7200165
07/18,0.36112338
07/19,0.38073823
07/20,0.599616
07/21,-0.102202155
07/22,0.33296216
07/23,0.43092105
07/24,0.6132381
07/25,0.39885375
07/26,0.22930431
07/27,-0.014167194
07/28,0.63039285
07/29,0.36254662
07/30,-0.10437615
07/31,-0.56186277
08/01,0.09921569
08/02,-0.06922784
08/03,0.084670156
08/04,0.2824482
08/05,-0.24440783
08/06,-0.3435572
08/07,0.27716365
08/08,0.42022476
08/09,0.38482216
08/10,0.1835734
08/11,-0.6504135
08/12,-0.014964628
08/13,0.3165831
08/14,0.20284411
08/15,-0.6458645
08/16,-0.39738065
08/17,0.44532245
08/18,0.18293367
08/19,-0.08293851
08/20,-0.5301584
08/21,-0.045429982
08/22,-0.33924645
08/23,0.005112978
08/24,-0.13086365
08/25,0.2261675
08/26,0.18634652
08/27,0.0075342287
08/28,0.03941272
08/29,-0.1477389
08/30,-0.14679483
08/31,0.11647683
09/01,0.3846841
09/02,-0.04288556
09/03,-0.76944697
09/04,-0.7448872
09/05,0.21561697
09/06,0.05430406
09/07,-0.18433452
09/08,-0.21862198
09/09,-0.0014407703
09/10,0.7596953
09/11,0.0029642868
09/12,-0.06325951
09/13,-0.0050168955
09/14,-0.59055316
09/15,-0.33767578
09/16,0.015773676
09/17,-0.19628753
09/18,-0.38473812
09/19,-0.17843474
09/20,0.44743782
09/21,0.16203998
09/22,0.10381751
09/23,0.586604
09/24,0.4263927
09/25,-0.36744186
09/26,0.2184519
