time,vwind
01/01,4.464477
01/02,4.7312884
01/03,4.92821
01/04,4.261907
01/05,4.825688
01/06,4.4435825
01/07,4.217129
01/08,4.6837783
01/09,4.2509265
01/10,4.5630326
01/11,4.3114
01/12,4.1851735
01/13,4.074604
01/14,4.0949073
01/15,4.0252223
01/16,3.897667
01/17,4.223804
01/18,3.6693814
01/19,3.5300093
01/20,3.9654837
01/21,4.067994
01/22,3.8098226
01/23,3.8757646
01/24,3.062811
01/25,2.8712108
01/26,3.9586644
01/27,4.053593
01/28,3.8960164
01/29,3.6391256
01/30,3.253915
01/31,3.4851894
02/01,3.212036
02/02,3.1082022
02/03,2.3109677
02/04,2.8287413
02/05,2.3653765
02/06,1.4460728
02/07,1.4065496
02/08,1.299316
02/09,1.1393113
02/10,2.0336568
02/11,2.183915
02/12,2.0304434
02/13,1.9193825
02/14,1.3921587
02/15,1.649879
02/16,1.4771683
02/17,0.53073883
02/18,0.637975
02/19,0.787567
02/20,1.1505241
02/21,1.2784696
02/22,1.5616001
02/23,2.0402682
02/24,1.7465426
02/25,1.4032931
02/26,1.0404605
02/27,0.7103777
02/28,1.1231542
02/29,1.2078279
03/01,1.8824065
03/02,1.2515864
03/03,1.2887812
03/04,0.8483086
03/05,0.60124135
03/06,1.0529172
03/07,0.9026944
03/08,0.40984535
03/09,0.94043225
03/10,0.78707427
03/11,1.4383992
03/12,1.2436244
03/13,0.71068865
03/14,0.93799794
03/15,0.9731516
03/16,1.1267523
03/17,1.3689839
03/18,1.1432977
03/19,1.3013793
03/20,1.5715933
03/21,1.1497432
03/22,1.543838
03/23,1.4494255
03/24,1.7164811
03/25,1.245786
03/26,1.4848635
03/27,1.5526134
03/28,1.9868339
03/29,1.820313
03/30,1.7633328
03/31,1.2190056
04/01,1.405488
04/02,1.7613058
04/03,1.602551
04/04,2.2334251
04/05,2.9292405
04/06,2.8617232
04/07,2.4572885
04/08,2.103477
04/09,2.8315482
04/10,3.0600817
04/11,2.775361
04/12,2.4517763
04/13,3.1653955
04/14,3.1333077
04/15,3.2118468
04/16,2.8200564
04/17,2.4226937
04/18,2.6627326
04/19,2.6382453
04/20,2.613388
04/21,2.8124046
04/22,3.05036
04/23,3.0895545
04/24,3.3317065
04/25,3.1275284
04/26,3.2675838
04/27,3.415973
04/28,3.7115192
04/29,3.5698893
04/30,3.6360502
