time,vwind
01/01,-1.0192993
01/02,-0.6741598
01/03,-0.042670418
01/04,-0.21919172
01/05,-0.8582142
01/06,-0.61707747
01/07,-1.6994234
01/08,-1.4636965
01/09,-0.7303266
01/10,-0.03950732
01/11,-0.6905769
01/12,-0.3156693
01/13,-0.6846606
01/14,-0.43987772
01/15,-0.8807814
01/16,-0.8955757
01/17,-0.40223154
01/18,-0.5843525
01/19,-0.6265382
01/20,-0.94901043
01/21,-0.74513525
01/22,-1.3151041
01/23,-1.671444
01/24,-1.2582036
01/25,-1.6792454
01/26,-1.6321572
01/27,-1.6051873
01/28,-1.5707613
01/29,-1.8244028
01/30,-1.0509821
01/31,-0.8823477
02/01,-1.1757593
02/02,-0.5667354
02/03,-0.9249197
02/04,-1.0304577
02/05,-0.7039076
02/06,-0.77587235
02/07,-1.2822613
02/08,-0.94421476
02/09,-0.8999366
02/10,-1.0199043
02/11,-0.89345855
02/12,-1.5858365
02/13,-1.8053578
02/14,-1.2939477
02/15,-2.0765984
02/16,-2.6728647
02/17,-2.366267
02/18,-2.095773
02/19,-2.1280491
02/20,-1.944889
02/21,-1.8212832
02/22,-1.8732716
02/23,-1.74379
02/24,-2.4851768
02/25,-2.5696137
02/26,-2.1854646
02/27,-1.9777535
02/28,-2.0232708
02/29,-1.7160225
03/01,-2.1026528
03/02,-2.5759406
03/03,-2.0145473
03/04,-1.4293146
03/05,-2.1968508
03/06,-1.8718282
03/07,-2.3172133
03/08,-2.1683984
03/09,-2.4565938
03/10,-2.6034622
03/11,-2.3132398
03/12,-2.0651443
03/13,-1.9869972
03/14,-1.8725562
03/15,-1.6324892
03/16,-1.4037598
03/17,-1.442883
03/18,-1.6924943
03/19,-1.9676682
03/20,-2.2595367
03/21,-2.2196767
03/22,-1.9950953
03/23,-1.62878
03/24,-1.8483225
03/25,-2.1492164
03/26,-2.4340832
03/27,-2.1624987
03/28,-1.9249085
03/29,-1.6633539
03/30,-1.6634339
03/31,-1.8384589
04/01,-1.5651199
04/02,-1.610502
04/03,-1.3582754
04/04,-1.6819835
04/05,-2.0363564
04/06,-1.9641739
04/07,-1.6822327
04/08,-1.8710221
04/09,-1.9257969
04/10,-1.6582866
04/11,-1.6865467
04/12,-1.4454179
04/13,-1.3774614
04/14,-1.7532296
04/15,-1.6611305
04/16,-1.7347984
04/17,-2.0146337
04/18,-1.9125863
04/19,-1.1652422
04/20,-0.70358545
04/21,-1.0247476
04/22,-0.9395214
04/23,-0.62256414
04/24,-0.4048599
04/25,-1.0000442
04/26,-0.8329759
04/27,-0.9561207
04/28,-0.47906795
04/29,-0.66164637
04/30,-0.6543951
05/01,-0.6593161
05/02,-0.65845877
05/03,-0.5575868
05/04,-0.5325641
05/05,-0.27482694
05/06,-0.618069
05/07,-0.17446136
05/08,-0.31326133
05/09,-0.041294333
05/10,0.5891768
05/11,0.29493555
05/12,0.7804863
05/13,0.2847053
05/14,0.050544422
05/15,0.1266088
05/16,0.47381935
05/17,1.4155811
05/18,0.8640211
05/19,0.61339307
05/20,0.68548936
05/21,0.83007437
05/22,1.7117329
05/23,1.771846
05/24,1.5254985
05/25,1.7330977
05/26,1.4249007
05/27,2.1112669
05/28,2.0811093
05/29,2.0195367
05/30,2.077455
05/31,1.6947577
06/01,2.6247427
06/02,1.9781967
06/03,2.0711267
06/04,1.6858783
06/05,2.536989
06/06,2.652673
06/07,2.0584762
06/08,1.804743
06/09,1.4948288
06/10,2.3563645
06/11,3.064386
06/12,2.7903626
06/13,2.4028683
