time,vwind
01/01,3.7079113
01/02,3.5908728
01/03,3.3355422
01/04,3.274205
01/05,3.4008553
01/06,2.8967912
01/07,2.9414122
01/08,2.949375
01/09,3.0620763
01/10,2.4750657
01/11,2.0910125
01/12,2.2270668
01/13,3.1298766
01/14,2.509126
01/15,1.7536016
01/16,2.0704744
01/17,2.5706594
01/18,2.021673
01/19,1.727784
01/20,2.1497622
01/21,1.628059
01/22,1.528304
01/23,1.5392976
01/24,2.0615137
01/25,1.8168377
01/26,1.611519
01/27,1.023071
01/28,1.0568544
01/29,1.4536594
01/30,1.0239766
01/31,1.2166196
02/01,0.73619264
02/02,0.604282
02/03,0.26284185
02/04,0.609135
02/05,0.6428005
02/06,1.2210929
02/07,0.9523894
02/08,0.80802864
02/09,-0.34186944
02/10,-0.9545166
02/11,-0.9109967
02/12,-0.9144599
02/13,-0.9654433
02/14,-1.0233688
02/15,-1.6363425
02/16,-1.2038293
02/17,-1.1291394
02/18,-1.3082262
02/19,-0.72140396
02/20,-1.3906544
02/21,-0.56143004
02/22,-1.1368295
02/23,-1.066177
02/24,-0.5526824
02/25,-0.4722395
02/26,-0.8534662
02/27,-1.3455471
02/28,-1.6423328
02/29,-2.0272934
03/01,-1.5369029
03/02,-1.1255622
03/03,-1.4027414
03/04,-0.9904355
03/05,-1.5458652
03/06,-1.4363234
03/07,-1.2342534
03/08,-2.1254594
03/09,-2.2796397
03/10,-2.506742
03/11,-2.4868267
03/12,-1.8383689
03/13,-1.3521867
03/14,-1.5044761
03/15,-1.0154365
03/16,-1.2960701
03/17,-1.6234937
03/18,-1.0271704
03/19,-0.9939501
03/20,-0.79852414
03/21,-0.91543454
03/22,-0.96932137
03/23,-0.59387714
03/24,-1.3517159
03/25,-0.9606018
03/26,-1.148232
03/27,-0.86796445
03/28,-0.72957313
03/29,-0.5495312
03/30,-0.5352749
03/31,-0.9524517
04/01,-0.7674717
04/02,-0.04345806
04/03,-0.3215814
04/04,-0.5703299
04/05,-0.71058744
04/06,-0.22587453
04/07,-0.0452794
04/08,-0.3100773
04/09,-0.076317444
04/10,-0.0241642
04/11,0.15777686
04/12,0.37071383
04/13,0.30959794
04/14,-0.09097444
04/15,0.5618573
04/16,0.6840591
04/17,0.89009726
04/18,1.2795933
04/19,1.2820423
04/20,1.4213135
04/21,1.0861263
04/22,1.2955176
04/23,1.2160008
04/24,1.6378467
04/25,1.8944926
04/26,2.2824187
04/27,2.3349454
04/28,1.6841296
04/29,1.6968459
04/30,1.9200082
05/01,2.4529567
05/02,2.5404358
05/03,2.0712602
05/04,2.0132701
05/05,2.7723293
05/06,2.4455814
05/07,2.904134
05/08,2.7950084
05/09,3.0459266
05/10,3.1860917
05/11,3.1774187
05/12,3.1079152
05/13,3.4003742
05/14,3.770274
05/15,4.166334
05/16,4.491707
05/17,4.499857
05/18,4.5796065
05/19,4.5818186
05/20,4.433032
05/21,4.6724043
05/22,4.733197
05/23,4.6220813
05/24,4.083109
05/25,4.5479794
05/26,4.872173
05/27,4.8764343
05/28,4.5473733
05/29,4.953142
05/30,5.1124883
05/31,4.9999394
06/01,5.4395723
06/02,5.195648
06/03,5.2371287
06/04,5.1792583
06/05,5.628083
06/06,5.635755
06/07,5.613459
06/08,5.4998665
06/09,5.701804
06/10,5.544838
06/11,5.6838684
06/12,5.2218266
06/13,4.959904
06/14,5.199742
06/15,5.0187755
06/16,5.041449
06/17,5.60794
06/18,6.238259
06/19,5.825717
06/20,5.595073
06/21,5.7200475
06/22,5.9825377
06/23,5.6030545
06/24,5.6077647
06/25,5.4046226
06/26,5.8263783
06/27,5.459556
06/28,5.259672
06/29,5.473746
06/30,5.638683
07/01,5.6891284
07/02,5.5648437
07/03,5.5390706
07/04,5.786558
07/05,5.625551
07/06,5.6583214
07/07,5.1346684
07/08,5.4246407
07/09,6.0551248
07/10,5.522206
07/11,5.6263885
07/12,5.470927
07/13,5.378155
07/14,5.737127
07/15,5.5551977
07/16,5.6847115
07/17,5.679598
07/18,5.74435
07/19,5.929024
07/20,5.872978
07/21,5.4474897
07/22,5.597399
07/23,5.738324
07/24,5.6548004
07/25,5.7244864
07/26,5.713941
07/27,5.83515
07/28,5.8734713
07/29,6.0947833
07/30,6.0739093
07/31,6.2424498
08/01,6.5228734
08/02,6.2787285
08/03,6.0812507
08/04,6.180551
08/05,6.116412
08/06,5.8951116
08/07,5.9395566
08/08,6.1866965
08/09,6.3029075
08/10,6.158605
08/11,5.827397
08/12,5.792532
08/13,6.035184
08/14,5.935857
08/15,5.7427692
08/16,6.1755314
08/17,6.0338798
08/18,5.9739685
08/19,5.8555937
08/20,6.340728
08/21,6.3597074
08/22,6.173366
08/23,5.8493934
08/24,5.565337
08/25,5.7813134
08/26,5.786867
08/27,5.919302
08/28,5.9707637
08/29,6.4754786
08/30,6.7283
08/31,6.596096
09/01,6.1036973
09/02,6.0309877
09/03,5.829794
09/04,5.5947475
09/05,6.1875887
09/06,6.2878675
09/07,5.9519134
09/08,6.0022707
09/09,5.782665
09/10,5.713858
09/11,6.1558723
09/12,6.167191
09/13,6.221176
09/14,6.369097
09/15,6.491387
09/16,6.250539
09/17,5.8571277
09/18,5.7733192
09/19,6.0943737
09/20,5.9186
09/21,5.840772
09/22,6.0689583
09/23,6.0108047
09/24,5.685335
09/25,6.1488104
09/26,6.30496
09/27,5.968115
09/28,6.1062098
09/29,6.2344303
09/30,5.9168434
10/01,5.5588336
10/02,5.8833647
10/03,5.893116
10/04,6.1450987
10/05,6.432794
10/06,6.335621
10/07,6.1882863
10/08,6.1398125
10/09,6.1523414
10/10,6.0986853
10/11,6.011276
10/12,6.0016675
10/13,5.9128447
10/14,5.7030764
10/15,5.7089734
10/16,6.259177
10/17,6.2120705
10/18,5.9501085
10/19,6.0556335
10/20,6.0049376
10/21,6.1066966
10/22,5.7884755
10/23,5.687073
10/24,5.4403296
10/25,5.740014
10/26,5.7061067
10/27,5.944739
10/28,6.311288
10/29,6.0638423
10/30,5.7453747
10/31,5.7620583
11/01,6.1023245
11/02,6.071817
11/03,5.8044734
11/04,5.5793786
11/05,5.5269456
11/06,5.9883676
11/07,6.0062814
11/08,6.2740107
11/09,6.173014
11/10,5.8295746
11/11,5.890549
11/12,6.094247
11/13,6.066731
11/14,5.342817
11/15,5.281022
11/16,5.7653832
11/17,5.557751
11/18,5.3803906
11/19,5.3618655
11/20,5.2963758
11/21,5.8278255
11/22,5.559589
11/23,5.488651
11/24,6.016894
11/25,6.132636
11/26,5.8177023
11/27,5.138248
11/28,5.350179
11/29,5.5334797
11/30,5.3352857
12/01,5.286728
12/02,4.860342
12/03,4.6790447
12/04,4.8942714
12/05,5.2461967
12/06,4.566964
12/07,4.380231
12/08,4.4647055
12/09,5.246392
12/10,4.835502
12/11,4.9073157
12/12,4.7838345
12/13,4.600037
12/14,4.145127
12/15,4.208361
12/16,4.498351
12/17,4.343252
12/18,4.4377728
12/19,4.1913056
12/20,4.106259
12/21,4.203472
12/22,4.1493354
