time,vwind
01/01,-0.9860347
01/02,-0.45698294
01/03,-0.9880727
01/04,-1.0675629
01/05,-1.0342321
01/06,-0.5991257
01/07,-1.5175323
01/08,-1.5047468
01/09,-1.4202849
01/10,-1.7461815
01/11,-1.805479
01/12,-2.1646788
01/13,-1.6593528
01/14,-0.9149027
01/15,-1.0824143
01/16,-1.0872285
01/17,-1.1947223
01/18,-1.1613455
01/19,-0.70912606
01/20,-0.73092145
01/21,-0.80491894
01/22,-1.2632139
01/23,-1.2589023
01/24,-1.5215639
01/25,-1.5913749
01/26,-1.4736395
01/27,-1.8482302
01/28,-2.0480492
01/29,-1.729791
01/30,-1.899002
01/31,-1.994657
02/01,-1.5485672
02/02,-2.227764
02/03,-1.7446223
02/04,-0.84960127
02/05,-0.617937
02/06,-1.1143979
02/07,-1.2161384
02/08,-1.2261826
02/09,-1.5764351
02/10,-1.6811374
02/11,-1.2059565
02/12,-1.5755963
02/13,-0.8482761
02/14,-0.44320968
02/15,-0.8917861
02/16,-0.8365578
02/17,-0.21947308
02/18,-0.8062414
02/19,-0.8459191
02/20,-1.2443031
02/21,-0.81982195
02/22,-0.91085565
02/23,-1.0520607
02/24,-2.4602613
02/25,-2.6569917
02/26,-2.6230485
02/27,-2.4768662
02/28,-2.0814106
02/29,-2.9926744
03/01,-2.4686496
03/02,-1.6730933
03/03,-1.0513614
03/04,-0.52423966
03/05,-1.1125246
03/06,-0.97262573
03/07,-1.2257347
03/08,-0.88672656
03/09,-1.3528659
03/10,-2.1681378
03/11,-2.8300467
03/12,-2.3949342
03/13,-2.3217745
03/14,-2.0836227
03/15,-1.3186051
03/16,-0.86228895
03/17,-1.0834657
03/18,-1.0164703
03/19,-0.7106123
03/20,-1.0356526
03/21,-1.4156309
03/22,-1.1661041
03/23,-0.7917616
03/24,-0.62208647
03/25,-1.4558998
03/26,-1.5155332
03/27,-0.9230662
03/28,-1.2704422
03/29,-1.014012
03/30,-1.270099
03/31,-1.5870403
04/01,-1.3991797
04/02,-1.9412209
04/03,-0.84480923
04/04,-0.98716545
04/05,-0.98205185
04/06,-1.0673901
04/07,-1.03177
04/08,-0.7263046
04/09,-0.07889968
04/10,-0.062366474
04/11,-0.45562968
04/12,-0.5302239
04/13,-0.679657
04/14,-0.7338206
04/15,-1.1182902
04/16,-0.33626005
04/17,-0.70559305
04/18,-0.71105975
04/19,-0.19324832
04/20,0.19061972
04/21,-0.116131365
04/22,-0.5248699
04/23,-0.40778714
04/24,0.03355197
04/25,-0.12962338
04/26,0.23496874
04/27,-0.3286615
04/28,-0.5449809
04/29,-0.44435912
04/30,-0.45453787
05/01,-0.582523
05/02,-0.2648678
05/03,0.05352516
05/04,-0.18135798
05/05,-0.27937275
05/06,-0.11610701
05/07,0.034810167
05/08,-0.16164131
05/09,0.04055817
05/10,0.44804773
05/11,0.57067174
05/12,0.2714225
05/13,-0.44514185
05/14,-0.26190108
05/15,0.23911014
05/16,0.20040527
05/17,-0.36854538
05/18,-0.59034294
05/19,-0.16069812
05/20,0.42126852
05/21,0.4620307
05/22,0.4561842
05/23,1.053543
05/24,0.77048594
05/25,0.36269364
05/26,1.5154626
05/27,0.95426685
05/28,0.4875927
05/29,0.84754294
05/30,0.24723086
05/31,0.8041419
06/01,0.22820958
06/02,0.28887108
06/03,0.09926903
06/04,1.0442442
06/05,1.2832135
06/06,0.63072073
06/07,0.8074196
06/08,1.2149931
06/09,1.0162711
06/10,0.7036782
06/11,0.4597415
06/12,1.1128509
06/13,1.4139142
06/14,1.9959701
06/15,1.8888592
06/16,1.2991811
06/17,0.3362473
06/18,0.5082888
06/19,1.5993024
06/20,2.1668391
06/21,1.7743725
06/22,1.4060535
06/23,0.5206364
06/24,0.57472444
06/25,0.18553604
06/26,0.30005303
06/27,1.0328103
06/28,1.0938716
06/29,2.0368166
06/30,1.4376521
07/01,1.0532694
07/02,1.062272
07/03,1.1572089
07/04,0.9975222
07/05,0.8208275
07/06,1.901807
07/07,1.4500695
07/08,0.52935046
07/09,1.3274105
07/10,1.5793513
07/11,1.5194055
07/12,1.8129224
07/13,1.5951418
07/14,1.6164657
07/15,1.8424468
07/16,2.4954107
07/17,2.471753
07/18,1.9570206
07/19,1.9624665
07/20,2.2803261
07/21,2.7080135
07/22,2.3254476
07/23,1.802208
07/24,2.4099977
07/25,2.8251429
07/26,2.1618345
07/27,1.7397135
07/28,2.1698377
07/29,2.143435
07/30,1.9226389
07/31,1.7448401
08/01,1.6820902
08/02,2.2047968
08/03,2.1186774
08/04,2.4941401
08/05,2.5706785
08/06,2.3300097
08/07,2.1203177
08/08,2.1527455
08/09,2.5058641
08/10,1.7664292
08/11,1.0419294
08/12,1.5530246
08/13,2.5647724
08/14,2.5565243
08/15,2.2520342
08/16,2.5278487
08/17,2.7522748
08/18,2.2122414
08/19,2.1479762
08/20,1.224407
08/21,1.8096366
08/22,1.4949627
08/23,1.717048
08/24,2.031621
08/25,2.770004
08/26,2.1935143
08/27,2.309357
08/28,2.4620042
08/29,2.2984188
08/30,2.5949512
08/31,2.1874754
09/01,2.29264
09/02,2.4209278
09/03,2.1443937
09/04,1.9268492
09/05,2.4173214
09/06,2.5072682
09/07,2.033471
09/08,1.7758249
09/09,2.402888
09/10,2.5515492
09/11,2.0901494
09/12,1.783528
09/13,1.9378794
09/14,1.5208657
09/15,1.1652324
09/16,1.6679674
09/17,2.0369277
09/18,1.4985652
09/19,2.2537224
09/20,1.9526044
09/21,1.7594842
09/22,1.287258
09/23,1.6737158
09/24,1.914143
09/25,1.6949385
09/26,1.9852304
09/27,2.0318863
09/28,1.3683808
09/29,0.9998775
09/30,1.3615406
10/01,1.2103233
10/02,2.0890584
10/03,1.9119976
10/04,0.7643846
10/05,1.0626631
10/06,1.2083498
10/07,1.4512845
10/08,1.243651
10/09,1.0814666
10/10,1.8734156
10/11,1.4566791
10/12,0.78807473
10/13,1.227668
10/14,2.2154603
10/15,1.9946991
10/16,1.3556621
10/17,1.1740762
10/18,1.435113
10/19,1.1925148
10/20,0.6624639
10/21,0.64180034
10/22,0.8743664
10/23,0.64538115
10/24,0.99158347
10/25,1.4188675
10/26,1.6071311
10/27,0.6021906
10/28,1.2876102
10/29,0.7849028
10/30,0.6104844
10/31,0.7384879
11/01,0.6346585
11/02,0.58768636
11/03,0.36837685
11/04,0.3071464
11/05,1.0031222
11/06,1.5217255
11/07,1.2424556
11/08,0.80679
11/09,0.63251483
11/10,0.8892548
11/11,0.8768247
11/12,1.0380969
11/13,0.47359082
11/14,0.49800515
11/15,0.38200784
11/16,-0.08515752
11/17,-0.21265109
11/18,-0.0053001544
11/19,-0.24434274
11/20,0.1547438
11/21,-0.26229262
11/22,-0.1511424
11/23,-0.20011163
11/24,-0.5990639
11/25,-0.5331508
11/26,-0.7419501
11/27,0.18272862
11/28,-0.35964024
11/29,-0.45513487
11/30,-0.7600624
12/01,0.23534805
12/02,-0.29975855
12/03,0.39809558
12/04,-0.08581872
12/05,0.14886197
12/06,0.29879677
12/07,-0.010949364
12/08,0.09933484
12/09,0.3737259
12/10,0.057440955
12/11,0.31580356
12/12,0.6392912
12/13,0.17518876
12/14,0.44356063
12/15,0.008015518
12/16,-0.40813524
12/17,-0.46569794
12/18,-0.38438502
12/19,-0.53755325
12/20,-0.35815105
12/21,-0.048883967
12/22,-0.8650837
12/23,-1.0005765
12/24,-0.88798463
12/25,-0.13381404
12/26,-0.20689517
12/27,-0.9337269
12/28,-0.7403569
12/29,-0.8202932
12/30,-0.94975096
12/31,-1.2859
