time,sst
01/01,29.060991
01/02,29.049866
01/03,29.04889
01/04,29.037626
01/05,29.031355
01/06,28.985888
01/07,28.973457
01/08,28.994307
01/09,28.98691
01/10,28.978878
01/11,28.964663
01/12,28.943739
01/13,28.976448
01/14,28.964605
01/15,28.96045
01/16,28.987604
01/17,28.956532
01/18,28.962543
01/19,28.96223
01/20,28.957989
01/21,28.952072
01/22,28.926846
01/23,28.95554
01/24,28.937069
01/25,28.922075
01/26,28.911867
01/27,28.909899
01/28,28.94228
01/29,28.932165
01/30,28.903975
01/31,28.902899
02/01,28.92135
02/02,28.916454
02/03,28.917004
02/04,28.974592
02/05,28.991499
02/06,28.954918
02/07,28.9488
02/08,28.939201
02/09,28.9206
02/10,28.93098
02/11,28.93223
02/12,28.923382
02/13,28.910206
02/14,28.915607
02/15,28.92416
02/16,28.917679
02/17,28.900524
02/18,28.905012
02/19,28.906965
02/20,28.908382
02/21,28.886564
02/22,28.893948
02/23,28.895185
02/24,28.916315
02/25,28.907948
02/26,28.9336
02/27,28.885897
02/28,28.87489
02/29,28.747606
03/01,28.876648
03/02,28.870062
03/03,28.849653
03/04,28.8566
03/05,28.916958
03/06,28.906107
03/07,28.928268
03/08,28.967123
03/09,28.97081
03/10,28.99069
03/11,28.972765
03/12,28.944393
03/13,28.951416
03/14,28.98114
03/15,28.96042
03/16,28.955225
03/17,28.963314
03/18,29.00469
03/19,28.98535
03/20,29.02214
03/21,29.044569
03/22,29.03763
03/23,29.038717
03/24,29.029154
03/25,29.009186
03/26,29.083052
03/27,29.055662
03/28,29.003515
03/29,29.014444
03/30,28.997326
03/31,28.997396
04/01,28.987074
04/02,28.974417
04/03,28.977324
04/04,28.9621
04/05,28.95075
04/06,28.978823
04/07,28.972214
04/08,29.00036
04/09,29.02305
04/10,29.023682
04/11,29.030094
04/12,29.033539
04/13,29.019304
04/14,29.030064
04/15,29.01652
04/16,28.988575
04/17,29.00234
04/18,28.973204
04/19,29.002682
04/20,28.985912
04/21,28.990637
04/22,28.988161
04/23,28.973955
04/24,28.951344
04/25,28.992086
04/26,29.015003
04/27,29.029531
04/28,29.005358
04/29,29.011942
04/30,28.993126
05/01,29.010473
05/02,29.004335
05/03,29.034512
05/04,29.030016
05/05,29.07777
05/06,29.054928
05/07,29.056675
05/08,29.070827
05/09,29.079758
05/10,29.091152
05/11,29.079979
05/12,29.12911
05/13,29.116552
05/14,29.093348
05/15,29.11993
05/16,29.123894
05/17,29.165417
05/18,29.16095
05/19,29.190285
05/20,29.194384
05/21,29.172256
05/22,29.205736
05/23,29.181131
05/24,29.147556
05/25,29.126673
05/26,29.133827
05/27,29.149984
05/28,29.142569
05/29,29.170341
05/30,29.137125
05/31,29.170761
06/01,29.204918
06/02,29.203045
06/03,29.201216
06/04,29.22395
06/05,29.23663
06/06,29.227137
06/07,29.205458
06/08,29.200077
06/09,29.21084
06/10,29.257378
06/11,29.240713
06/12,29.285887
06/13,29.272806
06/14,29.296854
06/15,29.257711
06/16,29.262276
06/17,29.250875
06/18,29.302309
06/19,29.280949
06/20,29.24565
06/21,29.276781
06/22,29.314573
06/23,29.31964
06/24,29.332685
06/25,29.327377
06/26,29.325354
06/27,29.321821
06/28,29.342422
06/29,29.385849
06/30,29.391125
07/01,29.413069
07/02,29.403236
07/03,29.390368
07/04,29.438509
07/05,29.44569
07/06,29.41186
07/07,29.409672
07/08,29.519323
07/09,29.47722
07/10,29.485052
07/11,29.466476
07/12,29.502832
07/13,29.530539
07/14,29.500206
07/15,29.507935
07/16,29.53113
07/17,29.549028
07/18,29.532948
07/19,29.519157
07/20,29.603943
07/21,29.561447
07/22,29.602583
07/23,29.57878
07/24,29.56842
07/25,29.61019
07/26,29.550993
07/27,29.57997
07/28,29.540855
07/29,29.561647
07/30,29.517248
07/31,29.542881
08/01,29.568727
08/02,29.570574
08/03,29.583166
08/04,29.597675
08/05,29.626177
08/06,29.634043
08/07,29.630566
08/08,29.603817
08/09,29.623768
08/10,29.54919
08/11,29.506176
08/12,29.556234
08/13,29.556206
08/14,29.583551
08/15,29.544981
08/16,29.5917
08/17,29.59301
08/18,29.563257
08/19,29.62349
08/20,29.61224
08/21,29.566257
08/22,29.570652
08/23,29.660143
08/24,29.642704
