time,sst
01/01,27.995165
01/02,27.973974
01/03,27.947233
01/04,27.935934
01/05,27.92927
01/06,27.97527
01/07,27.96581
01/08,27.956509
01/09,27.959274
01/10,27.953592
01/11,27.972214
01/12,27.9763
01/13,28.029896
01/14,28.02383
01/15,28.021078
01/16,28.004244
01/17,27.957842
01/18,27.910625
01/19,27.888508
01/20,27.88046
01/21,27.83606
01/22,27.824347
01/23,27.885054
01/24,27.937729
01/25,27.981323
01/26,27.965673
01/27,27.848455
01/28,27.87048
01/29,27.943577
01/30,27.93905
01/31,27.957361
02/01,27.975924
02/02,27.936111
02/03,27.891302
02/04,27.902279
02/05,27.85475
02/06,27.829342
02/07,27.913729
02/08,27.95563
02/09,27.938395
02/10,27.947353
02/11,27.968601
02/12,27.972889
02/13,28.005783
02/14,28.021889
02/15,28.067644
02/16,28.072067
02/17,28.03153
02/18,28.01526
02/19,27.955889
02/20,27.944126
02/21,27.994972
02/22,28.047518
02/23,28.11835
02/24,28.046446
02/25,28.051287
02/26,28.078012
02/27,28.117153
02/28,28.135656
02/29,28.208662
03/01,28.132679
03/02,28.131788
03/03,28.139832
03/04,28.162281
03/05,28.183289
03/06,28.190796
03/07,28.234066
03/08,28.251392
03/09,28.305832
03/10,28.287285
03/11,28.337513
03/12,28.309679
03/13,28.336067
03/14,28.34692
03/15,28.32139
03/16,28.357264
03/17,28.430244
03/18,28.429037
03/19,28.442217
03/20,28.50536
03/21,28.49096
03/22,28.483236
03/23,28.476318
03/24,28.500217
03/25,28.514904
03/26,28.524397
03/27,28.513859
03/28,28.527233
03/29,28.539585
03/30,28.560314
03/31,28.559774
04/01,28.555162
04/02,28.584724
04/03,28.645859
04/04,28.686222
04/05,28.691357
04/06,28.681665
04/07,28.754288
04/08,28.784033
04/09,28.812208
04/10,28.822777
04/11,28.85545
04/12,28.870567
04/13,28.881445
04/14,28.855843
04/15,28.841469
04/16,28.894682
04/17,28.913124
04/18,28.908949
04/19,28.962267
04/20,28.973066
04/21,28.98773
04/22,28.942698
04/23,28.951612
04/24,28.978203
04/25,28.952435
04/26,28.909773
04/27,28.932905
04/28,28.959461
04/29,28.959433
04/30,28.944815
05/01,28.936459
05/02,28.904022
05/03,28.894264
05/04,28.897575
05/05,28.941963
05/06,28.952318
05/07,28.93065
05/08,28.931622
05/09,28.936483
05/10,28.946293
05/11,28.939304
05/12,28.930489
05/13,28.917133
05/14,28.953827
05/15,28.950283
05/16,28.970621
05/17,28.981283
05/18,28.98012
05/19,28.969517
05/20,28.968315
05/21,28.944857
05/22,28.943432
05/23,28.957539
05/24,28.943642
05/25,28.939823
05/26,28.907803
05/27,28.907133
05/28,28.877169
05/29,28.85453
05/30,28.860352
05/31,28.863647
06/01,28.85712
06/02,28.818624
06/03,28.810982
06/04,28.821058
06/05,28.804438
06/06,28.778091
06/07,28.770788
06/08,28.763405
06/09,28.710213
06/10,28.743008
06/11,28.744339
06/12,28.737724
06/13,28.736431
06/14,28.730886
06/15,28.733662
06/16,28.730183
06/17,28.717524
06/18,28.702322
06/19,28.682396
06/20,28.674746
06/21,28.639797
06/22,28.630022
06/23,28.621538
06/24,28.611284
06/25,28.584589
06/26,28.57029
06/27,28.560068
06/28,28.534006
06/29,28.511995
06/30,28.497068
07/01,28.495005
07/02,28.504723
07/03,28.488832
07/04,28.466194
07/05,28.423061
07/06,28.402475
07/07,28.412945
07/08,28.433523
07/09,28.440125
07/10,28.430304
07/11,28.425758
07/12,28.376999
07/13,28.382227
07/14,28.426392
07/15,28.413982
07/16,28.369274
07/17,28.345392
07/18,28.320229
07/19,28.326336
07/20,28.284788
07/21,28.259678
07/22,28.242756
07/23,28.229383
07/24,28.227964
07/25,28.223951
07/26,28.211674
07/27,28.191162
07/28,28.166325
07/29,28.170784
07/30,28.170618
07/31,28.171741
08/01,28.167665
08/02,28.133501
08/03,28.099976
08/04,28.077263
08/05,28.078922
08/06,28.053907
08/07,28.032906
08/08,28.021935
08/09,27.980894
08/10,27.989977
08/11,27.983183
08/12,27.96325
08/13,27.967367
08/14,27.982252
08/15,27.996294
08/16,27.97872
08/17,27.979282
08/18,27.93125
08/19,27.941399
08/20,27.951527
08/21,27.969978
08/22,27.95
08/23,27.92716
08/24,27.908743
08/25,27.880445
08/26,27.862915
08/27,27.86982
08/28,27.846142
08/29,27.844044
08/30,27.83191
08/31,27.85068
09/01,27.893095
09/02,27.888803
09/03,27.896868
09/04,27.88013
09/05,27.86576
09/06,27.889683
09/07,27.85949
09/08,27.831154
09/09,27.849804
09/10,27.8598
09/11,27.822721
09/12,27.838121
09/13,27.863518
09/14,27.847689
09/15,27.836006
09/16,27.832495
09/17,27.819445
09/18,27.838552
09/19,27.847286
09/20,27.8761
09/21,27.91451
09/22,27.908121
09/23,27.899797
09/24,27.926474
09/25,27.947128
09/26,27.94272
09/27,27.926579
09/28,27.925127
09/29,27.893131
09/30,27.847841
10/01,27.859842
10/02,27.923422
10/03,27.930029
10/04,27.915106
10/05,27.897663
10/06,27.91116
10/07,27.928373
10/08,27.890196
10/09,27.890732
10/10,27.890089
10/11,27.900042
10/12,27.93248
10/13,27.947313
10/14,27.973745
10/15,27.974062
10/16,27.939291
10/17,27.907206
10/18,27.909136
10/19,27.97039
10/20,27.989237
10/21,28.010904
10/22,28.039145
10/23,28.089886
10/24,28.116676
10/25,28.083284
10/26,28.08398
10/27,28.108438
10/28,28.151339
10/29,28.200186
10/30,28.191755
10/31,28.098242
11/01,28.111465
11/02,28.074167
11/03,28.10489
11/04,28.125881
11/05,28.166288
11/06,28.153137
11/07,28.14845
11/08,28.118872
11/09,28.076244
11/10,28.041246
11/11,28.02887
11/12,28.047577
11/13,28.067911
11/14,28.11662
11/15,28.095259
11/16,28.119759
11/17,28.177933
11/18,28.189436
11/19,28.182611
11/20,28.165844
11/21,28.1662
11/22,28.144274
11/23,28.169249
11/24,28.159037
11/25,28.123585
11/26,28.102125
11/27,28.140125
11/28,28.13231
11/29,28.142607
11/30,28.132908
12/01,28.114094
12/02,28.101633
12/03,28.069702
12/04,28.06822
12/05,28.069386
12/06,28.056717
12/07,28.029387
12/08,28.031862
12/09,28.033594
