time,sst
01/01,29.609167
01/02,29.574583
01/03,29.502172
01/04,29.560835
01/05,29.4468
01/06,29.4588
01/07,29.4624
01/08,29.5024
01/09,29.4836
01/10,29.478333
01/11,29.481667
01/12,29.4975
01/13,29.496666
01/14,29.473333
01/15,29.46
01/16,29.4825
01/17,29.464584
01/18,29.489584
01/19,29.47125
01/20,29.385416
01/21,29.409166
01/22,29.424583
01/23,29.46125
01/24,29.4384
01/25,29.388802
01/26,29.4196
01/27,29.388334
01/28,29.3696
01/29,29.38
01/30,29.402174
01/31,29.422174
02/01,29.391304
02/02,29.382174
02/03,29.410002
02/04,29.411818
02/05,29.410002
02/06,29.413183
02/07,29.40818
02/08,29.397392
02/09,29.370436
02/10,29.346956
02/11,29.387274
02/12,29.390001
02/13,29.38
02/14,29.330908
02/15,29.357271
02/16,29.336817
02/17,29.34591
02/18,29.385908
02/19,29.372272
02/20,29.417727
02/21,29.368635
02/22,29.365908
02/23,29.322607
02/24,29.327272
02/25,29.338696
02/26,29.30261
02/27,29.338263
02/28,29.29174
02/29,29.381668
03/01,29.32913
03/02,29.301739
03/03,29.275415
03/04,29.306665
03/05,29.2975
03/06,29.320417
03/07,29.308752
03/08,29.243477
03/09,29.236958
03/10,29.264784
03/11,29.29091
03/12,29.293913
03/13,29.278261
03/14,29.309565
03/15,29.301739
03/16,29.313044
03/17,29.281364
03/18,29.289564
03/19,29.303913
03/20,29.281305
03/21,29.313044
03/22,29.32087
03/23,29.312609
03/24,29.383913
03/25,29.456957
03/26,29.418695
03/27,29.358261
03/28,29.328636
03/29,29.353182
03/30,29.299547
03/31,29.355
04/01,29.335
04/02,29.385454
04/03,29.404547
04/04,29.352728
04/05,29.375456
04/06,29.369091
04/07,29.362726
04/08,29.445
04/09,29.504288
04/10,29.476362
04/11,29.46682
04/12,29.410908
04/13,29.387728
04/14,29.373182
04/15,29.378637
04/16,29.36857
04/17,29.345453
04/18,29.365002
04/19,29.376362
04/20,29.37095
04/21,29.398094
04/22,29.467274
04/23,29.538183
04/24,29.576818
04/25,29.592726
04/26,29.576818
04/27,29.613182
04/28,29.646362
04/29,29.666088
04/30,29.636522
05/01,29.608696
05/02,29.629564
05/03,29.588263
05/04,29.563478
05/05,29.572172
05/06,29.565653
05/07,29.544785
05/08,29.506088
05/09,29.556957
05/10,29.55652
05/11,29.503479
05/12,29.543913
05/13,29.51913
05/14,29.509998
05/15,29.563478
05/16,29.637825
05/17,29.608261
05/18,29.636522
05/19,29.680868
05/20,29.717827
05/21,29.729132
05/22,29.66909
05/23,29.69682
05/24,29.616364
05/25,29.674547
05/26,29.639091
05/27,29.65
05/28,29.664545
05/29,29.75818
05/30,29.746363
05/31,29.70409
06/01,29.731817
06/02,29.699091
06/03,29.753637
06/04,29.802856
06/05,29.752728
06/06,29.772272
06/07,29.7
06/08,29.685455
06/09,29.65524
06/10,29.748634
06/11,29.719545
06/12,29.692726
06/13,29.692379
06/14,29.69857
06/15,29.708096
06/16,29.703812
06/17,29.680952
06/18,29.66238
06/19,29.673334
06/20,29.651905
06/21,29.608097
06/22,29.678572
06/23,29.67238
06/24,29.620478
06/25,29.581903
06/26,29.610477
06/27,29.630476
06/28,29.61
06/29,29.598001
06/30,29.603333
07/01,29.60524
07/02,29.559048
07/03,29.591904
07/04,29.568571
07/05,29.578573
07/06,29.613333
07/07,29.573332
07/08,29.599525
07/09,29.645237
07/10,29.619524
07/11,29.60524
07/12,29.614761
07/13,29.651905
