time,sst
01/01,26.778805
01/02,26.952267
01/03,26.908064
01/04,26.840088
01/05,26.823605
01/06,26.803455
01/07,26.696226
01/08,26.751606
01/09,26.735142
01/10,26.6697
01/11,26.600294
01/12,26.592806
01/13,26.629026
01/14,26.674044
01/15,26.712114
01/16,26.796251
01/17,26.817085
01/18,26.789997
01/19,26.761059
01/20,26.713463
01/21,26.74115
01/22,26.751879
01/23,26.763248
01/24,26.777506
01/25,26.78064
01/26,26.793457
01/27,26.725176
01/28,26.743492
01/29,26.75534
01/30,26.740967
01/31,26.766466
02/01,26.74453
02/02,26.76405
02/03,26.802866
02/04,26.768417
02/05,26.838049
02/06,26.890522
02/07,26.953468
02/08,26.961014
02/09,27.003014
02/10,27.044994
02/11,27.051098
02/12,27.02958
02/13,27.041416
02/14,27.054165
02/15,27.055435
02/16,27.077475
02/17,27.106915
02/18,27.11517
02/19,27.09235
02/20,27.01866
02/21,27.044413
02/22,27.02164
02/23,27.12704
02/24,27.091228
02/25,27.109585
02/26,27.10676
02/27,27.147512
02/28,27.1838
02/29,26.920868
03/01,27.201069
03/02,27.267458
03/03,27.260643
03/04,27.225708
03/05,27.273458
03/06,27.29432
03/07,27.29735
03/08,27.308735
03/09,27.312025
03/10,27.366556
03/11,27.386631
03/12,27.443907
03/13,27.511242
03/14,27.457994
03/15,27.453577
03/16,27.486013
03/17,27.517397
03/18,27.558214
03/19,27.607164
03/20,27.65692
03/21,27.652231
03/22,27.67989
03/23,27.713572
03/24,27.71863
03/25,27.756191
03/26,27.791273
03/27,27.792707
03/28,27.80704
03/29,27.849133
03/30,27.849998
03/31,27.867226
04/01,27.929333
04/02,27.951958
04/03,28.039467
04/04,28.093271
04/05,28.117699
04/06,28.116798
04/07,28.10396
04/08,28.08456
04/09,28.093771
04/10,28.120972
04/11,28.149466
04/12,28.162922
04/13,28.20442
04/14,28.260561
04/15,28.311207
04/16,28.302874
04/17,28.282446
04/18,28.321077
04/19,28.398159
04/20,28.389267
04/21,28.408258
04/22,28.425539
04/23,28.462116
04/24,28.476917
04/25,28.43307
04/26,28.465284
04/27,28.508533
04/28,28.513601
04/29,28.491417
04/30,28.494461
05/01,28.535532
05/02,28.504236
05/03,28.50934
05/04,28.499617
05/05,28.483177
05/06,28.462759
05/07,28.46492
05/08,28.499907
05/09,28.47966
05/10,28.47905
05/11,28.435644
05/12,28.45219
05/13,28.460094
05/14,28.41178
05/15,28.377588
05/16,28.40208
05/17,28.365828
05/18,28.358582
05/19,28.353596
05/20,28.336573
05/21,28.324255
05/22,28.29774
05/23,28.311762
05/24,28.334894
05/25,28.381165
05/26,28.313093
05/27,28.27868
05/28,28.273155
05/29,28.313566
05/30,28.272757
05/31,28.269321
06/01,28.301498
06/02,28.28431
06/03,28.256943
06/04,28.244524
06/05,28.260592
06/06,28.15783
06/07,28.098078
06/08,28.074286
06/09,28.052711
06/10,28.100554
06/11,28.10588
06/12,28.141006
06/13,28.114267
06/14,28.132292
06/15,28.144783
06/16,28.120516
06/17,28.110708
06/18,28.065939
06/19,28.001097
06/20,27.989706
06/21,27.980844
06/22,27.987188
06/23,27.984625
06/24,27.952072
06/25,27.909912
06/26,27.89013
06/27,27.799637
06/28,27.768484
06/29,27.776995
06/30,27.791441
07/01,27.804876
07/02,27.707626
07/03,27.684435
07/04,27.656889
07/05,27.645494
07/06,27.669207
07/07,27.59549
07/08,27.698866
07/09,27.73179
07/10,27.706108
07/11,27.693487
07/12,27.630903
07/13,27.510569
07/14,27.368685
07/15,27.388552
07/16,27.430334
07/17,27.465948
07/18,27.594704
07/19,27.589287
07/20,27.542501
07/21,27.524302
07/22,27.501793
07/23,27.538752
07/24,27.520645
07/25,27.525253
07/26,27.57729
07/27,27.546991
07/28,27.578064
07/29,27.583784
07/30,27.58278
07/31,27.444036
08/01,27.49472
08/02,27.484262
08/03,27.445738
08/04,27.411964
08/05,27.32822
08/06,27.345037
08/07,27.296066
08/08,27.2388
08/09,27.279688
08/10,27.342049
08/11,27.340673
08/12,27.247076
08/13,27.221048
08/14,27.256456
08/15,27.191029
08/16,27.201954
08/17,27.282764
08/18,27.319761
08/19,27.331936
08/20,27.27459
08/21,27.211878
08/22,27.10444
08/23,27.013565
08/24,27.010979
08/25,27.012308
