time,sst
01/01,29.83925
01/02,29.84205
01/03,29.800026
01/04,29.81502
01/05,29.824451
01/06,29.836658
01/07,29.810398
01/08,29.783638
01/09,29.78289
01/10,29.837698
01/11,29.736086
01/12,29.75949
01/13,29.822058
01/14,29.859423
01/15,29.856657
01/16,29.88742
01/17,29.858664
01/18,29.862999
01/19,29.833323
01/20,29.828268
01/21,29.837656
01/22,29.771967
01/23,29.768072
01/24,29.759995
01/25,29.723907
01/26,29.693014
01/27,29.682371
01/28,29.642298
01/29,29.625723
01/30,29.607157
01/31,29.572184
02/01,29.565405
02/02,29.461739
02/03,29.520393
02/04,29.593267
02/05,29.663855
02/06,29.662325
02/07,29.657953
02/08,29.691435
02/09,29.711405
02/10,29.704369
02/11,29.724985
02/12,29.641874
02/13,29.642235
02/14,29.7197
02/15,29.677996
02/16,29.608854
02/17,29.599821
02/18,29.595665
02/19,29.548176
02/20,29.581066
02/21,29.609585
02/22,29.605381
02/23,29.586155
02/24,29.509438
02/25,29.529638
02/26,29.550138
02/27,29.56869
02/28,29.585003
02/29,29.390764
03/01,29.550627
03/02,29.496479
03/03,29.518415
03/04,29.539392
03/05,29.522919
03/06,29.459688
03/07,29.435282
03/08,29.405655
03/09,29.387228
03/10,29.477953
03/11,29.488083
03/12,29.472338
03/13,29.53873
03/14,29.549885
03/15,29.58907
03/16,29.584846
03/17,29.593945
03/18,29.567043
03/19,29.573858
03/20,29.589449
03/21,29.566284
03/22,29.559937
03/23,29.600489
03/24,29.587334
03/25,29.663229
03/26,29.628143
03/27,29.629158
03/28,29.58702
03/29,29.59154
03/30,29.62293
03/31,29.681099
04/01,29.701904
04/02,29.661375
04/03,29.655605
04/04,29.693697
04/05,29.718527
04/06,29.676271
04/07,29.734146
04/08,29.750921
04/09,29.73725
04/10,29.770494
04/11,29.7428
04/12,29.791899
04/13,29.73188
04/14,29.761343
04/15,29.726152
04/16,29.768301
04/17,29.759506
04/18,29.717344
04/19,29.700733
04/20,29.744349
04/21,29.79054
04/22,29.802301
04/23,29.770744
04/24,29.772917
04/25,29.732714
04/26,29.817385
04/27,29.83019
04/28,29.752775
04/29,29.781776
04/30,29.771172
05/01,29.797125
05/02,29.813745
05/03,29.79027
05/04,29.787811
05/05,29.804222
05/06,29.856478
05/07,29.912575
05/08,29.891165
05/09,29.921677
05/10,29.896965
05/11,29.82286
05/12,29.834509
05/13,29.832138
05/14,29.91238
05/15,29.831612
05/16,29.776217
05/17,29.794273
05/18,29.845697
05/19,29.867105
05/20,29.862375
05/21,29.878237
05/22,29.897964
05/23,29.926216
05/24,29.912369
05/25,29.869291
05/26,29.903055
05/27,29.863186
05/28,29.894531
05/29,29.888922
05/30,29.86965
05/31,29.865505
06/01,29.85285
06/02,29.856356
06/03,29.920038
06/04,29.880886
06/05,29.891378
06/06,29.888079
06/07,29.833897
06/08,29.84997
06/09,29.830063
06/10,29.846972
06/11,29.760551
06/12,29.844185
06/13,29.823656
06/14,29.78485
06/15,29.720018
06/16,29.77183
06/17,29.820097
06/18,29.797256
06/19,29.79406
06/20,29.821121
06/21,29.784344
06/22,29.767498
06/23,29.786623
06/24,29.777126
06/25,29.733364
06/26,29.742712
06/27,29.753876
06/28,29.781807
06/29,29.77294
06/30,29.747078
07/01,29.770445
07/02,29.758535
07/03,29.745779
07/04,29.711946
07/05,29.707888
07/06,29.722334
07/07,29.719383
07/08,29.689299
07/09,29.691555
07/10,29.750427
07/11,29.757332
07/12,29.696466
07/13,29.676977
07/14,29.668806
07/15,29.624062
07/16,29.646503
07/17,29.622835
07/18,29.641914
07/19,29.615425
07/20,29.631458
07/21,29.604021
07/22,29.632536
07/23,29.646387
07/24,29.649351
07/25,29.630882
07/26,29.605627
07/27,29.644358
07/28,29.637157
07/29,29.620625
07/30,29.582558
07/31,29.590134
08/01,29.61651
08/02,29.622377
08/03,29.56505
08/04,29.536036
08/05,29.554407
08/06,29.570452
08/07,29.622778
08/08,29.644398
08/09,29.652447
08/10,29.65174
08/11,29.62685
08/12,29.624588
08/13,29.597906
08/14,29.60717
08/15,29.602877
08/16,29.562355
08/17,29.561932
08/18,29.58272
08/19,29.572733
08/20,29.61634
08/21,29.670023
08/22,29.625868
08/23,29.617386
08/24,29.61786
08/25,29.622715
08/26,29.595543
08/27,29.62937
08/28,29.659058
08/29,29.654184
08/30,29.637888
08/31,29.618603
09/01,29.646639
09/02,29.633976
09/03,29.659676
09/04,29.634035
09/05,29.666664
09/06,29.643013
09/07,29.633984
09/08,29.624083
09/09,29.646463
09/10,29.647036
09/11,29.667624
09/12,29.65369
09/13,29.675777
09/14,29.691305
09/15,29.698345
09/16,29.718975
09/17,29.705881
09/18,29.650686
09/19,29.689209
09/20,29.7028
09/21,29.713205
09/22,29.646809
09/23,29.751665
09/24,29.754265
09/25,29.77868
09/26,29.79358
09/27,29.796988
09/28,29.762283
09/29,29.76242
09/30,29.808361
10/01,29.752014
10/02,29.750912
10/03,29.71906
10/04,29.722782
10/05,29.710693
10/06,29.750597
10/07,29.711237
10/08,29.771877
10/09,29.814821
10/10,29.857727
10/11,29.830671
10/12,29.809689
10/13,29.85364
10/14,29.845135
10/15,29.812422
10/16,29.833494
10/17,29.862543
10/18,29.866228
10/19,29.854746
10/20,29.852407
10/21,29.836617
10/22,29.88689
10/23,29.852951
10/24,29.840483
10/25,29.915354
10/26,29.880638
10/27,29.88314
10/28,29.861301
10/29,29.907726
10/30,29.917818
10/31,29.847374
11/01,29.899523
11/02,29.937853
11/03,29.903666
11/04,29.91974
11/05,29.957193
11/06,29.934538
11/07,29.942146
11/08,29.993025
11/09,30.019365
11/10,29.991587
11/11,30.014244
11/12,29.98538
11/13,29.97585
11/14,30.01285
11/15,30.056353
11/16,30.029015
11/17,30.029034
11/18,29.995707
11/19,30.069355
11/20,30.062523
11/21,29.982002
11/22,30.011517
11/23,30.03139
11/24,29.991838
11/25,30.027138
11/26,30.055376
11/27,30.004562
11/28,29.995445
11/29,29.99997
11/30,30.032232
12/01,30.059958
12/02,30.017235
12/03,30.038324
12/04,30.06779
12/05,30.03625
12/06,30.056746
12/07,30.010359
12/08,30.050028
12/09,30.121946
12/10,30.104193
12/11,30.072878
12/12,30.018263
12/13,29.973785
12/14,29.999313
12/15,30.011179
12/16,29.94739
12/17,29.966797
12/18,29.940619
12/19,29.959482
12/20,29.955431
12/21,29.957537
12/22,29.929342
12/23,29.968676
12/24,29.936674
12/25,29.94107
12/26,29.939072
12/27,29.905325
12/28,29.954103
12/29,29.90756
12/30,29.885826
12/31,29.83617
