time,sst
01/01,27.912317
01/02,27.923208
01/03,27.8216
01/04,27.790249
01/05,27.78195
01/06,27.721647
01/07,27.693018
01/08,27.697308
01/09,27.661562
01/10,27.584932
01/11,27.631708
01/12,27.61234
01/13,27.604641
01/14,27.613464
01/15,27.578571
01/16,27.577135
01/17,27.565762
01/18,27.56115
01/19,27.588781
01/20,27.61008
01/21,27.62216
01/22,27.61921
01/23,27.579199
01/24,27.556774
01/25,27.533283
01/26,27.497185
01/27,27.436054
01/28,27.399136
01/29,27.414038
01/30,27.396368
01/31,27.373472
02/01,27.359612
02/02,27.306185
02/03,27.302546
02/04,27.346815
02/05,27.39875
02/06,27.437908
02/07,27.348103
02/08,27.325825
02/09,27.32466
02/10,27.330051
02/11,27.388971
02/12,27.381672
02/13,27.386805
02/14,27.417955
02/15,27.41634
02/16,27.410881
02/17,27.391542
02/18,27.349121
02/19,27.359991
02/20,27.365683
02/21,27.403986
02/22,27.396029
02/23,27.403437
02/24,27.403732
02/25,27.378641
02/26,27.359625
02/27,27.338024
02/28,27.329094
02/29,26.424026
03/01,27.362045
03/02,27.357721
03/03,27.349888
03/04,27.366531
03/05,27.366674
03/06,27.481272
03/07,27.482729
03/08,27.493265
03/09,27.499615
03/10,27.507233
03/11,27.52643
03/12,27.547094
03/13,27.562464
03/14,27.576422
03/15,27.596367
03/16,27.633223
03/17,27.610065
03/18,27.627855
03/19,27.617432
03/20,27.615053
03/21,27.656034
03/22,27.670387
03/23,27.681673
03/24,27.673525
03/25,27.688091
03/26,27.747988
03/27,27.8127
03/28,27.855263
03/29,27.87093
03/30,27.924395
03/31,27.925085
04/01,27.876543
04/02,27.880344
04/03,27.869246
04/04,27.872992
04/05,27.850086
04/06,27.867231
04/07,27.868336
04/08,27.886929
04/09,27.903103
04/10,27.873386
04/11,27.916338
04/12,27.943903
04/13,27.98248
04/14,28.001125
04/15,27.951387
04/16,27.950472
04/17,27.925196
04/18,27.954306
04/19,27.98168
04/20,28.035555
04/21,28.043827
04/22,28.01346
04/23,28.066977
04/24,28.0714
04/25,28.080307
04/26,28.09991
04/27,28.07786
04/28,28.150434
04/29,28.119219
04/30,28.151127
05/01,28.15841
05/02,28.187174
05/03,28.159529
05/04,28.200079
05/05,28.217747
05/06,28.24575
05/07,28.249556
05/08,28.279179
05/09,28.281822
05/10,28.293617
05/11,28.302801
05/12,28.342667
05/13,28.359646
05/14,28.346886
05/15,28.37327
05/16,28.423746
05/17,28.43826
05/18,28.45262
05/19,28.4678
05/20,28.475409
05/21,28.475609
05/22,28.521072
05/23,28.53114
05/24,28.536049
05/25,28.431128
05/26,28.523588
05/27,28.503458
05/28,28.527592
05/29,28.53622
05/30,28.54448
05/31,28.566616
06/01,28.543503
06/02,28.602535
06/03,28.601824
06/04,28.59525
06/05,28.622292
06/06,28.637907
06/07,28.645054
06/08,28.672636
06/09,28.664518
06/10,28.67577
06/11,28.670803
06/12,28.661089
06/13,28.656599
06/14,28.670677
06/15,28.671692
06/16,28.679913
06/17,28.703749
06/18,28.690752
06/19,28.6732
06/20,28.641005
06/21,28.67314
06/22,28.71476
06/23,28.717852
06/24,28.780035
06/25,28.719532
