time,sst
01/01,25.080236
01/02,25.125767
01/03,25.167229
01/04,25.109102
01/05,25.124302
01/06,25.245737
01/07,25.325258
01/08,25.390667
01/09,25.475298
01/10,25.44697
01/11,25.42916
01/12,25.425606
01/13,25.439598
01/14,25.44461
01/15,25.537079
01/16,25.626854
01/17,25.722452
01/18,25.79483
01/19,25.817976
01/20,25.83024
01/21,25.887037
01/22,25.898863
01/23,25.899534
01/24,25.90985
01/25,25.877153
01/26,25.817791
01/27,25.826925
01/28,25.90159
01/29,25.945604
01/30,26.015053
01/31,26.05471
02/01,26.185228
02/02,26.24326
02/03,26.290773
02/04,26.30487
02/05,26.358118
02/06,26.419834
02/07,26.42359
02/08,26.436047
02/09,26.383165
02/10,26.295547
02/11,26.280935
02/12,26.411623
02/13,26.426609
02/14,26.549538
02/15,26.627365
02/16,26.657564
02/17,26.630632
02/18,26.588047
02/19,26.60903
02/20,26.709612
02/21,26.861977
02/22,26.846487
02/23,26.874325
02/24,26.933813
02/25,26.941326
02/26,26.934002
02/27,26.950563
02/28,26.991158
02/29,27.029999
03/01,26.95192
03/02,26.696222
03/03,26.726042
03/04,26.933094
03/05,26.983793
03/06,26.978762
03/07,27.063164
03/08,27.095886
03/09,27.130365
03/10,27.127102
03/11,27.119017
03/12,27.168875
03/13,27.112385
03/14,27.18774
03/15,27.326384
03/16,27.366228
03/17,27.331234
03/18,27.337248
03/19,27.431662
03/20,27.57496
03/21,27.483795
03/22,27.548843
03/23,27.535854
03/24,27.51471
03/25,27.528784
03/26,27.610352
03/27,27.637362
03/28,27.705448
03/29,27.708412
03/30,27.683422
03/31,27.72622
04/01,27.718782
04/02,27.677511
04/03,27.719536
04/04,27.770536
04/05,27.876411
04/06,27.790438
04/07,27.728895
04/08,27.782774
04/09,27.887077
04/10,27.882637
04/11,27.989168
04/12,28.006828
04/13,27.973166
04/14,28.008535
04/15,27.96444
04/16,27.97918
04/17,27.918823
04/18,27.820778
04/19,27.779026
04/20,27.82771
04/21,27.832258
04/22,27.858385
04/23,27.852251
04/24,27.881971
04/25,27.945864
04/26,27.974682
04/27,28.003065
04/28,27.915165
04/29,27.79728
04/30,27.798489
05/01,27.847826
05/02,27.802141
05/03,27.73738
05/04,27.738817
05/05,27.69131
05/06,27.63933
05/07,27.632057
05/08,27.581884
05/09,27.51774
05/10,27.391958
05/11,27.360844
05/12,27.201761
05/13,27.069124
05/14,27.020813
05/15,27.041704
05/16,26.976952
05/17,27.030985
05/18,27.027342
05/19,27.053503
05/20,27.02452
05/21,27.02971
05/22,27.01265
05/23,27.007792
05/24,27.0827
05/25,27.06467
05/26,27.113012
05/27,27.088419
05/28,27.045122
05/29,27.080284
05/30,27.130972
05/31,27.13707
06/01,27.13837
06/02,27.146252
06/03,27.147453
06/04,27.041317
06/05,26.921587
06/06,26.86426
06/07,26.753183
06/08,26.70264
06/09,26.684732
06/10,26.731052
06/11,26.638678
06/12,26.666613
06/13,26.707275
06/14,26.727438
06/15,26.727396
06/16,26.662403
06/17,26.65275
06/18,26.577894
06/19,26.546251
06/20,26.473545
06/21,26.452818
06/22,26.433641
06/23,26.47803
06/24,26.442808
06/25,26.327206
06/26,26.383192
06/27,26.39584
06/28,26.3437
06/29,26.26371
06/30,26.204271
07/01,26.110617
07/02,26.076883
07/03,26.05075
07/04,26.18833
07/05,26.163767
07/06,26.233507
07/07,26.35076
07/08,26.350058
07/09,26.242718
07/10,26.155972
07/11,26.203367
07/12,26.191227
07/13,26.128263
07/14,26.038557
07/15,26.042555
07/16,25.874655
07/17,25.699594
07/18,25.479822
07/19,25.581076
07/20,25.618212
07/21,25.490822
07/22,25.343067
07/23,25.302317
07/24,25.17597
07/25,25.184288
07/26,25.24565
07/27,25.424746
07/28,25.343102
07/29,25.265759
07/30,25.198252
07/31,25.049099
08/01,24.814133
08/02,24.733456
08/03,24.675514
08/04,24.671827
08/05,24.557755
08/06,24.82327
08/07,24.812944
08/08,24.793772
08/09,24.8223
08/10,24.771954
08/11,24.897537
08/12,24.95504
08/13,24.918701
08/14,24.869034
08/15,24.752493
08/16,24.787224
08/17,25.033024
08/18,25.0455
08/19,24.854979
08/20,24.64938
08/21,24.797945
08/22,24.783333
08/23,24.877535
08/24,24.810165
08/25,24.962097
08/26,25.18432
08/27,25.199793
08/28,25.051947
08/29,24.826258
08/30,24.660666
08/31,24.63046
09/01,24.520306
09/02,24.311314
09/03,24.070124
09/04,24.149271
09/05,24.34077
09/06,24.47655
09/07,24.510159
09/08,24.630804
09/09,24.734846
09/10,24.873327
09/11,24.910002
09/12,24.809347
09/13,24.895088
09/14,25.071766
09/15,25.216297
09/16,25.206745
09/17,25.39282
09/18,25.341225
09/19,25.191706
09/20,25.137188
09/21,24.851387
09/22,24.825432
09/23,24.962475
09/24,25.023224
09/25,24.97742
09/26,24.9682
09/27,24.952433
09/28,24.92626
09/29,25.005938
09/30,25.011091
10/01,24.960033
10/02,25.097805
10/03,25.159348
10/04,25.063988
10/05,24.90416
10/06,24.85183
10/07,24.82604
10/08,24.893238
10/09,24.997406
10/10,25.094124
10/11,25.143011
10/12,25.075212
10/13,25.055471
10/14,24.997475
10/15,25.03263
10/16,25.080215
10/17,25.122856
10/18,25.254393
10/19,25.290905
10/20,25.195087
10/21,25.125584
10/22,25.178726
10/23,25.235636
10/24,25.312307
10/25,25.315329
10/26,25.344517
10/27,25.308813
10/28,25.21485
10/29,25.209332
10/30,25.073778
10/31,24.903767
11/01,24.95602
11/02,24.921638
11/03,24.92464
11/04,24.94736
