time,sst
01/01,24.027264
01/02,24.006792
01/03,24.022575
01/04,24.08979
01/05,24.038733
01/06,24.045456
01/07,24.076283
01/08,24.10758
01/09,24.130808
01/10,24.1673
01/11,24.1794
01/12,24.215933
01/13,24.263723
01/14,24.324732
01/15,24.358145
01/16,24.425081
01/17,24.476355
01/18,24.523436
01/19,24.540516
01/20,24.588436
01/21,24.602905
01/22,24.507677
01/23,24.537056
01/24,24.62518
01/25,24.715223
01/26,24.751318
01/27,24.75242
01/28,24.834028
01/29,24.922228
01/30,24.987709
01/31,25.074062
02/01,25.135006
02/02,25.23357
02/03,25.269936
02/04,25.32429
02/05,25.379234
02/06,25.46653
02/07,25.51041
02/08,25.5511
02/09,25.599968
02/10,25.632553
02/11,25.656033
02/12,25.668547
02/13,25.772266
02/14,25.848503
02/15,25.9515
02/16,26.086693
02/17,26.159878
02/18,26.264013
02/19,26.289883
02/20,26.35002
02/21,26.309063
02/22,26.273842
02/23,26.287388
02/24,26.320896
02/25,26.36011
02/26,26.450008
02/27,26.474997
02/28,26.505491
02/29,26.73869
03/01,26.594503
03/02,26.645605
03/03,26.68546
03/04,26.769924
03/05,26.818672
03/06,26.853544
03/07,26.891132
03/08,26.998072
03/09,27.089842
03/10,27.11551
03/11,27.121279
03/12,27.162445
03/13,27.150661
03/14,27.25104
03/15,27.261055
03/16,27.318201
03/17,27.38135
03/18,27.354631
03/19,27.418493
03/20,27.396238
03/21,27.44089
03/22,27.393867
03/23,27.42636
03/24,27.460415
03/25,27.511015
03/26,27.496748
03/27,27.453125
03/28,27.483707
03/29,27.493748
03/30,27.524254
03/31,27.473537
04/01,27.437078
04/02,27.368347
04/03,27.309439
04/04,27.348902
04/05,27.362743
04/06,27.331959
04/07,27.251112
04/08,27.241499
04/09,27.303946
04/10,27.333212
04/11,27.356861
04/12,27.37387
04/13,27.385714
04/14,27.355312
04/15,27.328194
04/16,27.292747
04/17,27.20573
04/18,27.164265
04/19,27.154062
04/20,27.123894
04/21,27.076033
04/22,27.013487
04/23,26.931091
04/24,26.920656
04/25,26.960575
04/26,26.940006
04/27,26.844734
04/28,26.814302
04/29,26.733253
04/30,26.786465
05/01,26.7699
05/02,26.730665
05/03,26.70481
05/04,26.69116
05/05,26.686153
05/06,26.672
05/07,26.614283
05/08,26.568617
05/09,26.53011
05/10,26.514805
05/11,26.501965
05/12,26.435026
05/13,26.3804
05/14,26.33637
05/15,26.309631
05/16,26.286018
05/17,26.281155
05/18,26.347971
05/19,26.263786
05/20,26.31066
05/21,26.233534
05/22,26.16162
05/23,26.147429
05/24,26.09442
05/25,25.993027
05/26,25.927383
05/27,25.924778
05/28,25.896093
05/29,25.878014
05/30,25.800566
05/31,25.756157
06/01,25.678995
06/02,25.69194
06/03,25.62624
06/04,25.578562
06/05,25.547144
06/06,25.495472
06/07,25.490435
06/08,25.46604
06/09,25.447027
06/10,25.372438
06/11,25.390226
06/12,25.339455
06/13,25.327068
06/14,25.35963
06/15,25.315239
06/16,25.277172
06/17,25.2811
06/18,25.30016
06/19,25.267427
06/20,25.248116
06/21,25.201244
06/22,25.133965
06/23,25.024626
06/24,24.980162
06/25,24.928404
06/26,24.887419
06/27,24.856518
06/28,24.777624
06/29,24.705791
06/30,24.637634
07/01,24.598986
07/02,24.589205
07/03,24.551334
07/04,24.46873
07/05,24.46806
07/06,24.461569
07/07,24.475496
07/08,24.489199
07/09,24.431576
07/10,24.466307
07/11,24.425827
07/12,24.317547
07/13,24.33474
07/14,24.30746
07/15,24.303438
07/16,24.260374
07/17,24.150747
07/18,24.119724
07/19,23.985617
07/20,23.937868
07/21,23.916706
07/22,23.826607
07/23,23.760563
07/24,23.702717
07/25,23.579813
07/26,23.464931
07/27,23.44
07/28,23.348753
07/29,23.284584
07/30,23.266956
07/31,23.25045
08/01,23.23271
08/02,23.229689
08/03,23.246355
08/04,23.22698
08/05,23.20443
08/06,23.164425
08/07,23.120228
08/08,23.102024
08/09,23.130863
08/10,23.061802
08/11,22.999477
08/12,22.984314
08/13,23.010216
08/14,22.92553
08/15,22.855541
08/16,22.818369
08/17,22.750332
08/18,22.693459
08/19,22.856472
08/20,22.876255
08/21,22.810925
08/22,22.76034
08/23,22.768923
08/24,22.817177
08/25,22.896921
08/26,22.898924
08/27,22.850502
08/28,22.819313
08/29,22.818651
08/30,22.847029
08/31,22.854046
09/01,22.819767
09/02,22.850285
09/03,22.861773
09/04,22.857016
09/05,22.816427
09/06,22.747925
09/07,22.726337
09/08,22.620079
09/09,22.69888
09/10,22.686113
09/11,22.651394
09/12,22.670168
09/13,22.719631
09/14,22.74284
09/15,22.720394
09/16,22.752316
09/17,22.758396
09/18,22.781843
09/19,22.789257
09/20,22.78618
09/21,22.820356
09/22,22.936436
09/23,22.953047
09/24,22.93596
09/25,22.952913
09/26,22.98737
09/27,23.01551
09/28,23.017319
09/29,23.003748
09/30,23.007872
10/01,22.973673
10/02,22.930689
10/03,22.897694
10/04,22.871382
10/05,22.904366
10/06,22.921484
10/07,22.922066
10/08,22.94946
10/09,22.911137
10/10,22.87888
10/11,22.908161
10/12,22.92808
10/13,22.95127
10/14,22.985176
10/15,22.945204
10/16,22.951342
10/17,22.949493
10/18,22.994987
10/19,23.02705
10/20,23.072664
10/21,23.085747
10/22,23.079948
10/23,23.07594
10/24,23.058575
10/25,23.039412
10/26,23.065065
10/27,23.195787
10/28,23.193718
10/29,23.143398
10/30,23.15854
10/31,23.181953
11/01,23.178913
11/02,23.258429
11/03,23.289362
11/04,23.312136
11/05,23.404331
11/06,23.363546
11/07,23.278534
11/08,23.314438
11/09,23.35506
11/10,23.367247
11/11,23.34923
11/12,23.35831
11/13,23.335266
11/14,23.29741
11/15,23.302345
11/16,23.293463
11/17,23.190784
11/18,23.1462
11/19,23.159147
11/20,23.148775
11/21,23.153015
11/22,23.188408
11/23,23.214327
11/24,23.273203
11/25,23.284882
11/26,23.293728
11/27,23.350676
11/28,23.381815
11/29,23.386417
11/30,23.422775
12/01,23.501572
12/02,23.510576
12/03,23.51981
12/04,23.600603
12/05,23.526125
12/06,23.512043
12/07,23.514986
12/08,23.503506
12/09,23.550491
12/10,23.626585
12/11,23.555851
12/12,23.57377
12/13,23.510727
12/14,23.610394
12/15,23.611893
12/16,23.63988
12/17,23.657043
12/18,23.67
12/19,23.679394
12/20,23.741964
12/21,23.79667
12/22,23.853455
12/23,23.854166
12/24,23.849026
12/25,23.859737
12/26,23.864614
12/27,23.886496
12/28,23.890463
12/29,23.961731
12/30,23.961191
12/31,24.04202
