time,sst
01/01,29.3045
01/02,29.271053
01/03,29.259474
01/04,29.30105
01/05,29.308947
01/06,29.292105
01/07,29.265789
01/08,29.243685
01/09,29.271578
01/10,29.251053
01/11,29.25737
01/12,29.226843
01/13,29.249474
01/14,29.238947
01/15,29.238947
01/16,29.228947
01/17,29.232103
01/18,29.232103
01/19,29.241581
01/20,29.19895
01/21,29.199999
01/22,29.163683
01/23,29.162634
01/24,29.203684
01/25,29.190527
01/26,29.25
01/27,29.24611
01/28,29.232107
01/29,29.222103
01/30,29.19895
01/31,29.199999
02/01,29.216314
02/02,29.197369
02/03,29.23
02/04,29.204445
02/05,29.203684
02/06,29.199472
02/07,29.24778
02/08,29.215788
02/09,29.194738
02/10,29.19263
02/11,29.18263
02/12,29.228947
02/13,29.217896
02/14,29.202106
02/15,29.16421
02/16,29.244211
02/17,29.216314
02/18,29.210526
02/19,29.171053
02/20,29.190527
02/21,29.16421
02/22,29.196314
02/23,29.185787
02/24,29.233334
02/25,29.247896
02/26,29.227776
02/27,29.221054
02/28,29.205788
02/29,29.3825
03/01,29.18263
03/02,29.202631
03/03,29.193157
03/04,29.119
03/05,29.126318
03/06,29.151001
03/07,29.157501
03/08,29.184
03/09,29.192001
03/10,29.154501
03/11,29.151999
03/12,29.1385
03/13,29.1165
03/14,29.1345
03/15,29.156
03/16,29.135502
03/17,29.1185
03/18,29.1335
03/19,29.13619
03/20,29.086666
03/21,29.153332
03/22,29.193333
03/23,29.158096
03/24,29.189524
03/25,29.208572
03/26,29.219522
03/27,29.224287
03/28,29.215239
03/29,29.225237
03/30,29.220953
03/31,29.22
04/01,29.22238
04/02,29.210953
04/03,29.215239
04/04,29.193333
04/05,29.248096
04/06,29.222857
04/07,29.230951
04/08,29.217142
04/09,29.235714
04/10,29.214285
04/11,29.212381
04/12,29.192379
04/13,29.141903
04/14,29.181429
04/15,29.173811
04/16,29.202381
04/17,29.199047
04/18,29.238094
04/19,29.230001
04/20,29.224287
04/21,29.22
04/22,29.243809
04/23,29.244286
04/24,29.248096
04/25,29.2615
04/26,29.257502
04/27,29.285715
04/28,29.31381
04/29,29.343334
04/30,29.339523
05/01,29.308094
05/02,29.343334
05/03,29.380476
05/04,29.310953
05/05,29.369047
05/06,29.350952
05/07,29.359524
05/08,29.377619
05/09,29.359524
05/10,29.378096
05/11,29.317617
05/12,29.331903
05/13,29.33
05/14,29.37095
05/15,29.401428
05/16,29.379522
05/17,29.4305
05/18,29.4855
05/19,29.453
05/20,29.4735
05/21,29.507
05/22,29.497
05/23,29.460476
05/24,29.39476
05/25,29.394287
05/26,29.42238
05/27,29.403332
05/28,29.412857
05/29,29.404762
05/30,29.47143
05/31,29.434763
06/01,29.475237
06/02,29.444286
06/03,29.509525
06/04,29.534761
06/05,29.507145
06/06,29.453335
06/07,29.49857
06/08,29.492382
06/09,29.499046
06/10,29.516666
06/11,29.517141
06/12,29.49857
06/13,29.5
06/14,29.517141
06/15,29.529524
06/16,29.539047
06/17,29.520475
06/18,29.48381
06/19,29.53857
06/20,29.482859
06/21,29.463333
06/22,29.489525
06/23,29.484285
06/24,29.44143
06/25,29.4525
06/26,29.510952
06/27,29.500477
06/28,29.511429
06/29,29.467142
06/30,29.387142
07/01,29.404999
07/02,29.47238
07/03,29.434286
07/04,29.396667
07/05,29.362858
07/06,29.439047
07/07,29.427141
07/08,29.444763
07/09,29.539524
07/10,29.566668
07/11,29.439524
07/12,29.374762
07/13,29.462858
07/14,29.566668
07/15,29.475237
07/16,29.511906
07/17,29.53381
07/18,29.536667
07/19,29.495
07/20,29.49
07/21,29.474499
07/22,29.411
07/23,29.440475
07/24,29.444548
07/25,29.475
07/26,29.49273
07/27,29.47381
07/28,29.471819
07/29,29.46
07/30,29.445454
07/31,29.416666
08/01,29.39
08/02,29.40409
08/03,29.475
08/04,29.464092
08/05,29.491364
08/06,29.55619
08/07,29.53409
08/08,29.459545
08/09,29.432728
08/10,29.385454
08/11,29.408096
08/12,29.389545
08/13,29.41909
08/14,29.42091
08/15,29.39591
08/16,29.441364
08/17,29.443636
08/18,29.4245
08/19,29.485714
08/20,29.442272
08/21,29.460455
08/22,29.492273
08/23,29.495455
08/24,29.498182
08/25,29.511364
08/26,29.562273
08/27,29.605
08/28,29.619091
08/29,29.677275
08/30,29.647728
08/31,29.685
09/01,29.59087
09/02,29.60348
09/03,29.562727
09/04,29.608261
09/05,29.640434
09/06,29.622173
09/07,29.58913
09/08,29.635653
09/09,29.575216
09/10,29.573914
09/11,29.64913
09/12,29.645218
09/13,29.595217
09/14,29.571741
09/15,29.592726
09/16,29.579546
09/17,29.624544
09/18,29.722857
09/19,29.685238
09/20,29.685238
09/21,29.69619
09/22,29.71857
09/23,29.832998
09/24,29.778097
09/25,29.701818
09/26,29.654547
09/27,29.603182
09/28,29.592274
09/29,29.528637
09/30,29.63857
10/01,29.613333
10/02,29.63381
10/03,29.575716
10/04,29.594284
10/05,29.55143
10/06,29.547142
10/07,29.52
10/08,29.599049
10/09,29.599049
10/10,29.632856
10/11,29.594284
10/12,29.653809
10/13,29.671427
10/14,29.635502
10/15,29.601906
10/16,29.58143
10/17,29.608572
10/18,29.576666
10/19,29.622381
10/20,29.649525
10/21,29.685001
10/22,29.605999
10/23,29.623499
10/24,29.588572
10/25,29.642498
10/26,29.6995
10/27,29.715
10/28,29.697
10/29,29.7875
10/30,29.7665
10/31,29.814001
11/01,29.741001
11/02,29.7215
11/03,29.73
11/04,29.758419
11/05,29.764212
11/06,29.742104
11/07,29.748419
11/08,29.67579
11/09,29.702631
11/10,29.741053
11/11,29.732222
11/12,29.706314
11/13,29.712631
11/14,29.786316
11/15,29.757778
11/16,29.856844
11/17,29.83105
11/18,29.803158
11/19,29.784212
11/20,29.764212
11/21,29.715261
11/22,29.773157
11/23,29.675264
11/24,29.687368
11/25,29.71158
11/26,29.692633
11/27,29.665264
11/28,29.645264
11/29,29.616318
11/30,29.600529
12/01,29.58421
12/02,29.621578
12/03,29.580524
12/04,29.533686
12/05,29.545263
12/06,29.505789
12/07,29.508947
12/08,29.523685
12/09,29.510527
12/10,29.484737
12/11,29.475266
12/12,29.461054
12/13,29.465788
12/14,29.5
12/15,29.442106
12/16,29.417002
12/17,29.398499
12/18,29.372501
12/19,29.4
12/20,29.404211
12/21,29.413683
12/22,29.37316
12/23,29.357998
12/24,29.379475
12/25,29.321
12/26,29.3335
12/27,29.334
12/28,29.407501
12/29,29.3835
12/30,29.35
12/31,29.279001
