time,sst
01/01,27.837883
01/02,27.764965
01/03,27.694342
01/04,27.713224
01/05,27.73983
01/06,27.759695
01/07,27.760643
01/08,27.719515
01/09,27.720251
01/10,27.713049
01/11,27.629988
01/12,27.607214
01/13,27.636154
01/14,27.608648
01/15,27.557774
01/16,27.591675
01/17,27.57171
01/18,27.554878
01/19,27.591276
01/20,27.575132
01/21,27.622072
01/22,27.655237
01/23,27.65105
01/24,27.62472
01/25,27.57873
01/26,27.571575
01/27,27.583673
01/28,27.580877
01/29,27.577787
01/30,27.58971
01/31,27.63522
02/01,27.650373
02/02,27.57912
02/03,27.51087
02/04,27.515436
02/05,27.539526
02/06,27.43623
02/07,27.442665
02/08,27.479988
02/09,27.47507
02/10,27.53624
02/11,27.517422
02/12,27.52068
02/13,27.49444
02/14,27.447952
02/15,27.43731
02/16,27.415407
02/17,27.405771
02/18,27.412424
02/19,27.379463
02/20,27.374985
02/21,27.368856
02/22,27.384329
02/23,27.397997
02/24,27.439606
02/25,27.415758
02/26,27.425934
02/27,27.370619
02/28,27.292044
02/29,27.255083
03/01,27.314621
03/02,27.359228
03/03,27.353903
03/04,27.32762
03/05,27.360704
03/06,27.416208
03/07,27.401056
03/08,27.3795
03/09,27.370613
03/10,27.37159
03/11,27.43692
03/12,27.44075
03/13,27.458693
03/14,27.487648
03/15,27.508278
03/16,27.487822
03/17,27.447927
03/18,27.443537
03/19,27.445763
03/20,27.457397
03/21,27.501457
03/22,27.503767
03/23,27.49758
03/24,27.498102
03/25,27.547419
03/26,27.56929
03/27,27.631014
03/28,27.61741
03/29,27.619164
03/30,27.628942
03/31,27.660345
04/01,27.656054
04/02,27.657503
04/03,27.652689
04/04,27.627121
04/05,27.684492
04/06,27.707626
04/07,27.723648
04/08,27.720726
04/09,27.737173
04/10,27.742744
04/11,27.747574
04/12,27.743235
04/13,27.731426
04/14,27.72911
04/15,27.768696
04/16,27.7723
04/17,27.79712
04/18,27.818476
04/19,27.81797
04/20,27.812832
04/21,27.814192
04/22,27.793707
04/23,27.809143
04/24,27.853981
04/25,27.852903
04/26,27.863466
04/27,27.849653
04/28,27.890503
04/29,27.920769
04/30,27.937035
05/01,27.936113
05/02,27.935633
05/03,27.958824
05/04,27.952513
05/05,27.96678
05/06,27.972034
05/07,28.00593
05/08,28.03174
05/09,28.035812
05/10,28.095568
05/11,28.115473
05/12,28.120913
05/13,28.11546
05/14,28.129501
05/15,28.145435
05/16,28.170326
05/17,28.187695
05/18,28.15544
05/19,28.180742
05/20,28.204744
05/21,28.226599
05/22,28.256723
05/23,28.247986
05/24,28.228266
05/25,28.226082
05/26,28.266691
05/27,28.326462
05/28,28.344917
05/29,28.349
05/30,28.356268
05/31,28.335606
06/01,28.358828
06/02,28.34329
06/03,28.357704
06/04,28.365768
06/05,28.363377
06/06,28.405367
06/07,28.358213
06/08,28.345121
06/09,28.34549
06/10,28.336435
06/11,28.369616
06/12,28.376698
06/13,28.399782
06/14,28.403313
06/15,28.391142
06/16,28.403606
06/17,28.41537
06/18,28.39044
06/19,28.365627
06/20,28.435074
06/21,28.471355
06/22,28.433891
06/23,28.43018
06/24,28.454576
06/25,28.476133
06/26,28.474802
06/27,28.487293
06/28,28.468193
06/29,28.49435
06/30,28.477995
07/01,28.483866
07/02,28.473299
07/03,28.498781
07/04,28.475727
07/05,28.525135
07/06,28.553337
07/07,28.50908
07/08,28.540869
07/09,28.533358
07/10,28.543379
07/11,28.511482
07/12,28.53146
07/13,28.53909
07/14,28.551373
07/15,28.558046
07/16,28.544222
07/17,28.558289
07/18,28.585712
07/19,28.527178
07/20,28.507223
07/21,28.518242
07/22,28.498856
07/23,28.47622
07/24,28.495022
07/25,28.494139
07/26,28.466087
07/27,28.476587
07/28,28.520735
07/29,28.535906
07/30,28.536257
07/31,28.539604
08/01,28.514814
08/02,28.506655
08/03,28.481646
08/04,28.446543
08/05,28.435226
08/06,28.367296
08/07,28.338196
08/08,28.34536
08/09,28.335274
08/10,28.38055
08/11,28.30419
08/12,28.28777
08/13,28.260754
08/14,28.339207
08/15,28.358658
08/16,28.370396
08/17,28.35946
08/18,28.368853
08/19,28.339628
08/20,28.311789
08/21,28.345936
08/22,28.330132
08/23,28.262354
08/24,28.326452
08/25,28.379765
08/26,28.489986
08/27,28.3876
08/28,28.347548
08/29,28.222702
08/30,28.244978
08/31,28.32001
09/01,28.375298
09/02,28.353666
09/03,28.36802
09/04,28.401976
09/05,28.434128
09/06,28.421526
09/07,28.362938
09/08,28.33039
09/09,28.282534
09/10,28.221617
09/11,28.191986
09/12,28.138243
09/13,28.191431
09/14,28.26908
09/15,28.300804
09/16,28.30254
09/17,28.281631
09/18,28.263966
09/19,28.396698
09/20,28.40127
09/21,28.409075
09/22,28.429869
09/23,28.504236
09/24,28.429974
09/25,28.515783
09/26,28.510359
09/27,28.522789
09/28,28.562214
09/29,28.512625
09/30,28.580788
10/01,28.609724
10/02,28.630028
10/03,28.615913
10/04,28.61687
10/05,28.593813
10/06,28.54688
10/07,28.506601
10/08,28.41173
10/09,28.392775
10/10,28.335907
10/11,28.427517
10/12,28.459995
10/13,28.440044
10/14,28.395237
10/15,28.37528
10/16,28.24525
10/17,28.235054
10/18,28.256886
10/19,28.268135
10/20,28.25561
10/21,28.211699
10/22,28.254753
10/23,28.217016
10/24,28.33332
10/25,28.452269
10/26,28.388748
10/27,28.395218
10/28,28.41167
10/29,28.378202
10/30,28.309174
10/31,28.349909
11/01,28.324646
11/02,28.312387
11/03,28.28725
11/04,28.246038
11/05,28.344412
11/06,28.372608
11/07,28.4149
11/08,28.348146
11/09,28.319958
11/10,28.28257
11/11,28.26525
11/12,28.206959
11/13,28.198877
11/14,28.157063
11/15,28.143074
11/16,28.15115
11/17,28.058098
11/18,28.101189
11/19,28.181704
11/20,28.196795
11/21,28.171877
11/22,28.153175
11/23,28.139858
11/24,28.076565
11/25,28.149223
11/26,28.211155
11/27,28.118366
11/28,28.0756
11/29,28.062334
11/30,28.12068
12/01,28.154621
12/02,28.151775
12/03,28.097088
12/04,28.05698
12/05,28.004286
12/06,27.962831
12/07,27.92769
12/08,27.845058
12/09,27.796688
12/10,27.758766
12/11,27.78086
12/12,27.798567
12/13,27.845697
12/14,27.829823
12/15,27.888273
12/16,27.911255
12/17,27.947388
12/18,27.874329
12/19,27.830383
12/20,27.79805
12/21,27.832216
