time,sst
01/01,23.398874
01/02,23.58937
01/03,23.722767
01/04,23.781519
01/05,23.788925
01/06,23.99337
01/07,24.005322
01/08,23.99755
01/09,24.001911
01/10,24.072912
01/11,24.071
01/12,24.167374
01/13,24.15717
01/14,24.331528
01/15,24.340525
01/16,24.356346
01/17,24.258322
01/18,24.231724
01/19,24.304928
01/20,24.42211
01/21,24.461483
01/22,24.539152
01/23,24.622665
01/24,24.711666
01/25,24.621506
01/26,24.60223
01/27,24.73387
01/28,24.826859
01/29,24.861084
01/30,25.059582
01/31,25.128136
02/01,25.062151
02/02,25.167086
02/03,25.262297
02/04,25.39392
02/05,25.60963
02/06,25.732195
02/07,25.828333
02/08,26.156178
02/09,26.262482
02/10,26.364527
02/11,26.3608
02/12,26.124584
02/13,26.166262
02/14,26.160858
02/15,26.170557
02/16,26.413603
02/17,26.41457
02/18,26.727684
02/19,26.926395
02/20,26.950846
02/21,26.902475
02/22,26.868668
02/23,26.857668
02/24,26.798084
02/25,26.608593
02/26,26.52319
02/27,26.582642
02/28,26.821524
02/29,26.502005
03/01,26.803507
03/02,26.66666
03/03,26.70874
03/04,26.95513
03/05,26.984371
03/06,26.942144
03/07,27.169056
03/08,27.273987
03/09,27.402836
03/10,27.34311
03/11,27.287848
03/12,27.25329
03/13,27.215332
03/14,27.320827
03/15,27.39565
03/16,27.379023
03/17,27.581656
03/18,27.403471
03/19,27.287846
03/20,27.151447
03/21,27.031937
03/22,27.021341
03/23,27.068104
03/24,26.85366
03/25,26.794596
03/26,26.680067
03/27,26.550766
03/28,26.587166
03/29,26.6699
03/30,26.737818
03/31,26.729015
04/01,26.80442
04/02,26.75534
04/03,26.711393
04/04,26.699442
04/05,26.744236
04/06,26.669043
04/07,26.465004
04/08,26.431767
04/09,26.590342
04/10,26.560629
04/11,26.421583
04/12,26.605652
04/13,26.581242
04/14,26.488234
04/15,26.37539
04/16,26.193672
04/17,26.24494
04/18,26.26528
04/19,26.2945
04/20,26.560337
04/21,26.500925
04/22,26.182959
04/23,26.052675
04/24,25.923832
04/25,25.821218
04/26,25.764425
04/27,25.67175
04/28,25.722
04/29,25.736128
04/30,25.746353
05/01,25.844685
05/02,25.713572
05/03,25.769947
05/04,25.612991
05/05,25.586044
05/06,25.596848
05/07,25.57211
05/08,25.42482
05/09,25.458826
05/10,25.275675
05/11,25.191572
05/12,25.212757
05/13,25.169044
05/14,25.053486
05/15,24.962315
05/16,24.924377
05/17,24.82986
05/18,24.649136
05/19,24.533232
05/20,24.53235
05/21,24.559841
05/22,24.693811
05/23,24.889185
05/24,24.944016
05/25,24.836548
05/26,24.848621
05/27,24.883736
05/28,24.700935
05/29,24.613617
05/30,24.326923
05/31,24.215921
06/01,24.326395
06/02,24.29476
06/03,24.156693
06/04,24.001724
06/05,24.066565
06/06,24.243628
06/07,24.319107
06/08,24.164495
06/09,23.688549
06/10,23.551464
06/11,23.5255
06/12,23.432344
06/13,23.478422
06/14,23.506742
06/15,23.429626
06/16,23.379112
06/17,23.353973
06/18,23.289856
06/19,23.14167
06/20,23.037525
06/21,22.966663
06/22,23.242908
06/23,23.465258
06/24,23.572475
06/25,23.64552
06/26,23.53896
06/27,23.65856
06/28,23.52945
06/29,23.454126
06/30,23.516596
07/01,23.511002
07/02,23.359442
07/03,23.002441
07/04,22.732256
07/05,22.6778
07/06,22.734282
07/07,22.688606
07/08,22.627577
07/09,22.136253
07/10,22.155905
07/11,22.244616
07/12,22.423317
07/13,22.516176
07/14,22.589981
07/15,22.466166
07/16,22.327879
07/17,22.447197
07/18,22.400755
07/19,22.276527
07/20,22.21972
07/21,22.222298
07/22,22.086884
07/23,21.955936
07/24,21.900942
07/25,21.819857
07/26,21.822264
07/27,21.731895
07/28,21.73839
07/29,21.855404
07/30,21.734842
07/31,21.485378
08/01,21.472178
08/02,21.54308
08/03,21.497877
08/04,21.651047
08/05,21.61671
08/06,21.561106
08/07,21.360767
08/08,21.008263
08/09,21.28518
08/10,21.388264
08/11,21.653408
08/12,21.896742
08/13,22.002209
08/14,21.97757
08/15,22.087809
08/16,21.998955
08/17,21.9948
08/18,22.01509
08/19,21.906387
08/20,21.778143
08/21,21.428717
08/22,21.36747
08/23,21.485723
08/24,21.496195
08/25,21.251995
08/26,21.408886
08/27,21.521795
08/28,21.742886
08/29,21.774448
08/30,21.650541
08/31,21.573132
09/01,21.70311
09/02,22.042065
09/03,22.078705
09/04,22.121029
09/05,21.972673
09/06,21.874838
09/07,21.501955
09/08,21.266106
09/09,21.338829
09/10,21.335691
09/11,21.256104
09/12,21.021032
09/13,20.941835
09/14,21.189856
09/15,21.094782
09/16,21.404135
09/17,21.587357
09/18,21.691198
09/19,21.679398
09/20,21.887115
09/21,22.053709
09/22,21.79682
09/23,21.754276
09/24,21.696507
09/25,21.7499
09/26,21.980858
09/27,22.414639
09/28,22.348114
09/29,22.358368
09/30,22.269165
10/01,22.289785
10/02,22.50328
10/03,22.369589
10/04,22.160976
10/05,21.943045
10/06,21.868439
10/07,21.813545
10/08,22.18771
10/09,22.539244
10/10,22.6465
10/11,22.8833
10/12,23.175152
10/13,22.90912
10/14,22.657333
10/15,22.509214
10/16,22.402283
10/17,22.135284
10/18,22.014845
10/19,21.917242
10/20,22.080557
10/21,22.031406
10/22,22.033539
10/23,22.226166
10/24,22.351133
10/25,22.7546
10/26,22.857567
10/27,22.72743
10/28,22.54728
10/29,22.509663
10/30,22.412973
10/31,22.454433
11/01,22.5203
11/02,22.42842
11/03,22.426075
11/04,22.295918
11/05,22.219656
11/06,22.242363
11/07,22.178785
11/08,22.236076
11/09,22.565712
11/10,22.508537
11/11,22.351498
11/12,22.274504
11/13,22.31891
11/14,22.352018
11/15,22.147032
11/16,22.216751
11/17,22.306845
11/18,22.267645
11/19,22.215057
11/20,22.14802
11/21,22.350403
11/22,22.408438
11/23,22.362906
11/24,22.178474
11/25,22.186174
11/26,22.132708
11/27,22.125025
11/28,22.121645
11/29,22.189602
11/30,22.324743
12/01,22.359299
12/02,22.536932
12/03,22.77751
12/04,22.694609
12/05,22.488897
12/06,22.403328
12/07,22.36615
12/08,22.223757
12/09,22.051514
12/10,21.882502
12/11,22.076082
12/12,22.208582
12/13,22.289827
12/14,22.381613
12/15,22.275192
12/16,22.35264
12/17,22.432867
12/18,22.448595
12/19,22.52106
12/20,22.746706
12/21,22.866606
12/22,23.000637
12/23,23.071583
12/24,23.060064
12/25,23.086481
12/26,23.257671
12/27,23.352114
12/28,23.21888
12/29,23.115513
12/30,23.233921
12/31,23.323927
