time,sst
01/01,29.866539
01/02,29.82423
01/03,29.754799
01/04,29.806154
01/05,29.786924
01/06,29.832693
01/07,29.816538
01/08,29.854614
01/09,29.848461
01/10,29.83423
01/11,29.805769
01/12,29.789999
01/13,29.758846
01/14,29.775002
01/15,29.779232
01/16,29.797306
01/17,29.776154
01/18,29.840769
01/19,29.846539
01/20,29.886923
01/21,29.820385
01/22,29.813463
01/23,29.832693
01/24,29.78731
01/25,29.75577
01/26,29.758461
01/27,29.741154
01/28,29.77346
01/29,29.732307
01/30,29.735384
01/31,29.732307
02/01,29.683462
02/02,29.677307
02/03,29.695
02/04,29.6252
02/05,29.673462
02/06,29.654615
02/07,29.63923
02/08,29.700386
02/09,29.607693
02/10,29.635386
02/11,29.65037
02/12,29.588518
02/13,29.590742
02/14,29.636667
02/15,29.638147
02/16,29.642962
02/17,29.631111
02/18,29.630001
02/19,29.634445
02/20,29.693333
02/21,29.637037
02/22,29.606667
02/23,29.564074
02/24,29.528887
02/25,29.52074
02/26,29.497408
02/27,29.487778
02/28,29.499258
02/29,29.455715
03/01,29.576296
03/02,29.5275
03/03,29.539259
03/04,29.479643
03/05,29.491854
03/06,29.4725
03/07,29.541853
03/08,29.45643
03/09,29.498215
03/10,29.509644
03/11,29.522142
03/12,29.502142
03/13,29.521786
03/14,29.565357
03/15,29.532856
03/16,29.525358
03/17,29.472141
03/18,29.494444
03/19,29.431787
03/20,29.423214
03/21,29.449644
03/22,29.418215
03/23,29.454641
03/24,29.505358
03/25,29.449999
03/26,29.465
03/27,29.459642
03/28,29.431072
03/29,29.482143
03/30,29.455385
03/31,29.516785
04/01,29.525
04/02,29.594286
04/03,29.602142
04/04,29.519642
04/05,29.555714
04/06,29.565357
04/07,29.615185
04/08,29.588213
04/09,29.588572
04/10,29.577856
04/11,29.61107
04/12,29.637857
04/13,29.56
04/14,29.57643
04/15,29.574286
04/16,29.553703
04/17,29.553213
04/18,29.525713
04/19,29.546429
04/20,29.564642
04/21,29.624643
04/22,29.684284
