time,sst
01/01,29.54422
01/02,29.5123
01/03,29.506546
01/04,29.503237
01/05,29.495993
01/06,29.503607
01/07,29.541937
01/08,29.592194
01/09,29.535627
01/10,29.494925
01/11,29.438868
01/12,29.422974
01/13,29.44413
01/14,29.443161
01/15,29.434633
01/16,29.46631
01/17,29.513006
01/18,29.507956
01/19,29.564857
01/20,29.531542
01/21,29.511215
01/22,29.481613
01/23,29.478193
01/24,29.457556
01/25,29.470566
01/26,29.420868
01/27,29.401754
01/28,29.383636
01/29,29.373014
01/30,29.38281
01/31,29.349684
02/01,29.326414
02/02,29.325613
02/03,29.34125
02/04,29.30393
02/05,29.26863
02/06,29.310173
02/07,29.284113
02/08,29.282175
02/09,29.268272
02/10,29.26046
02/11,29.265753
02/12,29.285032
02/13,29.243353
02/14,29.244308
02/15,29.212492
02/16,29.19088
02/17,29.205397
02/18,29.251783
02/19,29.24993
02/20,29.255936
02/21,29.30134
02/22,29.319
02/23,29.302849
02/24,29.302885
02/25,29.296732
02/26,29.293798
02/27,29.304533
02/28,29.31418
02/29,29.164146
03/01,29.275013
03/02,29.33843
03/03,29.360466
03/04,29.32665
03/05,29.334076
03/06,29.348793
03/07,29.368654
03/08,29.360373
03/09,29.34578
03/10,29.27786
03/11,29.345964
03/12,29.360983
03/13,29.386612
03/14,29.426516
03/15,29.44593
03/16,29.437914
03/17,29.388796
03/18,29.42785
03/19,29.42282
03/20,29.487114
03/21,29.466757
03/22,29.410418
03/23,29.39914
03/24,29.448448
03/25,29.468428
03/26,29.499113
03/27,29.502897
03/28,29.559652
03/29,29.556625
03/30,29.625204
03/31,29.590212
04/01,29.623236
04/02,29.606422
04/03,29.569122
04/04,29.603384
04/05,29.60784
04/06,29.620378
04/07,29.65168
04/08,29.633696
04/09,29.685766
04/10,29.659506
04/11,29.672508
04/12,29.695953
04/13,29.675558
04/14,29.689234
04/15,29.69079
04/16,29.683458
04/17,29.728395
04/18,29.730759
04/19,29.75273
04/20,29.747366
04/21,29.72038
04/22,29.704735
04/23,29.72085
04/24,29.736374
04/25,29.764809
04/26,29.795576
04/27,29.79627
04/28,29.834837
04/29,29.818674
04/30,29.809515
05/01,29.794668
05/02,29.777115
05/03,29.7911
05/04,29.777792
05/05,29.759161
05/06,29.778166
05/07,29.770185
05/08,29.790092
05/09,29.797525
05/10,29.807142
05/11,29.810081
05/12,29.818678
05/13,29.774923
05/14,29.759462
05/15,29.771502
05/16,29.772028
05/17,29.764153
05/18,29.793127
05/19,29.784775
05/20,29.71914
05/21,29.714302
05/22,29.729082
05/23,29.693876
05/24,29.739143
05/25,29.713928
05/26,29.678022
05/27,29.667818
05/28,29.662918
05/29,29.68096
05/30,29.626421
05/31,29.637964
06/01,29.612772
06/02,29.589716
06/03,29.606041
06/04,29.602499
06/05,29.594057
06/06,29.58872
06/07,29.587942
06/08,29.587656
06/09,29.552963
06/10,29.52137
06/11,29.518295
06/12,29.499771
06/13,29.466133
06/14,29.46287
06/15,29.459211
06/16,29.46064
06/17,29.449701
06/18,29.452599
06/19,29.468105
06/20,29.432487
06/21,29.411352
06/22,29.39207
06/23,29.367126
06/24,29.404514
06/25,29.400208
06/26,29.38315
06/27,29.379658
06/28,29.369509
06/29,29.357117
06/30,29.345955
07/01,29.31522
07/02,29.329597
07/03,29.302496
07/04,29.276407
07/05,29.272732
07/06,29.236788
07/07,29.213167
07/08,29.233587
07/09,29.222555
07/10,29.201567
07/11,29.215733
07/12,29.21275
07/13,29.212091
07/14,29.187115
07/15,29.19623
07/16,29.185411
07/17,29.161098
07/18,29.115637
07/19,29.110441
07/20,29.128368
07/21,29.117153
07/22,29.124897
07/23,29.096884
07/24,29.1081
07/25,29.0998
07/26,29.070936
07/27,29.055807
07/28,29.058615
07/29,29.056093
07/30,29.019056
07/31,29.030062
08/01,29.049358
08/02,29.056416
08/03,29.058695
08/04,29.046158
08/05,29.050793
08/06,29.041597
08/07,29.04077
08/08,29.020689
08/09,29.017454
08/10,29.023886
08/11,29.005241
08/12,28.997307
08/13,29.011435
08/14,29.037212
08/15,29.031433
08/16,29.050632
08/17,29.035053
08/18,29.048304
08/19,29.05479
08/20,29.022541
08/21,29.042547
08/22,29.032755
08/23,29.032442
08/24,29.061653
08/25,29.048729
08/26,29.029045
08/27,29.024874
08/28,29.003494
08/29,29.044168
08/30,29.018768
08/31,29.018684
09/01,29.003912
09/02,29.016882
09/03,29.02636
09/04,29.01188
09/05,29.005037
09/06,28.993378
09/07,29.020529
09/08,29.03008
09/09,29.039337
09/10,29.068558
09/11,29.043884
09/12,29.068398
09/13,29.062523
09/14,29.05963
09/15,29.100107
09/16,29.08922
09/17,29.140669
