time,sst
01/01,29.819168
01/02,29.78125
01/03,29.752083
01/04,29.811666
01/05,29.73375
01/06,29.730833
01/07,29.75
01/08,29.740417
01/09,29.742083
01/10,29.702728
01/11,29.774168
01/12,29.782915
01/13,29.802917
01/14,29.7675
01/15,29.80625
01/16,29.79125
01/17,29.7875
01/18,29.792084
01/19,29.864166
01/20,29.847916
01/21,29.79174
01/22,29.792917
01/23,29.761665
01/24,29.735
01/25,29.687082
01/26,29.701668
01/27,29.7125
01/28,29.76625
01/29,29.723333
01/30,29.7275
01/31,29.73375
02/01,29.758333
02/02,29.689165
02/03,29.695417
02/04,29.719584
02/05,29.764782
02/06,29.762083
02/07,29.720415
02/08,29.7475
02/09,29.72875
02/10,29.713333
02/11,29.718332
02/12,29.640833
02/13,29.667915
02/14,29.674166
02/15,29.63087
02/16,29.628262
02/17,29.630434
02/18,29.604782
02/19,29.677275
02/20,29.659132
02/21,29.61261
02/22,29.622728
02/23,29.633478
02/24,29.5675
02/25,29.534584
02/26,29.44625
02/27,29.497917
02/28,29.53375
02/29,29.482859
03/01,29.559584
03/02,29.545
03/03,29.496248
03/04,29.479166
03/05,29.451668
03/06,29.41826
03/07,29.436956
03/08,29.454348
03/09,29.472502
03/10,29.465416
03/11,29.5025
03/12,29.525415
03/13,29.503334
03/14,29.522081
03/15,29.470871
03/16,29.48375
03/17,29.496666
03/18,29.564545
03/19,29.530832
03/20,29.474781
03/21,29.544167
03/22,29.480417
03/23,29.467499
03/24,29.547918
03/25,29.542084
03/26,29.536667
03/27,29.519583
03/28,29.549166
03/29,29.580833
03/30,29.563751
03/31,29.618332
04/01,29.701668
04/02,29.663479
04/03,29.727915
04/04,29.670832
04/05,29.684584
04/06,29.636251
04/07,29.688751
04/08,29.6425
04/09,29.698334
04/10,29.688751
04/11,29.664782
04/12,29.705
04/13,29.667915
04/14,29.634165
04/15,29.63
04/16,29.644167
04/17,29.656668
04/18,29.680418
04/19,29.717916
04/20,29.650436
04/21,29.7325
04/22,29.789583
04/23,29.83375
04/24,29.792501
04/25,29.865
04/26,29.866957
04/27,29.887083
04/28,29.845001
04/29,29.8525
04/30,29.914167
05/01,29.9172
05/02,29.882
05/03,29.8528
05/04,29.858799
05/05,29.7476
05/06,29.796001
05/07,29.828802
05/08,29.828802
05/09,29.806398
05/10,29.7852
05/11,29.7852
05/12,29.7864
05/13,29.7596
05/14,29.821201
05/15,29.809198
05/16,29.8432
05/17,29.8364
05/18,29.9124
05/19,29.882
05/20,29.9144
05/21,30.0044
05/22,29.9612
05/23,29.988
05/24,29.95
05/25,29.8852
05/26,29.9072
05/27,29.856249
05/28,29.841599
05/29,29.8848
05/30,29.9304
05/31,29.9296
06/01,29.9152
06/02,29.831667
06/03,29.8876
06/04,29.8548
06/05,29.816399
06/06,29.829582
06/07,29.7952
06/08,29.8212
06/09,29.873602
06/10,29.9288
06/11,29.8784
06/12,29.888401
06/13,29.81875
06/14,29.880417
06/15,29.795
06/16,29.83875
06/17,29.79625
06/18,29.80625
06/19,29.794167
06/20,29.800417
06/21,29.762499
06/22,29.789167
06/23,29.801666
06/24,29.764582
06/25,29.753914
06/26,29.725416
06/27,29.754166
06/28,29.762499
06/29,29.760834
06/30,29.76
07/01,29.735418
07/02,29.727499
07/03,29.707083
07/04,29.70875
07/05,29.733479
07/06,29.683748
07/07,29.689165
07/08,29.689165
07/09,29.779585
07/10,29.752916
07/11,29.742083
07/12,29.737501
07/13,29.724167
07/14,29.701668
07/15,29.62
07/16,29.629166
07/17,29.588696
07/18,29.59625
07/19,29.623335
07/20,29.567917
07/21,29.577082
07/22,29.553335
07/23,29.526087
07/24,29.593332
07/25,29.595415
07/26,29.573044
07/27,29.551739
07/28,29.518696
07/29,29.503752
07/30,29.54125
07/31,29.53375
08/01,29.517916
08/02,29.49125
08/03,29.504583
08/04,29.479584
08/05,29.524168
08/06,29.489166
08/07,29.4525
08/08,29.425417
08/09,29.387825
08/10,29.383913
08/11,29.34125
08/12,29.371666
08/13,29.368334
08/14,29.359167
08/15,29.354584
08/16,29.298332
08/17,29.295
08/18,29.345833
08/19,29.352915
08/20,29.381666
08/21,29.472084
08/22,29.487827
08/23,29.495218
08/24,29.503334
08/25,29.514166
08/26,29.508333
08/27,29.521667
08/28,29.523201
08/29,29.564
08/30,29.524002
08/31,29.5448
09/01,29.5668
09/02,29.5748
09/03,29.5812
09/04,29.5164
09/05,29.578402
09/06,29.5572
09/07,29.5744
09/08,29.561249
09/09,29.579168
09/10,29.657915
09/11,29.627083
09/12,29.59125
09/13,29.5576
09/14,29.5288
09/15,29.530401
09/16,29.578402
09/17,29.611599
09/18,29.6228
09/19,29.6504
09/20,29.6188
09/21,29.636251
09/22,29.626398
09/23,29.6296
09/24,29.617083
09/25,29.6536
09/26,29.69
09/27,29.706398
09/28,29.716402
09/29,29.6636
09/30,29.632
10/01,29.6664
10/02,29.7072
10/03,29.633202
10/04,29.722
10/05,29.680801
10/06,29.729198
10/07,29.713999
10/08,29.7076
10/09,29.746399
10/10,29.735601
10/11,29.773998
10/12,29.7544
10/13,29.762
10/14,29.7072
10/15,29.7404
10/16,29.806799
10/17,29.8548
10/18,29.7924
10/19,29.7425
10/20,29.818798
10/21,29.8012
10/22,29.773602
10/23,29.746
10/24,29.758799
10/25,29.7904
10/26,29.7456
10/27,29.7884
10/28,29.841667
10/29,29.767601
10/30,29.8076
10/31,29.803335
11/01,29.8752
11/02,29.8556
11/03,29.8396
11/04,29.8044
11/05,29.760801
11/06,29.738802
11/07,29.7752
11/08,29.8052
11/09,29.8676
11/10,29.8108
11/11,29.773998
11/12,29.874582
11/13,29.8968
11/14,29.9332
11/15,29.988
11/16,29.9392
11/17,29.9384
11/18,30.001999
11/19,29.991201
11/20,30.026001
11/21,30.09875
11/22,30.09875
11/23,30.084581
11/24,30.086668
11/25,30.10125
11/26,30.074167
11/27,30.025415
11/28,30.001251
11/29,30.003334
11/30,29.964167
12/01,29.994165
12/02,30.00625
12/03,30.055418
12/04,30.035416
12/05,30.001251
12/06,29.975416
12/07,30.015417
12/08,30.082085
12/09,30.08625
12/10,30.04625
12/11,30.014582
12/12,29.98625
12/13,29.920832
12/14,29.925001
12/15,29.907501
12/16,29.925833
12/17,29.867083
12/18,29.893751
12/19,29.900415
12/20,29.93
12/21,29.96625
12/22,29.95875
12/23,29.95875
12/24,29.955833
12/25,29.976088
12/26,29.888334
12/27,29.972273
12/28,29.904783
12/29,29.848333
12/30,29.813334
12/31,29.835833
