time,sst
01/01,29.702421
01/02,29.645126
01/03,29.656878
01/04,29.655508
01/05,29.68355
01/06,29.712576
01/07,29.683752
01/08,29.69985
01/09,29.660986
01/10,29.64854
01/11,29.646027
01/12,29.613564
01/13,29.596241
01/14,29.61367
01/15,29.622255
01/16,29.597599
01/17,29.557138
01/18,29.595829
01/19,29.637753
01/20,29.690609
01/21,29.662195
01/22,29.684793
01/23,29.68538
01/24,29.664637
01/25,29.623125
01/26,29.585697
01/27,29.568949
01/28,29.549646
01/29,29.498806
01/30,29.47953
01/31,29.451319
02/01,29.441414
02/02,29.45056
02/03,29.443653
02/04,29.452353
02/05,29.443655
02/06,29.441103
02/07,29.452303
02/08,29.351892
02/09,29.348114
02/10,29.342075
02/11,29.395971
02/12,29.351917
02/13,29.360844
02/14,29.384098
02/15,29.425058
02/16,29.360228
02/17,29.322166
02/18,29.365978
02/19,29.37002
02/20,29.299557
02/21,29.318117
02/22,29.31194
02/23,29.291393
02/24,29.25801
02/25,29.39694
02/26,29.280931
02/27,29.232624
02/28,29.310472
02/29,28.828325
03/01,29.365831
03/02,29.351393
03/03,29.392294
03/04,29.384697
03/05,29.30732
03/06,29.393738
03/07,29.304323
03/08,29.308245
03/09,29.329683
03/10,29.261257
03/11,29.286945
03/12,29.299702
03/13,29.332022
03/14,29.41688
03/15,29.354708
03/16,29.337315
03/17,29.416296
03/18,29.292328
03/19,29.310942
03/20,29.327618
03/21,29.35482
03/22,29.38479
03/23,29.420298
03/24,29.420155
03/25,29.349323
03/26,29.296812
03/27,29.293531
03/28,29.3067
03/29,29.327053
03/30,29.34862
03/31,29.40586
04/01,29.451488
04/02,29.446005
04/03,29.508802
04/04,29.477308
04/05,29.513536
04/06,29.458794
04/07,29.494368
04/08,29.507002
04/09,29.514935
04/10,29.581001
04/11,29.619509
04/12,29.59684
04/13,29.571045
04/14,29.503845
04/15,29.493044
04/16,29.486332
04/17,29.381273
04/18,29.392094
04/19,29.40153
04/20,29.470402
04/21,29.503677
04/22,29.568983
04/23,29.569992
04/24,29.60481
04/25,29.624025
04/26,29.633345
04/27,29.619705
04/28,29.645784
04/29,29.617445
04/30,29.640291
05/01,29.673574
05/02,29.715109
05/03,29.647154
05/04,29.606916
05/05,29.585606
05/06,29.627937
05/07,29.654673
05/08,29.701004
05/09,29.733557
05/10,29.728806
05/11,29.738356
05/12,29.714104
05/13,29.790003
05/14,29.815744
05/15,29.81185
05/16,29.814695
05/17,29.788017
05/18,29.810678
05/19,29.848873
05/20,29.853498
05/21,29.870398
05/22,29.852913
05/23,29.852327
05/24,29.864586
05/25,29.842453
05/26,29.85447
05/27,29.861374
05/28,29.822422
05/29,29.832788
05/30,29.7928
05/31,29.809893
06/01,29.843678
06/02,29.895828
06/03,29.943138
06/04,29.903627
06/05,29.936377
06/06,29.917412
06/07,29.891191
06/08,29.916182
06/09,29.91963
06/10,29.929024
06/11,29.875803
06/12,29.854572
06/13,29.838303
06/14,29.85839
06/15,29.853827
06/16,29.798464
06/17,29.750418
06/18,29.76754
06/19,29.753653
06/20,29.787386
06/21,29.786715
06/22,29.782434
06/23,29.718592
06/24,29.734575
06/25,29.735464
06/26,29.780832
06/27,29.786283
06/28,29.771807
06/29,29.809534
06/30,29.853134
07/01,29.854445
07/02,29.861616
07/03,29.840399
07/04,29.78417
07/05,29.753202
07/06,29.786207
07/07,29.760696
07/08,29.81912
07/09,29.858799
07/10,29.825748
07/11,29.813963
07/12,29.830015
07/13,29.796236
07/14,29.789322
07/15,29.716751
07/16,29.737782
07/17,29.7344
07/18,29.738544
07/19,29.706083
07/20,29.675278
07/21,29.72291
07/22,29.662321
07/23,29.697004
07/24,29.748926
07/25,29.761696
07/26,29.787788
07/27,29.800182
07/28,29.747513
07/29,29.754044
07/30,29.75379
07/31,29.752876
08/01,29.728224
08/02,29.743872
08/03,29.731932
08/04,29.695343
08/05,29.710709
08/06,29.685686
08/07,29.698885
08/08,29.644142
08/09,29.66022
08/10,29.69988
08/11,29.719822
08/12,29.682814
08/13,29.66915
08/14,29.693417
08/15,29.69558
08/16,29.653301
08/17,29.655182
08/18,29.67225
08/19,29.65001
08/20,29.674284
08/21,29.702375
08/22,29.689922
08/23,29.679947
08/24,29.711538
08/25,29.67051
08/26,29.655636
08/27,29.701956
08/28,29.607943
08/29,29.63299
08/30,29.66795
08/31,29.651445
09/01,29.676182
09/02,29.703262
09/03,29.675846
09/04,29.612116
09/05,29.699553
09/06,29.649525
09/07,29.63768
09/08,29.588104
09/09,29.634909
09/10,29.685131
09/11,29.7261
09/12,29.710833
09/13,29.706762
09/14,29.753002
09/15,29.739807
09/16,29.73241
09/17,29.682243
09/18,29.673582
09/19,29.723328
09/20,29.777546
09/21,29.764132
09/22,29.779198
09/23,29.788336
09/24,29.797714
09/25,29.758297
09/26,29.752174
09/27,29.74009
09/28,29.7262
09/29,29.70926
09/30,29.709982
10/01,29.715233
10/02,29.68817
10/03,29.693779
10/04,29.75797
10/05,29.761919
10/06,29.758099
10/07,29.789394
10/08,29.79543
10/09,29.809341
10/10,29.755777
10/11,29.774805
10/12,29.765665
10/13,29.781214
10/14,29.83562
10/15,29.829224
10/16,29.79252
10/17,29.812717
10/18,29.800924
10/19,29.78937
10/20,29.77252
10/21,29.78735
10/22,29.760572
10/23,29.760056
10/24,29.738274
10/25,29.741844
10/26,29.741627
10/27,29.752884
10/28,29.728035
10/29,29.7003
10/30,29.696884
10/31,29.72255
11/01,29.740528
11/02,29.702745
11/03,29.704931
11/04,29.689589
11/05,29.684834
11/06,29.665564
11/07,29.657394
11/08,29.748556
11/09,29.707773
11/10,29.654789
11/11,29.783031
11/12,29.797903
11/13,29.81421
11/14,29.843657
11/15,29.87185
11/16,29.847116
11/17,29.855938
11/18,29.846405
11/19,29.832933
11/20,29.839582
11/21,29.866753
11/22,29.848799
11/23,29.838137
11/24,29.829782
11/25,29.810413
11/26,29.862852
11/27,29.862907
11/28,29.860025
11/29,29.851404
11/30,29.847458
12/01,29.834997
12/02,29.788021
12/03,29.811354
12/04,29.802536
12/05,29.756443
12/06,29.773228
12/07,29.759436
12/08,29.81368
12/09,29.849049
12/10,29.860533
12/11,29.789894
12/12,29.819992
12/13,29.772886
12/14,29.793303
12/15,29.799747
12/16,29.81121
12/17,29.8236
12/18,29.85217
12/19,29.798462
12/20,29.857832
12/21,29.887243
12/22,29.843706
12/23,29.901756
12/24,29.861687
12/25,29.861574
12/26,29.78528
12/27,29.77913
12/28,29.822472
12/29,29.733952
12/30,29.705214
12/31,29.671745
