time,sst
01/01,28.600618
01/02,28.58717
01/03,28.582052
01/04,28.56944
01/05,28.567068
01/06,28.562487
01/07,28.557968
01/08,28.536562
01/09,28.48467
01/10,28.49235
01/11,28.476332
01/12,28.453087
01/13,28.41252
01/14,28.383493
01/15,28.360506
01/16,28.352585
01/17,28.376762
01/18,28.387556
01/19,28.379152
01/20,28.383537
01/21,28.374804
01/22,28.39022
01/23,28.342178
01/24,28.315638
01/25,28.310434
01/26,28.310057
01/27,28.282553
01/28,28.301928
01/29,28.256624
01/30,28.233097
01/31,28.230314
02/01,28.241594
02/02,28.243484
02/03,28.275778
02/04,28.283804
02/05,28.260803
02/06,28.261415
02/07,28.266514
02/08,28.246048
02/09,28.250317
02/10,28.275078
02/11,28.288836
02/12,28.308275
02/13,28.324736
02/14,28.313404
02/15,28.296818
02/16,28.316484
02/17,28.303179
02/18,28.30776
02/19,28.348305
02/20,28.342701
02/21,28.346054
02/22,28.342638
02/23,28.332985
02/24,28.340624
02/25,28.352
02/26,28.398367
02/27,28.385853
02/28,28.3772
02/29,28.365892
03/01,28.382889
03/02,28.377573
03/03,28.388828
03/04,28.400326
03/05,28.396996
03/06,28.398176
03/07,28.420662
03/08,28.459455
03/09,28.44914
03/10,28.470274
03/11,28.45807
03/12,28.441465
03/13,28.439266
03/14,28.456211
03/15,28.461592
03/16,28.441208
03/17,28.422554
03/18,28.426523
03/19,28.448706
03/20,28.440796
03/21,28.459671
03/22,28.488781
03/23,28.492332
03/24,28.510532
03/25,28.50166
03/26,28.537022
03/27,28.502115
03/28,28.530111
03/29,28.536156
03/30,28.49134
03/31,28.503944
04/01,28.50959
04/02,28.532553
04/03,28.534868
04/04,28.54513
04/05,28.522423
04/06,28.545887
04/07,28.562073
04/08,28.583508
04/09,28.608864
04/10,28.643091
04/11,28.593729
04/12,28.571993
04/13,28.617147
04/14,28.605318
04/15,28.60518
04/16,28.59451
04/17,28.603086
04/18,28.59329
04/19,28.594717
04/20,28.602005
04/21,28.594297
04/22,28.625233
04/23,28.620787
04/24,28.649223
04/25,28.670113
04/26,28.660227
04/27,28.6584
04/28,28.66973
04/29,28.674038
04/30,28.660595
05/01,28.669971
05/02,28.677675
05/03,28.689363
05/04,28.671888
05/05,28.677275
05/06,28.691011
05/07,28.686228
05/08,28.710886
05/09,28.718298
05/10,28.717459
05/11,28.698921
05/12,28.708784
05/13,28.721245
05/14,28.714827
05/15,28.73619
05/16,28.755001
05/17,28.742138
05/18,28.770935
05/19,28.766918
05/20,28.784424
05/21,28.810556
05/22,28.841135
05/23,28.821291
05/24,28.815453
05/25,28.794542
05/26,28.806435
05/27,28.824755
05/28,28.844776
05/29,28.852453
05/30,28.857033
05/31,28.879322
06/01,28.892479
06/02,28.870966
06/03,28.862398
06/04,28.848999
06/05,28.849142
06/06,28.83171
06/07,28.832384
06/08,28.831749
06/09,28.830156
06/10,28.859678
06/11,28.871061
06/12,28.881292
06/13,28.929424
06/14,28.91297
06/15,28.883991
06/16,28.933723
06/17,28.957397
06/18,28.998177
06/19,28.96132
06/20,28.97724
06/21,28.9587
06/22,28.968843
06/23,28.988327
06/24,28.964941
06/25,28.973703
06/26,28.98295
06/27,29.045595
06/28,29.02436
06/29,29.03736
06/30,29.03624
07/01,29.059313
07/02,29.010246
07/03,29.023949
07/04,29.05075
07/05,29.050064
07/06,29.067581
07/07,29.07829
07/08,29.096617
07/09,29.145367
07/10,29.135052
07/11,29.105711
07/12,29.085835
07/13,29.101482
07/14,29.062414
07/15,29.087145
07/16,29.097673
07/17,29.118658
07/18,29.148264
07/19,29.125317
07/20,29.207546
07/21,29.20109
07/22,29.21342
07/23,29.221695
07/24,29.187628
07/25,29.251396
07/26,29.259842
07/27,29.266478
07/28,29.198193
07/29,29.26856
07/30,29.26718
07/31,29.260052
08/01,29.245237
08/02,29.33866
08/03,29.283264
08/04,29.359823
08/05,29.352869
08/06,29.315142
08/07,29.38145
08/08,29.415197
08/09,29.397532
08/10,29.356924
08/11,29.344294
08/12,29.33113
08/13,29.297806
08/14,29.357332
08/15,29.29047
08/16,29.353882
08/17,29.36085
08/18,29.376553
08/19,29.433254
08/20,29.37787
08/21,29.373177
08/22,29.399881
08/23,29.491499
08/24,29.463694
08/25,29.485157
08/26,29.50185
08/27,29.462486
