time,sst
01/01,23.945154
01/02,23.98814
01/03,24.033718
01/04,24.111559
01/05,24.166367
01/06,24.22164
01/07,24.249485
01/08,24.292715
01/09,24.338074
01/10,24.412664
01/11,24.453741
01/12,24.496334
01/13,24.554972
01/14,24.598627
01/15,24.654879
01/16,24.72097
01/17,24.769987
01/18,24.814342
01/19,24.845047
01/20,24.896738
01/21,24.960043
01/22,25.026455
01/23,25.0592
01/24,25.09932
01/25,25.17193
01/26,25.227774
01/27,25.265219
01/28,25.307932
01/29,25.373356
01/30,25.430548
01/31,25.4868
02/01,25.548782
02/02,25.608206
02/03,25.655203
02/04,25.701893
02/05,25.727285
02/06,25.728464
02/07,25.755716
02/08,25.811752
02/09,25.850214
02/10,25.903225
02/11,25.973139
02/12,26.030233
02/13,26.08238
02/14,26.130844
02/15,26.198856
02/16,26.236149
02/17,26.25719
02/18,26.328869
02/19,26.37859
02/20,26.441307
02/21,26.50622
02/22,26.52583
02/23,26.563486
02/24,26.646656
02/25,26.667007
02/26,26.652021
02/27,26.687195
02/28,26.719376
02/29,26.912094
03/01,26.764349
03/02,26.785555
03/03,26.813814
03/04,26.857782
03/05,26.88123
03/06,26.887247
03/07,26.872763
03/08,26.893715
03/09,26.937511
03/10,26.965137
03/11,26.950998
03/12,26.985264
03/13,27.015625
03/14,27.058544
03/15,27.065918
03/16,27.06258
03/17,27.091263
03/18,27.126251
03/19,27.184505
03/20,27.190386
03/21,27.168734
03/22,27.134783
03/23,27.172518
03/24,27.216602
03/25,27.275528
03/26,27.302969
03/27,27.306284
03/28,27.286488
03/29,27.309956
03/30,27.321125
03/31,27.315102
04/01,27.311138
04/02,27.36266
04/03,27.370058
04/04,27.34394
04/05,27.341108
04/06,27.35581
04/07,27.33952
04/08,27.315727
04/09,27.313354
04/10,27.307528
04/11,27.313086
04/12,27.30092
04/13,27.268147
04/14,27.276445
04/15,27.247395
04/16,27.252277
04/17,27.235744
04/18,27.235527
04/19,27.228205
04/20,27.215452
04/21,27.201128
04/22,27.21806
04/23,27.224123
04/24,27.19587
04/25,27.174463
04/26,27.167553
04/27,27.15061
04/28,27.131678
04/29,27.08976
04/30,27.086842
05/01,27.026701
05/02,27.03277
05/03,27.005476
05/04,26.996397
05/05,26.973137
05/06,26.952454
05/07,26.923622
05/08,26.884218
05/09,26.83092
05/10,26.787096
05/11,26.736158
05/12,26.782345
05/13,26.699432
05/14,26.655878
05/15,26.62179
05/16,26.586332
05/17,26.543255
05/18,26.50346
05/19,26.51225
05/20,26.50202
05/21,26.469915
05/22,26.453896
05/23,26.40261
05/24,26.362764
05/25,26.348345
05/26,26.330536
05/27,26.321198
05/28,26.296608
05/29,26.23863
05/30,26.201532
05/31,26.179302
06/01,26.159029
06/02,26.13023
06/03,26.117422
06/04,26.064648
06/05,26.003962
06/06,25.950693
06/07,25.904392
06/08,25.804798
06/09,25.749899
06/10,25.707676
06/11,25.665277
06/12,25.599514
06/13,25.518045
06/14,25.430645
06/15,25.366655
06/16,25.340946
06/17,25.297638
06/18,25.241693
06/19,25.200928
06/20,25.180393
06/21,25.156
06/22,25.106533
06/23,25.004929
06/24,24.977608
06/25,24.952604
06/26,24.920692
06/27,24.874966
06/28,24.803646
06/29,24.7727
06/30,24.735111
07/01,24.707613
07/02,24.652433
07/03,24.598637
07/04,24.56615
07/05,24.543413
07/06,24.520048
07/07,24.473295
07/08,24.414557
07/09,24.365707
07/10,24.323324
07/11,24.28478
07/12,24.251028
07/13,24.219986
07/14,24.184523
07/15,24.097635
07/16,24.044476
07/17,24.01654
07/18,23.970545
07/19,23.946466
07/20,23.915762
07/21,23.904707
07/22,23.88508
07/23,23.865099
07/24,23.82331
07/25,23.792587
07/26,23.768814
07/27,23.729794
07/28,23.71167
07/29,23.741215
07/30,23.71203
07/31,23.682644
08/01,23.619263
08/02,23.613438
08/03,23.560635
08/04,23.512217
08/05,23.47836
08/06,23.444784
08/07,23.416748
08/08,23.400204
08/09,23.40866
08/10,23.381351
08/11,23.345943
08/12,23.393116
08/13,23.410286
08/14,23.353956
08/15,23.324081
08/16,23.301733
08/17,23.2941
08/18,23.219296
08/19,23.172935
08/20,23.164202
08/21,23.135939
08/22,23.13255
08/23,23.118418
08/24,23.093132
08/25,23.062035
08/26,23.035566
08/27,23.014719
08/28,22.984291
08/29,22.959188
08/30,22.91754
08/31,22.90052
09/01,22.852858
09/02,22.819727
09/03,22.797935
09/04,22.774143
09/05,22.761961
09/06,22.75595
09/07,22.764406
09/08,22.74996
09/09,22.723137
09/10,22.68093
09/11,22.67072
09/12,22.681776
09/13,22.676413
09/14,22.690845
09/15,22.666842
09/16,22.643503
09/17,22.634867
09/18,22.622272
09/19,22.596273
09/20,22.567877
09/21,22.554989
09/22,22.54711
09/23,22.536749
09/24,22.537985
09/25,22.54043
