time,sst
01/01,26.92542
01/02,26.918465
01/03,26.948046
01/04,26.989923
01/05,27.058304
01/06,27.080046
01/07,27.114746
01/08,27.059855
01/09,27.031008
01/10,26.983059
01/11,26.930624
01/12,26.850878
01/13,26.82813
01/14,26.845663
01/15,26.855793
01/16,26.90991
01/17,26.96325
01/18,26.95345
01/19,26.902674
01/20,26.86352
01/21,26.870092
01/22,26.857197
01/23,26.867174
01/24,26.887829
01/25,26.875027
01/26,26.902494
01/27,26.940533
01/28,26.943193
01/29,26.908709
01/30,26.865112
01/31,26.864538
02/01,26.868914
02/02,26.861528
02/03,26.90758
02/04,26.97209
02/05,26.943316
02/06,26.970398
02/07,27.12711
02/08,27.120338
02/09,26.972689
02/10,26.969172
02/11,26.96056
02/12,26.93527
02/13,26.909737
02/14,26.921211
02/15,26.912481
02/16,26.930109
02/17,26.983532
02/18,26.96939
02/19,26.920929
02/20,26.902374
02/21,26.936098
02/22,27.0075
02/23,27.011206
02/24,26.968279
02/25,26.961035
02/26,27.013483
02/27,27.025225
02/28,27.017767
02/29,26.875814
03/01,27.038956
03/02,27.039927
03/03,27.017742
03/04,27.017773
03/05,27.030855
03/06,27.037842
03/07,27.058472
03/08,27.085302
03/09,27.023914
03/10,27.083488
03/11,27.156008
03/12,27.1638
03/13,27.16212
03/14,27.12242
03/15,27.179028
03/16,27.204168
03/17,27.221014
03/18,27.2357
03/19,27.32674
03/20,27.330359
03/21,27.335936
03/22,27.328167
03/23,27.33443
03/24,27.376081
03/25,27.440199
03/26,27.43139
03/27,27.4689
03/28,27.514488
03/29,27.578123
03/30,27.58476
03/31,27.607794
04/01,27.593292
04/02,27.584911
04/03,27.57791
04/04,27.55036
04/05,27.572529
04/06,27.638834
04/07,27.684101
04/08,27.757154
04/09,27.756868
04/10,27.772223
04/11,27.774841
04/12,27.77581
04/13,27.7819
04/14,27.763159
04/15,27.760239
04/16,27.81907
04/17,27.823
04/18,27.790133
04/19,27.830057
04/20,27.831402
04/21,27.844995
04/22,27.862957
04/23,27.895454
04/24,27.925386
04/25,27.909527
04/26,27.933435
04/27,27.948452
04/28,28.00518
04/29,28.030804
04/30,28.016975
05/01,28.038698
05/02,28.051878
05/03,28.065454
05/04,28.053747
05/05,28.011068
05/06,27.96966
05/07,27.984924
05/08,27.993969
05/09,27.982735
05/10,28.01884
05/11,28.021954
05/12,28.01901
05/13,28.053738
05/14,28.069353
05/15,28.095596
05/16,28.11737
05/17,28.151466
05/18,28.183594
05/19,28.24275
05/20,28.218134
05/21,28.279675
05/22,28.268597
05/23,28.253485
05/24,28.201162
05/25,28.279482
05/26,28.273907
05/27,28.290546
05/28,28.299393
05/29,28.313463
05/30,28.317553
05/31,28.281778
06/01,28.260178
06/02,28.24893
06/03,28.210253
06/04,28.20935
06/05,28.146004
06/06,28.203093
06/07,28.221077
06/08,28.229765
06/09,28.21331
06/10,28.188616
06/11,28.211569
06/12,28.209778
06/13,28.177504
06/14,28.1802
06/15,28.143465
06/16,28.145895
06/17,28.129698
06/18,28.134176
06/19,28.169388
06/20,28.189209
06/21,28.107008
06/22,28.107592
06/23,28.105732
06/24,28.11859
06/25,28.086319
06/26,28.090433
06/27,28.112185
06/28,28.137836
06/29,28.097542
06/30,28.082872
07/01,28.099373
07/02,28.10273
07/03,28.05715
07/04,28.011972
07/05,28.037102
07/06,28.027618
07/07,28.0447
07/08,27.953531
07/09,27.971472
07/10,28.064474
07/11,28.057085
07/12,27.926044
07/13,27.885164
07/14,27.901487
07/15,27.913202
07/16,27.88514
07/17,27.838945
07/18,27.80053
07/19,27.8514
07/20,27.914637
07/21,27.923887
07/22,27.919195
07/23,27.93633
07/24,27.91946
07/25,27.890265
07/26,27.873955
07/27,27.835333
07/28,27.817541
07/29,27.821613
07/30,27.818209
07/31,27.83499
08/01,27.830395
08/02,27.781174
08/03,27.703035
08/04,27.61374
08/05,27.584196
08/06,27.58257
08/07,27.59774
08/08,27.66224
08/09,27.679699
08/10,27.712524
08/11,27.732445
08/12,27.73662
08/13,27.7406
08/14,27.709702
08/15,27.70767
08/16,27.774246
08/17,27.785616
08/18,27.76837
08/19,27.767117
08/20,27.713528
08/21,27.689234
08/22,27.705954
08/23,27.672655
08/24,27.616877
08/25,27.597889
08/26,27.600683
08/27,27.623962
08/28,27.579943
08/29,27.568338
08/30,27.542662
08/31,27.522324
09/01,27.505753
09/02,27.665888
09/03,27.62699
09/04,27.596216
09/05,27.618557
09/06,27.651972
09/07,27.673191
09/08,27.74034
09/09,27.746704
09/10,27.637302
09/11,27.609695
09/12,27.616163
09/13,27.675728
09/14,27.724981
09/15,27.709099
09/16,27.664827
09/17,27.633024
09/18,27.641989
09/19,27.66774
09/20,27.683666
09/21,27.795141
09/22,27.780031
09/23,27.810669
09/24,27.842754
09/25,27.916769
09/26,27.888857
09/27,27.852173
09/28,27.820185
09/29,27.724655
09/30,27.70785
10/01,27.690962
10/02,27.628801
10/03,27.600037
10/04,27.681183
10/05,27.777052
10/06,27.802504
10/07,27.77598
10/08,27.747726
10/09,27.683182
10/10,27.734507
10/11,27.771513
10/12,27.726353
10/13,27.752174
10/14,27.762323
10/15,27.695114
10/16,27.716017
10/17,27.911219
10/18,27.833488
10/19,27.8332
10/20,27.83188
10/21,27.860617
10/22,27.90577
10/23,27.995407
10/24,27.85444
10/25,27.900127
10/26,27.924553
10/27,27.909151
10/28,27.86654
10/29,27.897032
10/30,27.770628
10/31,27.711962
11/01,27.719837
11/02,27.688452
11/03,27.691635
11/04,27.775728
11/05,27.748718
11/06,27.689896
11/07,27.571444
11/08,27.527344
11/09,27.58092
11/10,27.597021
11/11,27.593336
11/12,27.527023
11/13,27.665503
11/14,27.684427
11/15,27.772533
11/16,27.730227
11/17,27.727472
11/18,27.716438
11/19,27.70944
11/20,27.70986
11/21,27.841396
11/22,27.853426
11/23,27.690613
11/24,27.634577
11/25,27.628645
11/26,27.65058
11/27,27.636827
11/28,27.603205
11/29,27.6127
11/30,27.670044
12/01,27.645422
12/02,27.585665
12/03,27.546377
12/04,27.596245
12/05,27.59308
12/06,27.643784
12/07,27.63678
12/08,27.430456
12/09,27.384466
12/10,27.339344
12/11,27.381128
12/12,27.468433
12/13,27.365398
12/14,27.297117
12/15,27.287945
12/16,27.327154
12/17,27.224052
12/18,27.214859
12/19,27.228848
12/20,27.280037
12/21,27.270111
12/22,27.262632
12/23,27.28532
12/24,27.27667
12/25,27.255474
12/26,27.253187
12/27,27.227613
12/28,27.207325
12/29,27.110374
12/30,26.960733
12/31,26.950487
