time,sst
01/01,27.227308
01/02,27.17028
01/03,27.162153
01/04,27.169008
01/05,27.22245
01/06,27.19565
01/07,27.174196
01/08,27.195011
01/09,27.164019
01/10,27.150925
01/11,27.08279
01/12,27.065462
01/13,27.002094
01/14,27.066944
01/15,27.029896
01/16,27.021046
01/17,26.98136
01/18,26.953867
01/19,26.917439
01/20,26.90958
01/21,26.93982
01/22,26.974285
01/23,26.974394
01/24,26.969322
01/25,26.957092
01/26,26.944986
01/27,26.926033
01/28,26.912283
01/29,26.892956
01/30,26.877903
01/31,26.876352
02/01,26.874842
02/02,26.875395
02/03,26.857561
02/04,26.876877
02/05,26.906145
02/06,26.86404
02/07,26.917444
02/08,26.916483
02/09,26.917547
02/10,26.926548
02/11,26.85911
02/12,26.908558
02/13,26.95666
02/14,26.937847
02/15,26.972008
02/16,26.934595
02/17,26.935944
02/18,26.96916
02/19,26.92105
02/20,26.907627
02/21,26.91593
02/22,26.913157
02/23,26.916292
02/24,26.945536
02/25,26.921072
02/26,26.938375
02/27,26.985697
02/28,26.978662
02/29,26.661743
03/01,26.99006
03/02,27.01062
03/03,27.054073
03/04,27.018177
03/05,27.051773
03/06,27.071545
03/07,27.088373
03/08,27.084885
03/09,27.11731
03/10,27.14059
03/11,27.127071
03/12,27.124151
03/13,27.176453
03/14,27.206522
03/15,27.227024
03/16,27.221119
03/17,27.178455
03/18,27.18539
03/19,27.288668
03/20,27.314358
03/21,27.323528
03/22,27.322973
03/23,27.318521
03/24,27.321722
03/25,27.332376
03/26,27.3543
03/27,27.348164
03/28,27.354916
03/29,27.356184
03/30,27.368332
03/31,27.387957
04/01,27.438494
04/02,27.421968
04/03,27.460638
04/04,27.544222
04/05,27.565708
04/06,27.57056
04/07,27.593027
04/08,27.619274
04/09,27.607496
04/10,27.660444
04/11,27.658127
04/12,27.632574
04/13,27.646093
04/14,27.681044
04/15,27.69463
04/16,27.731707
04/17,27.761679
04/18,27.756563
04/19,27.834578
04/20,27.769018
04/21,27.783346
04/22,27.735882
04/23,27.762829
04/24,27.773237
04/25,27.81998
04/26,27.840729
04/27,27.84771
04/28,27.877668
04/29,27.867437
04/30,27.88344
05/01,27.958025
05/02,27.970598
05/03,28.0346
05/04,28.072977
05/05,28.050993
05/06,28.017706
05/07,28.08842
05/08,28.098398
05/09,28.13246
05/10,28.13144
05/11,28.16237
05/12,28.182446
05/13,28.172274
05/14,28.157232
05/15,28.194836
05/16,28.186853
05/17,28.219522
05/18,28.2542
05/19,28.240871
05/20,28.21683
05/21,28.195517
05/22,28.277044
05/23,28.271564
05/24,28.274555
05/25,28.260052
05/26,28.285112
05/27,28.185312
05/28,28.148726
05/29,28.215096
05/30,28.225168
05/31,28.260315
06/01,28.260351
06/02,28.24806
06/03,28.236189
06/04,28.19876
06/05,28.219719
06/06,28.221704
06/07,28.252457
06/08,28.226465
06/09,28.22861
06/10,28.195631
06/11,28.208939
06/12,28.204199
06/13,28.24941
06/14,28.278048
06/15,28.302168
06/16,28.310295
06/17,28.248419
06/18,28.282507
06/19,28.293995
06/20,28.289984
06/21,28.277594
06/22,28.254301
06/23,28.250364
06/24,28.267517
06/25,28.264664
06/26,28.223747
06/27,28.219742
06/28,28.109324
06/29,28.141584
06/30,28.156649
07/01,28.150808
07/02,28.18257
07/03,28.200623
07/04,28.219912
07/05,28.243235
07/06,28.248144
07/07,28.251495
07/08,28.284826
07/09,28.289831
07/10,28.270706
07/11,28.257124
07/12,28.239632
07/13,28.230156
07/14,28.198767
07/15,28.13005
07/16,28.146639
07/17,28.14332
07/18,28.140451
07/19,28.129461
07/20,28.147997
07/21,28.172012
07/22,28.180567
07/23,28.222893
07/24,28.195326
07/25,28.181631
07/26,28.164454
07/27,28.140177
07/28,28.146812
07/29,28.229712
07/30,28.201906
07/31,28.138718
08/01,28.144014
08/02,28.134146
08/03,28.127914
08/04,28.125677
08/05,28.087631
08/06,28.072824
08/07,28.074812
08/08,28.084213
08/09,28.097044
08/10,28.12217
08/11,28.131088
08/12,28.12596
08/13,28.126953
08/14,28.067202
08/15,28.085184
08/16,28.113974
08/17,28.10637
08/18,28.096357
08/19,28.072702
08/20,28.08417
08/21,28.10723
08/22,28.110107
08/23,28.062988
08/24,28.030024
08/25,28.05146
08/26,28.069399
08/27,28.04757
08/28,28.01013
08/29,27.934498
08/30,27.965761
08/31,27.929132
09/01,27.931376
09/02,27.877754
09/03,27.849474
09/04,27.888542
09/05,27.949013
09/06,27.954226
09/07,27.957022
09/08,27.952047
09/09,27.943077
09/10,27.932396
09/11,27.958412
09/12,27.933855
09/13,27.931406
09/14,27.943062
09/15,27.95473
09/16,27.921072
09/17,27.883942
09/18,27.90547
09/19,27.853521
09/20,27.88415
09/21,27.89257
09/22,27.91166
09/23,27.93956
09/24,27.966196
09/25,28.008974
09/26,28.017326
09/27,27.993593
09/28,27.97676
09/29,28.033585
09/30,28.02355
10/01,28.005182
10/02,27.989738
10/03,27.974041
10/04,27.971169
10/05,27.979856
10/06,28.036512
10/07,28.030523
10/08,28.029205
