time,sst
01/01,28.86381
01/02,28.864594
01/03,28.833292
01/04,28.82583
01/05,28.795654
01/06,28.779442
01/07,28.757841
01/08,28.791544
01/09,28.803972
01/10,28.794271
01/11,28.796038
01/12,28.782595
01/13,28.803507
01/14,28.788956
01/15,28.78066
01/16,28.771414
01/17,28.73739
01/18,28.807024
01/19,28.809107
01/20,28.822548
01/21,28.81978
01/22,28.814402
01/23,28.761969
01/24,28.78303
01/25,28.731829
01/26,28.679008
01/27,28.653666
01/28,28.620813
01/29,28.558573
01/30,28.593557
01/31,28.63832
02/01,28.637728
02/02,28.624693
02/03,28.470892
02/04,28.397806
02/05,28.337402
02/06,28.355024
02/07,28.43522
02/08,28.440125
02/09,28.49115
02/10,28.523504
02/11,28.418612
02/12,28.43866
02/13,28.440119
02/14,28.407349
02/15,28.391953
02/16,28.358072
02/17,28.390236
02/18,28.403318
02/19,28.373186
02/20,28.34968
02/21,28.345427
02/22,28.351278
02/23,28.391184
02/24,28.4225
02/25,28.419853
02/26,28.415457
02/27,28.421549
02/28,28.420881
02/29,27.88445
03/01,28.42077
03/02,28.462236
03/03,28.477663
03/04,28.473581
03/05,28.38192
03/06,28.410416
03/07,28.452509
03/08,28.494469
03/09,28.573517
03/10,28.545877
03/11,28.517118
03/12,28.496262
03/13,28.507128
03/14,28.43297
03/15,28.42317
03/16,28.413078
03/17,28.414545
03/18,28.43132
03/19,28.463804
03/20,28.443617
03/21,28.396845
03/22,28.49749
03/23,28.58764
03/24,28.559034
03/25,28.590359
03/26,28.640373
03/27,28.63188
03/28,28.60489
03/29,28.567675
03/30,28.58365
03/31,28.582542
04/01,28.532135
04/02,28.583467
04/03,28.675955
04/04,28.709383
04/05,28.746134
04/06,28.799555
04/07,28.794065
04/08,28.803108
04/09,28.776375
04/10,28.777147
04/11,28.817484
04/12,28.838654
04/13,28.827494
04/14,28.85301
04/15,28.841616
04/16,28.814844
04/17,28.7956
04/18,28.815268
04/19,28.891983
04/20,28.929018
04/21,28.95945
04/22,28.963799
04/23,29.027555
04/24,29.081087
04/25,29.048836
04/26,29.021812
04/27,29.016684
04/28,29.08063
04/29,29.115822
04/30,29.14515
05/01,29.120049
05/02,29.10539
05/03,29.144918
