time,sst
10/10,29.84
10/11,29.814999
10/12,29.735
10/13,29.805
10/14,29.805
10/15,29.925
10/16,30.045
10/17,29.96
10/18,30.02
10/19,29.95
10/20,29.935
10/21,30.015
10/22,29.795
10/23,29.71
10/24,29.835
10/25,29.724998
10/26,29.66
10/27,29.705
10/28,29.720001
10/29,29.77
10/30,29.775
10/31,29.82
11/01,29.849998
11/02,29.744999
11/03,29.735
11/04,29.654999
11/05,29.645
11/06,29.58
11/07,29.525002
11/08,29.52
11/09,29.5
11/10,29.585
11/11,29.875
11/12,29.765
11/13,29.75
11/14,29.8
11/15,29.655
11/16,29.560001
11/17,29.65
11/18,29.64
11/19,29.5
11/20,29.55
11/21,29.435
11/22,29.485
11/23,29.52
11/24,29.77
11/25,29.66
11/26,29.715
11/27,29.79
11/28,29.795
11/29,29.71
11/30,29.575
12/01,29.68
12/02,29.635
12/03,29.51
12/04,29.485
12/05,29.53
12/06,29.49
12/07,29.316666
12/08,29.253334
12/09,29.363333
12/10,29.330002
12/11,29.296667
12/12,29.339998
12/13,29.273333
12/14,29.269999
12/15,29.266668
12/16,29.34
12/17,29.093332
12/18,28.983332
12/19,28.983332
12/20,29.043333
12/21,29.0
12/22,28.916666
12/23,28.92
12/24,28.786667
12/25,28.95
12/26,28.935001
12/27,29.105
12/28,29.145
12/29,29.025002
12/30,29.045
12/31,29.29
