time,sst
01/01,29.185001
01/02,29.09
01/03,29.080002
01/04,29.03
01/05,28.895
01/06,28.94
01/07,28.810001
01/08,28.619999
01/09,28.545
01/10,28.564999
01/11,28.55
01/12,28.650002
01/13,28.64
01/14,28.43
01/15,28.405
01/16,28.465
01/17,28.44
01/18,28.435001
01/19,28.365
01/20,28.335
01/21,28.52
01/22,28.515
01/23,28.29
01/24,28.314999
01/25,28.135
01/26,28.02
01/27,27.95
01/28,27.84
01/29,28.08
01/30,27.93
01/31,27.95
02/01,27.83
02/02,27.77
02/03,27.69
02/04,27.44
02/05,27.49
02/06,27.68
02/07,27.68
02/08,28.03
02/09,28.15
02/10,27.97
02/11,27.97
02/12,27.79
02/13,27.8
02/14,28.09
02/15,27.91
02/16,28.14
02/17,28.03
02/18,27.99
02/19,28.15
02/20,28.2
02/21,28.14
02/22,28.2
02/23,28.17
02/24,28.19
02/25,28.17
02/26,28.19
02/27,28.06
02/28,27.9
02/29,
03/01,27.87
03/02,27.87
03/03,27.96
03/04,28.03
03/05,28.07
03/06,28.0
03/07,27.86
03/08,27.69
03/09,27.74
03/10,27.79
03/11,28.0
03/12,28.03
03/13,27.94
03/14,27.88
03/15,27.72
03/16,27.6
03/17,27.53
03/18,27.74
03/19,27.72
03/20,27.57
03/21,27.41
03/22,27.54
03/23,27.53
03/24,27.61
03/25,27.58
03/26,27.73
03/27,27.73
03/28,27.74
03/29,27.82
03/30,27.8
03/31,27.8
04/01,27.97
04/02,28.1
04/03,28.04
04/04,28.01
04/05,28.06
04/06,28.07
04/07,28.06
04/08,28.12
04/09,28.17
04/10,28.11
04/11,28.3
04/12,28.46
04/13,28.64
04/14,28.65
04/15,28.39
04/16,28.4
04/17,28.49
04/18,28.53
04/19,28.44
04/20,
04/21,28.46
04/22,28.46
04/23,28.48
04/24,28.42
04/25,28.48
04/26,28.54
04/27,28.52
04/28,28.49
04/29,28.55
04/30,29.02
05/01,28.98
05/02,28.97
05/03,29.1
05/04,29.17
05/05,29.28
05/06,29.19
05/07,29.2
05/08,29.19
05/09,29.29
05/10,29.23
05/11,29.48
05/12,29.31
05/13,29.21
05/14,29.33
05/15,29.27
05/16,29.24
05/17,29.3
05/18,29.45
05/19,29.43
05/20,29.44
05/21,29.29
05/22,29.19
05/23,29.18
05/24,29.39
05/25,29.76
05/26,29.95
05/27,29.71
05/28,29.53
05/29,29.54
05/30,29.72
05/31,29.71
06/01,29.71
06/02,29.92
06/03,29.81
06/04,29.99
06/05,29.8
06/06,29.95
06/07,29.91
06/08,29.81
06/09,29.93
06/10,30.01
06/11,29.97
06/12,29.78
06/13,29.64
06/14,29.56
06/15,
06/16,29.65
06/17,29.56
06/18,29.61
06/19,29.84
06/20,29.73
06/21,29.68
06/22,29.62
06/23,29.68
06/24,29.72
06/25,29.39
06/26,29.43
06/27,29.41
06/28,29.56
06/29,29.4
06/30,29.6
07/01,29.69
07/02,29.83
07/03,29.75
07/04,30.04
07/05,30.18
07/06,29.91
07/07,29.95
07/08,29.77
07/09,29.994999
07/10,29.895
07/11,29.904999
07/12,29.884998
07/13,29.945
07/14,29.77
07/15,29.7
07/16,29.630001
07/17,29.515
07/18,29.715
07/19,29.715
07/20,29.485
07/21,29.41
07/22,29.415
07/23,29.585
07/24,29.765
07/25,29.67
07/26,29.380001
07/27,29.535
07/28,29.62
07/29,29.685
07/30,29.68
07/31,29.605
08/01,29.73
08/02,29.48
08/03,29.42
08/04,29.71
08/05,29.605
08/06,29.535
08/07,29.845001
08/08,29.630001
08/09,29.875
08/10,29.939999
08/11,29.77
08/12,29.685001
08/13,29.935001
08/14,30.03
08/15,29.555
08/16,29.654999
08/17,30.025
08/18,29.8
08/19,29.68
08/20,29.8
08/21,29.92
08/22,29.869999
08/23,29.77
08/24,29.975
08/25,30.055
08/26,29.919998
08/27,30.060001
08/28,30.035
08/29,29.99
08/30,29.73
08/31,29.735
09/01,29.565
09/02,29.65
09/03,29.59
09/04,29.66
09/05,29.73
09/06,29.79
09/07,29.68
09/08,29.5
09/09,29.32
09/10,29.385
09/11,29.56
09/12,29.635
09/13,29.52
09/14,29.445
09/15,29.615
09/16,29.795
09/17,29.875
09/18,29.990002
09/19,30.09
09/20,29.994999
09/21,29.82
09/22,29.605
09/23,29.445
09/24,29.505001
09/25,29.36
09/26,29.56
09/27,29.615
09/28,29.654999
09/29,29.705
09/30,29.685001
10/01,29.695
10/02,29.585
10/03,29.75
10/04,29.580002
10/05,29.715
10/06,29.955
10/07,29.990002
10/08,29.82
10/09,29.835
