time,sst
01/01,28.554676
01/02,28.587954
01/03,28.602913
01/04,28.582054
01/05,28.543415
01/06,28.541462
01/07,28.570997
01/08,28.550182
01/09,28.533062
01/10,28.569582
01/11,28.553041
01/12,28.532904
01/13,28.560678
01/14,28.586967
01/15,28.589495
01/16,28.534609
01/17,28.526691
01/18,28.516926
01/19,28.543592
01/20,28.521318
01/21,28.496117
01/22,28.499084
01/23,28.496088
01/24,28.496904
01/25,28.502178
01/26,28.463245
01/27,28.4172
01/28,28.383314
01/29,28.419558
01/30,28.423712
01/31,28.440235
02/01,28.453636
02/02,28.460333
02/03,28.407442
02/04,28.384151
02/05,28.418985
02/06,28.418392
02/07,28.421337
02/08,28.411644
02/09,28.358253
02/10,28.36797
02/11,28.355085
02/12,28.302378
02/13,28.308954
02/14,28.296915
02/15,28.3176
02/16,28.35615
02/17,28.347168
02/18,28.383358
02/19,28.359962
02/20,28.358425
02/21,28.313908
02/22,28.338314
02/23,28.33082
02/24,28.318054
02/25,28.324661
02/26,28.33389
02/27,28.33061
02/28,28.37596
02/29,28.262688
03/01,28.39893
03/02,28.415787
03/03,28.418425
03/04,28.392534
03/05,28.400558
03/06,28.403
03/07,28.405224
03/08,28.408426
03/09,28.395418
03/10,28.426802
03/11,28.443594
03/12,28.405252
03/13,28.397133
03/14,28.400146
03/15,28.360834
03/16,28.346607
03/17,28.343319
03/18,28.361067
03/19,28.372864
03/20,28.406244
03/21,28.438486
03/22,28.430626
03/23,28.411428
03/24,28.382246
03/25,28.362177
03/26,28.362732
03/27,28.373137
03/28,28.343328
03/29,28.38254
03/30,28.386522
03/31,28.396917
04/01,28.378681
04/02,28.411854
04/03,28.39554
04/04,28.429108
04/05,28.428123
04/06,28.450745
04/07,28.437603
04/08,28.477827
04/09,28.4659
04/10,28.49308
04/11,28.507345
04/12,28.503178
04/13,28.483957
04/14,28.51462
04/15,28.458286
04/16,28.482082
04/17,28.500006
04/18,28.49108
04/19,28.494003
04/20,28.50439
04/21,28.522894
04/22,28.50568
04/23,28.50542
04/24,28.479984
04/25,28.482765
04/26,28.481197
04/27,28.527645
04/28,28.495222
04/29,28.504337
04/30,28.523876
05/01,28.527279
05/02,28.551273
05/03,28.53191
05/04,28.549282
05/05,28.55389
05/06,28.553839
05/07,28.568722
05/08,28.575457
05/09,28.596613
05/10,28.591576
05/11,28.619844
05/12,28.639553
05/13,28.639929
05/14,28.597357
05/15,28.653637
05/16,28.721949
05/17,28.762644
05/18,28.73997
05/19,28.75423
05/20,28.769217
05/21,28.724289
05/22,28.7341
05/23,28.743921
05/24,28.755268
05/25,28.786316
05/26,28.797052
05/27,28.759546
05/28,28.743038
05/29,28.782679
05/30,28.751348
05/31,28.743902
06/01,28.790844
06/02,28.86359
06/03,28.838476
06/04,28.852612
06/05,28.86443
06/06,28.876648
06/07,28.898844
06/08,28.934652
06/09,28.93388
06/10,28.928392
06/11,28.96905
06/12,28.955753
06/13,28.931463
06/14,28.939264
06/15,28.918615
06/16,28.913061
06/17,28.924404
06/18,28.899618
06/19,28.930868
06/20,28.896683
06/21,28.882534
06/22,28.939642
06/23,28.93475
06/24,28.990683
06/25,29.005184
06/26,29.042528
06/27,29.032448
06/28,28.980295
06/29,28.997747
06/30,28.97388
07/01,28.97699
07/02,29.005676
07/03,29.006216
07/04,29.041855
07/05,29.050507
07/06,29.067295
07/07,29.118607
07/08,29.096777
07/09,29.072687
07/10,29.110554
07/11,29.131617
07/12,29.127832
07/13,29.06809
07/14,29.141644
07/15,29.191875
07/16,29.169273
07/17,29.178242
07/18,29.191223
07/19,29.24468
07/20,29.210323
07/21,29.230635
07/22,29.202547
07/23,29.253004
07/24,29.245905
07/25,29.234386
07/26,29.213749
07/27,29.26205
07/28,29.26816
07/29,29.264265
07/30,29.340574
07/31,29.345034
08/01,29.320864
08/02,29.29536
08/03,29.31325
08/04,29.343807
08/05,29.335903
08/06,29.352034
08/07,29.373623
08/08,29.368763
08/09,29.362028
08/10,29.356949
08/11,29.38455
08/12,29.422674
08/13,29.451101
08/14,29.446
08/15,29.418024
08/16,29.418264
08/17,29.37037
08/18,29.382816
08/19,29.38374
08/20,29.352407
08/21,29.302832
08/22,29.399555
08/23,29.429276
08/24,29.462961
08/25,29.453552
08/26,29.409796
08/27,29.438648
08/28,29.452488
08/29,29.446917
08/30,29.419268
08/31,29.401886
09/01,29.343737
09/02,29.38532
09/03,29.394545
09/04,29.360884
09/05,29.378273
09/06,29.428804
09/07,29.428392
09/08,29.437084
09/09,29.50434
09/10,29.485785
09/11,29.456884
09/12,29.414558
09/13,29.4125
09/14,29.358484
09/15,29.373215
09/16,29.379198
09/17,29.424332
09/18,29.404312
09/19,29.414564
09/20,29.44314
09/21,29.465128
09/22,29.444616
09/23,29.411942
09/24,29.445951
09/25,29.398653
09/26,29.407661
09/27,29.397522
09/28,29.353788
09/29,29.347874
09/30,29.373096
10/01,29.429728
10/02,29.457825
10/03,29.416275
10/04,29.40824
10/05,29.430994
10/06,29.42852
10/07,29.449537
10/08,29.48634
10/09,29.495106
10/10,29.457655
10/11,29.439377
10/12,29.468424
10/13,29.48238
10/14,29.538515
10/15,29.478846
10/16,29.455233
10/17,29.449095
10/18,29.488867
10/19,29.482597
10/20,29.487684
10/21,29.511065
10/22,29.490145
10/23,29.435373
10/24,29.462523
10/25,29.46496
10/26,29.434752
10/27,29.439453
10/28,29.453207
10/29,29.40037
10/30,29.237541
10/31,29.222942
11/01,29.214249
11/02,29.187244
11/03,29.241983
11/04,29.23612
11/05,29.259638
11/06,29.222534
11/07,29.203564
11/08,29.225588
11/09,29.256577
11/10,29.272589
11/11,29.281012
11/12,29.292679
11/13,29.349756
11/14,29.332838
11/15,29.255213
11/16,29.219257
11/17,29.269308
11/18,29.316442
11/19,29.31419
11/20,29.306517
11/21,29.279085
11/22,29.209377
11/23,29.168762
11/24,29.17677
11/25,29.129976
11/26,29.112825
11/27,29.154486
11/28,29.117046
11/29,29.088226
11/30,29.02877
12/01,29.023987
12/02,29.06538
12/03,29.077545
12/04,29.08345
12/05,29.099335
12/06,29.074232
12/07,29.086836
12/08,29.032608
12/09,29.06024
12/10,28.99088
12/11,28.998426
12/12,28.964159
12/13,28.908789
12/14,28.955853
12/15,28.900568
12/16,28.845497
12/17,28.819403
12/18,28.816137
12/19,28.843657
12/20,28.858742
12/21,28.804522
12/22,28.765917
12/23,28.749825
12/24,28.745577
12/25,28.739927
12/26,28.740417
12/27,28.69666
12/28,28.674616
12/29,28.604107
12/30,28.564497
12/31,28.559969
