time,sst
01/01,28.94439
01/02,28.88346
01/03,28.912916
01/04,28.914251
01/05,28.905321
01/06,29.009716
01/07,28.985928
01/08,29.014269
01/09,29.043476
01/10,28.99149
01/11,28.945026
01/12,28.974325
01/13,28.962757
01/14,28.99273
01/15,29.032845
01/16,29.065226
01/17,29.053373
01/18,29.059645
01/19,29.084082
01/20,29.08914
01/21,29.071474
01/22,29.060102
01/23,29.053307
01/24,29.033113
01/25,29.024565
01/26,29.031435
01/27,29.031294
01/28,29.083435
01/29,29.096058
01/30,29.0692
01/31,29.051184
02/01,28.995821
02/02,28.94348
02/03,28.915833
02/04,28.883179
02/05,28.852343
02/06,28.808025
02/07,28.788307
02/08,28.809212
02/09,28.812878
02/10,28.809351
02/11,28.834686
02/12,28.80132
02/13,28.795094
02/14,28.81073
02/15,28.794847
02/16,28.825594
02/17,28.811277
02/18,28.812614
02/19,28.809032
02/20,28.807787
02/21,28.803112
02/22,28.818993
02/23,28.879982
02/24,28.86696
02/25,28.819016
02/26,28.692518
02/27,28.704674
02/28,28.75752
02/29,28.393246
03/01,28.777266
03/02,28.784552
03/03,28.806341
03/04,28.867645
03/05,28.860035
03/06,28.85304
03/07,28.830925
03/08,28.868408
03/09,28.834051
03/10,28.834558
03/11,28.861214
03/12,28.902472
03/13,28.930012
03/14,28.92492
03/15,28.934357
03/16,28.967638
03/17,28.959742
03/18,28.980583
03/19,28.999575
03/20,29.034002
03/21,29.05094
03/22,29.025616
03/23,29.022045
03/24,29.04535
03/25,29.070862
03/26,29.076488
03/27,29.088392
03/28,29.103254
03/29,29.157469
03/30,29.177834
03/31,29.125086
04/01,29.170515
04/02,29.173134
04/03,29.17198
04/04,29.190453
04/05,29.258032
04/06,29.302507
04/07,29.302391
04/08,29.333862
04/09,29.33209
04/10,29.283966
04/11,29.316286
04/12,29.329132
04/13,29.38137
04/14,29.369951
04/15,29.357847
04/16,29.369598
04/17,29.385456
04/18,29.362886
04/19,29.396881
04/20,29.46302
04/21,29.449394
04/22,29.436134
04/23,29.470867
04/24,29.465723
04/25,29.477507
04/26,29.49933
04/27,29.490034
04/28,29.48955
04/29,29.464977
04/30,29.500305
05/01,29.487288
05/02,29.507875
05/03,29.459307
05/04,29.448814
05/05,29.458206
05/06,29.494705
05/07,29.469173
05/08,29.47106
05/09,29.481335
05/10,29.52471
05/11,29.510847
05/12,29.489862
05/13,29.463444
05/14,29.488144
05/15,29.48798
05/16,29.488281
05/17,29.49664
05/18,29.572628
05/19,29.528091
05/20,29.54725
05/21,29.498804
05/22,29.495163
05/23,29.488064
05/24,29.519466
05/25,29.518133
05/26,29.5172
05/27,29.507975
05/28,29.5147
05/29,29.491571
05/30,29.498014
05/31,29.522675
06/01,29.499907
06/02,29.49217
06/03,29.47425
06/04,29.46125
06/05,29.433558
06/06,29.416887
06/07,29.41413
06/08,29.390299
06/09,29.40781
06/10,29.407515
06/11,29.438284
06/12,29.42147
06/13,29.360952
06/14,29.325191
06/15,29.279392
06/16,29.307596
06/17,29.316101
06/18,29.324934
06/19,29.331259
06/20,29.335861
06/21,29.302063
06/22,29.272226
06/23,29.282843
06/24,29.276718
06/25,29.311867
