time,sst
01/01,27.003565
01/02,27.016073
01/03,26.951355
01/04,26.918653
01/05,26.918268
01/06,26.918291
01/07,26.86634
01/08,26.834707
01/09,26.826376
01/10,26.831453
01/11,26.823679
01/12,26.8163
01/13,26.810534
01/14,26.829102
01/15,26.802168
01/16,26.80221
01/17,26.770079
01/18,26.71086
01/19,26.696648
01/20,26.733965
01/21,26.754442
01/22,26.811377
01/23,26.83552
01/24,26.840813
01/25,26.809595
01/26,26.831656
01/27,26.865042
01/28,26.939978
01/29,26.99798
01/30,26.958952
01/31,26.970438
02/01,26.935385
02/02,26.859364
02/03,26.774883
02/04,26.781622
02/05,26.815056
02/06,26.866707
02/07,26.912401
02/08,26.96961
02/09,26.987442
02/10,27.132072
02/11,27.020962
02/12,26.98862
02/13,26.942577
02/14,27.017448
02/15,27.027288
02/16,26.957525
02/17,26.923231
02/18,26.935919
02/19,26.936224
02/20,26.988676
02/21,27.018335
02/22,27.037197
02/23,27.010159
02/24,26.988688
02/25,26.989565
02/26,27.067505
02/27,27.089272
02/28,27.051952
02/29,26.766022
03/01,27.047203
03/02,27.087671
03/03,27.130657
03/04,27.153265
03/05,27.097197
03/06,27.067127
03/07,27.06482
03/08,27.113373
03/09,27.15877
03/10,27.198484
03/11,27.235815
03/12,27.288458
03/13,27.32248
03/14,27.348682
03/15,27.503931
03/16,27.64114
03/17,27.672016
03/18,27.659002
03/19,27.590067
03/20,27.585001
03/21,27.638996
03/22,27.661736
03/23,27.695793
03/24,27.7921
03/25,27.805029
03/26,27.796936
03/27,27.784424
03/28,27.778294
03/29,27.77467
03/30,27.818712
03/31,27.825695
04/01,27.8235
04/02,27.864565
04/03,27.920376
04/04,27.94275
04/05,27.92243
04/06,27.94033
04/07,28.024904
04/08,28.108091
04/09,28.145523
04/10,28.215675
04/11,28.146587
04/12,28.128187
04/13,28.147417
04/14,28.206812
04/15,28.243267
04/16,28.32203
04/17,28.331093
04/18,28.34962
04/19,28.285284
04/20,28.312305
04/21,28.32951
04/22,28.334051
04/23,28.339165
04/24,28.379725
04/25,28.413979
04/26,28.419588
04/27,28.426607
04/28,28.401056
04/29,28.427643
04/30,28.43526
05/01,28.44466
05/02,28.396574
05/03,28.35799
05/04,28.361015
05/05,28.39396
05/06,28.390795
05/07,28.437431
05/08,28.453445
05/09,28.421474
05/10,28.434694
05/11,28.43554
05/12,28.436996
05/13,28.450842
05/14,28.403854
05/15,28.426985
05/16,28.501226
05/17,28.510767
05/18,28.526396
05/19,28.518366
05/20,28.534456
05/21,28.532568
05/22,28.543932
05/23,28.53909
05/24,28.56455
05/25,28.605675
05/26,28.650702
05/27,28.619024
05/28,28.61722
05/29,28.560997
05/30,28.559504
05/31,28.534191
06/01,28.502504
06/02,28.506163
06/03,28.499937
06/04,28.47119
06/05,28.44276
06/06,28.391169
06/07,28.38735
06/08,28.323847
06/09,28.336422
06/10,28.339073
06/11,28.319164
06/12,28.28788
06/13,28.272171
06/14,28.271112
06/15,28.292316
06/16,28.356417
06/17,28.35587
06/18,28.346756
06/19,28.318478
06/20,28.296902
06/21,28.281698
06/22,28.300343
06/23,28.287134
06/24,28.248291
06/25,28.226763
06/26,28.232702
06/27,28.223906
06/28,28.181042
06/29,28.128174
06/30,28.092392
07/01,28.065922
07/02,28.042618
07/03,28.014261
07/04,27.998642
07/05,27.997704
07/06,27.995518
07/07,28.01234
07/08,28.03271
07/09,28.055376
07/10,28.049936
07/11,28.001253
07/12,27.982685
07/13,27.982994
07/14,28.035753
07/15,28.051409
07/16,28.031523
07/17,28.00348
07/18,27.972998
07/19,27.974115
07/20,27.947523
07/21,27.937464
07/22,27.911406
07/23,27.920042
07/24,27.927843
07/25,27.90597
07/26,27.910753
07/27,27.923164
07/28,27.915098
07/29,27.903421
07/30,27.893387
07/31,27.872206
08/01,27.801867
08/02,27.789606
08/03,27.777533
08/04,27.790485
08/05,27.741388
08/06,27.728083
08/07,27.725845
08/08,27.671757
08/09,27.63178
08/10,27.600975
08/11,27.598177
08/12,27.595991
08/13,27.550743
08/14,27.580753
08/15,27.571405
08/16,27.488012
08/17,27.434721
08/18,27.400719
08/19,27.425245
08/20,27.465876
08/21,27.433876
08/22,27.41345
08/23,27.371214
08/24,27.318031
08/25,27.326982
08/26,27.30821
08/27,27.300734
08/28,27.281157
08/29,27.308279
08/30,27.313065
08/31,27.312056
09/01,27.371325
09/02,27.40688
09/03,27.442574
09/04,27.4758
09/05,27.511595
09/06,27.528637
09/07,27.453358
09/08,27.458092
09/09,27.453644
09/10,27.46792
09/11,27.508469
09/12,27.426939
09/13,27.434172
09/14,27.424475
09/15,27.386198
09/16,27.347237
09/17,27.365206
09/18,27.372711
09/19,27.380981
09/20,27.380638
09/21,27.358198
09/22,27.356628
09/23,27.341768
09/24,27.348299
09/25,27.343317
09/26,27.397354
09/27,27.418125
09/28,27.407328
09/29,27.403309
09/30,27.404284
10/01,27.341303
10/02,27.334923
10/03,27.30217
10/04,27.281923
10/05,27.266548
10/06,27.242857
10/07,27.24025
10/08,27.259275
10/09,27.30658
10/10,27.368929
10/11,27.369692
10/12,27.389204
10/13,27.443188
10/14,27.431673
10/15,27.343897
10/16,27.33458
10/17,27.331009
10/18,27.355598
10/19,27.37623
10/20,27.400606
10/21,27.454628
10/22,27.452002
10/23,27.415474
10/24,27.421486
10/25,27.419134
10/26,27.428503
10/27,27.447317
10/28,27.43405
10/29,27.449516
10/30,27.473639
10/31,27.50557
11/01,27.581352
11/02,27.609255
11/03,27.637444
11/04,27.651485
11/05,27.479414
11/06,27.422792
11/07,27.55627
11/08,27.513914
11/09,27.496244
11/10,27.46776
11/11,27.510092
11/12,27.55856
11/13,27.560984
11/14,27.563019
11/15,27.546425
11/16,27.513954
11/17,27.528078
11/18,27.5015
11/19,27.53048
11/20,27.520105
11/21,27.477875
11/22,27.409718
11/23,27.35978
11/24,27.35251
11/25,27.32193
11/26,27.344448
11/27,27.361462
11/28,27.315453
11/29,27.4954
11/30,27.549133
12/01,27.558502
12/02,27.519829
12/03,27.41502
12/04,27.36844
12/05,27.227282
12/06,27.169233
12/07,27.046795
12/08,27.034409
12/09,27.054716
12/10,27.021994
12/11,27.015614
12/12,27.212597
12/13,27.186106
12/14,27.128748
12/15,27.124878
12/16,27.149925
12/17,27.180368
12/18,27.179693
12/19,27.168463
12/20,27.157858
12/21,27.138983
12/22,27.14064
12/23,27.121498
12/24,27.168678
12/25,27.153486
12/26,27.13011
12/27,27.109205
12/28,27.12145
12/29,27.059866
12/30,27.015852
12/31,26.975538
