time,uwind
01/01,-6.1891513
01/02,-5.677234
01/03,-5.7762527
01/04,-5.9027705
01/05,-5.907109
01/06,-6.264316
01/07,-6.254768
01/08,-6.322495
01/09,-6.3196287
01/10,-6.0342646
01/11,-6.15506
01/12,-6.09104
01/13,-6.1469026
01/14,-6.1975064
01/15,-6.339405
01/16,-6.1288066
01/17,-5.923841
01/18,-5.754246
01/19,-5.8655124
01/20,-6.066917
01/21,-6.1280766
01/22,-5.765623
01/23,-6.134219
01/24,-6.0167456
01/25,-5.7915826
01/26,-5.694977
01/27,-6.0047374
01/28,-6.3417554
01/29,-6.1620483
01/30,-5.978419
01/31,-6.2262206
02/01,-5.7744813
02/02,-5.9383187
02/03,-6.0364513
02/04,-6.0636373
02/05,-5.7463036
02/06,-5.396278
02/07,-5.648533
02/08,-5.686255
02/09,-5.461048
02/10,-5.6305547
02/11,-5.483482
02/12,-5.3934917
02/13,-5.5421014
02/14,-5.6383247
02/15,-5.4182487
02/16,-5.287264
02/17,-5.414759
02/18,-5.308481
02/19,-5.273552
02/20,-5.435097
02/21,-5.1130524
02/22,-5.056201
02/23,-5.0829034
02/24,-5.163449
02/25,-5.4511156
02/26,-5.210896
02/27,-5.047904
02/28,-5.068058
02/29,-6.1862144
03/01,-5.363809
03/02,-5.396581
03/03,-5.46556
03/04,-5.1319113
03/05,-4.7802906
03/06,-5.0145884
03/07,-5.021701
03/08,-4.837167
03/09,-4.737572
03/10,-4.2775073
03/11,-4.0955043
03/12,-3.9285047
03/13,-4.1366186
03/14,-4.207942
03/15,-4.192667
03/16,-4.1500063
03/17,-4.4605937
03/18,-4.243417
03/19,-4.566277
03/20,-4.73819
03/21,-4.813991
03/22,-4.377162
03/23,-4.2869163
03/24,-3.938826
03/25,-4.1040134
03/26,-4.058564
03/27,-3.840465
03/28,-3.773758
03/29,-3.87758
03/30,-3.9827845
03/31,-3.8733523
04/01,-3.7580416
04/02,-3.8963604
04/03,-3.9666598
04/04,-4.460436
04/05,-4.499689
04/06,-4.346701
04/07,-4.2854457
04/08,-3.8465774
04/09,-3.788457
04/10,-3.445288
04/11,-3.4345815
04/12,-3.4431703
04/13,-3.8997009
04/14,-4.1439357
04/15,-3.8156052
04/16,-3.8938076
04/17,-4.102081
04/18,-4.2485175
04/19,-4.0425544
04/20,-4.182472
04/21,-3.9485865
04/22,-4.0982037
04/23,-3.8479788
04/24,-3.8983104
04/25,-3.952891
04/26,-4.294398
04/27,-4.1084447
04/28,-3.8867533
04/29,-4.061563
04/30,-4.3427725
05/01,-4.7156415
05/02,-4.511123
05/03,-4.4070396
05/04,-4.6685576
05/05,-4.5723486
05/06,-4.2922645
05/07,-4.647293
05/08,-4.821738
05/09,-4.970495
05/10,-4.42007
05/11,-4.722966
05/12,-4.747248
05/13,-4.952971
05/14,-4.7372603
05/15,-4.426031
05/16,-4.1664257
05/17,-4.23058
05/18,-4.2785635
05/19,-4.3559246
05/20,-4.037849
05/21,-4.086383
05/22,-3.8602996
05/23,-3.7524462
05/24,-4.1256776
05/25,-4.487332
05/26,-4.5328946
05/27,-4.7860312
05/28,-4.6583066
05/29,-4.782101
05/30,-4.9186554
05/31,-5.108082
06/01,-5.0783515
06/02,-4.582736
06/03,-4.6441336
06/04,-4.90784
06/05,-4.7289495
06/06,-4.8939223
06/07,-4.9878116
06/08,-4.8986144
06/09,-5.188295
06/10,-4.8737187
06/11,-4.7207594
06/12,-4.741916
06/13,-5.0379214
06/14,-5.0017223
06/15,-4.989098
06/16,-5.1412377
06/17,-5.3088784
06/18,-5.533731
06/19,-5.1531234
06/20,-4.802266
06/21,-4.8076806
06/22,-4.845177
06/23,-4.692037
06/24,-4.670949
06/25,-4.990167
06/26,-5.4203525
06/27,-5.4005384
06/28,-5.2343183
06/29,-5.1583223
06/30,-5.513852
07/01,-5.687331
07/02,-5.4409866
07/03,-5.3177795
07/04,-5.521777
07/05,-5.525993
07/06,-5.850288
07/07,-5.531498
07/08,-5.3945227
07/09,-5.5628266
07/10,-5.486742
07/11,-5.5539546
07/12,-5.541469
07/13,-5.610285
07/14,-5.5032983
07/15,-5.4386015
07/16,-5.400726
07/17,-5.5030923
07/18,-6.0450234
07/19,-6.0790987
07/20,-6.0201955
07/21,-6.259892
07/22,-6.1482816
07/23,-6.223156
07/24,-6.206818
07/25,-6.191626
07/26,-6.141281
07/27,-6.193739
07/28,-6.1583285
07/29,-6.1670775
07/30,-6.382066
07/31,-6.2187104
08/01,-6.290733
08/02,-6.342105
08/03,-6.395575
08/04,-6.152814
08/05,-6.0259547
08/06,-6.181258
