time,uwind
01/01,-5.5635905
01/02,-5.3275256
01/03,-4.6554756
01/04,-5.2783694
01/05,-5.8473763
01/06,-6.1498733
01/07,-6.020203
01/08,-6.013135
01/09,-6.153022
01/10,-5.8656635
01/11,-5.633394
01/12,-5.231053
01/13,-5.354196
01/14,-5.313072
01/15,-5.8067317
01/16,-5.4986634
01/17,-5.6037264
01/18,-5.811807
01/19,-5.8485274
01/20,-5.9808073
01/21,-5.991755
01/22,-5.6101346
01/23,-5.7018623
01/24,-5.8528547
01/25,-6.0371065
01/26,-5.9673204
01/27,-6.0856543
01/28,-5.968663
01/29,-5.718494
01/30,-5.7527113
01/31,-5.81113
02/01,-5.8417344
02/02,-5.6517878
02/03,-5.3876634
02/04,-5.3889313
02/05,-5.3389745
02/06,-5.591434
02/07,-5.6009135
02/08,-6.0377083
02/09,-5.886276
02/10,-5.8594894
02/11,-6.082199
02/12,-6.026325
02/13,-6.2203193
02/14,-5.933836
02/15,-5.7688785
02/16,-6.2344937
02/17,-6.0335546
02/18,-6.4733663
02/19,-6.4139214
02/20,-6.201016
02/21,-5.9723015
02/22,-6.0716844
02/23,-6.108061
02/24,-6.354608
02/25,-5.927303
02/26,-5.661039
02/27,-6.1077085
02/28,-5.974962
02/29,-5.7333336
03/01,-6.391924
03/02,-6.030915
03/03,-6.125214
03/04,-5.8963637
03/05,-6.4595656
03/06,-6.5797305
03/07,-6.334667
03/08,-5.960352
03/09,-5.4455147
03/10,-5.4888554
03/11,-5.9027486
03/12,-5.5770135
03/13,-5.308041
03/14,-5.182652
03/15,-5.639175
03/16,-5.676304
03/17,-5.837877
03/18,-5.8573933
03/19,-6.053534
03/20,-6.222756
03/21,-6.283154
03/22,-6.3763366
03/23,-6.1336064
03/24,-5.7433753
03/25,-5.9196687
03/26,-5.747191
03/27,-6.0417266
03/28,-6.3132043
03/29,-6.002856
03/30,-6.119013
03/31,-5.995639
04/01,-6.152851
04/02,-5.786525
04/03,-6.078858
04/04,-5.9904256
04/05,-6.0531826
04/06,-5.678146
04/07,-5.547351
04/08,-5.5028005
04/09,-5.416421
04/10,-5.7175026
04/11,-5.972102
04/12,-5.9078927
04/13,-6.1468806
04/14,-6.2871923
04/15,-5.9098444
04/16,-5.956941
04/17,-5.927609
04/18,-6.3628592
04/19,-6.061174
04/20,-5.907973
04/21,-5.708856
04/22,-6.0988107
04/23,-5.169084
04/24,-5.2973337
04/25,-5.603841
04/26,-5.5010853
04/27,-5.1206856
04/28,-5.403083
04/29,-5.6403737
04/30,-5.5434957
05/01,-5.2344847
05/02,-5.80964
05/03,-5.884025
