time,uwind
01/01,-0.06059627
01/02,-1.1223432
01/03,-1.034003
01/04,-1.1183347
01/05,-1.2780558
01/06,-1.7181593
01/07,-1.7230622
01/08,-1.6435674
01/09,-1.9436516
01/10,-1.5695744
01/11,-1.0298582
01/12,-1.2110018
01/13,-1.9206382
01/14,-1.6743299
01/15,-1.3721234
01/16,-1.6053444
01/17,-1.5245793
01/18,-1.0355686
01/19,-1.4956917
01/20,-0.7970763
01/21,-0.37976962
01/22,-0.3587572
01/23,-0.5172244
01/24,-0.8647762
01/25,-1.0918614
01/26,-1.6445873
01/27,-2.4392493
01/28,-1.3812462
01/29,-1.814131
01/30,-1.4664475
01/31,-1.6885792
02/01,-1.6257279
02/02,-1.7076564
02/03,-1.5158788
02/04,-1.3237325
02/05,-1.4480672
02/06,-1.3806206
02/07,-1.4961888
02/08,-1.4480624
02/09,-1.4418662
02/10,-2.0551803
02/11,-2.2490385
02/12,-1.4158435
02/13,-0.3972539
02/14,-0.60008764
02/15,-0.27542952
02/16,-0.6957714
02/17,-2.1075637
02/18,-2.4614925
02/19,-2.4126394
02/20,-2.4869819
02/21,-2.6608074
02/22,-2.1124797
02/23,-2.165847
02/24,-2.0676699
02/25,-1.7047281
02/26,-2.1732252
02/27,-2.0567768
02/28,-2.871365
02/29,-5.6626563
03/01,-3.0122907
03/02,-2.9956064
03/03,-2.8950787
03/04,-3.2224007
03/05,-2.3436131
03/06,-1.6535699
03/07,-1.6011673
03/08,-2.437714
03/09,-2.7434103
03/10,-2.3205488
03/11,-2.3125541
03/12,-2.355566
03/13,-2.2767003
03/14,-2.2491224
03/15,-2.4658942
03/16,-3.0680137
03/17,-3.265015
03/18,-2.6383429
03/19,-2.161412
03/20,-1.744389
03/21,-2.2229457
03/22,-2.8382602
03/23,-3.0378222
03/24,-2.5821202
03/25,-2.668382
03/26,-3.2343874
03/27,-3.060235
03/28,-2.923947
03/29,-3.1427014
03/30,-3.3713787
03/31,-3.4302902
04/01,-3.181506
04/02,-2.4300997
04/03,-2.6204336
04/04,-2.929326
04/05,-2.524639
04/06,-2.9387324
04/07,-3.2604904
04/08,-3.6171663
04/09,-3.5486777
04/10,-3.7281163
04/11,-3.52056
04/12,-3.448101
04/13,-2.940693
04/14,-2.6883204
04/15,-2.58311
04/16,-3.1099908
04/17,-3.4776669
04/18,-3.448781
04/19,-3.0447419
04/20,-3.0572815
04/21,-3.1889746
04/22,-2.9401047
04/23,-2.875973
04/24,-3.1660652
04/25,-3.3607714
04/26,-3.4838552
04/27,-3.0109756
04/28,-3.0453155
04/29,-3.5968924
