time,uwind
01/01,2.4596841
01/02,2.6246283
01/03,2.9337115
01/04,3.0743275
01/05,2.6465268
01/06,2.008373
01/07,1.891757
01/08,1.9171226
01/09,1.9391512
01/10,0.7744996
01/11,0.79052824
01/12,1.0016643
01/13,0.998953
01/14,1.6924436
01/15,1.4091299
01/16,1.1772851
01/17,0.66694367
01/18,0.8875734
01/19,1.4192019
01/20,1.8127619
01/21,1.8521059
01/22,2.5066257
01/23,2.4945557
01/24,2.418491
01/25,2.853248
01/26,3.293736
01/27,3.5233421
01/28,2.9801857
01/29,2.4251044
01/30,1.3599813
01/31,1.7071087
02/01,1.3120673
02/02,1.5667455
02/03,1.9671748
02/04,1.2476399
02/05,1.2157764
02/06,0.4172973
02/07,1.0440507
02/08,1.2325356
02/09,1.5996833
02/10,1.4764183
02/11,1.4530706
02/12,1.3191092
02/13,1.2560594
02/14,2.1306295
02/15,2.343692
02/16,2.1337411
02/17,1.8850664
02/18,2.2588124
02/19,2.0896747
02/20,1.4215591
02/21,1.0341345
02/22,1.8902301
02/23,2.524816
02/24,2.1942508
02/25,1.3714321
02/26,1.9094017
02/27,1.074219
02/28,1.0243788
02/29,0.08102844
03/01,1.1817937
03/02,1.0932292
03/03,0.8969901
03/04,1.5195483
03/05,1.8448437
03/06,2.2944279
03/07,2.5818539
03/08,1.7018461
03/09,1.3938929
03/10,1.5837951
03/11,1.1897353
03/12,0.253789
03/13,0.1802958
03/14,0.6148529
03/15,-0.26643997
03/16,-0.56948
03/17,-1.13773
03/18,-0.8397568
03/19,-1.2739893
03/20,-1.3639905
03/21,-1.4479889
03/22,-1.4112281
03/23,-0.4987714
03/24,-0.31715074
03/25,-0.48802987
03/26,-0.75002927
03/27,-0.7491599
03/28,-0.93640405
03/29,-1.3534018
03/30,-1.4491743
03/31,-1.217003
04/01,-1.0902199
04/02,-0.80436563
04/03,-0.81939447
04/04,-0.44745305
04/05,-0.15745968
04/06,-0.041644376
04/07,-0.32505354
04/08,-0.92809707
04/09,-1.9506832
04/10,-1.2298585
04/11,-1.0852386
04/12,-1.586763
04/13,-1.5100365
04/14,-1.1038926
04/15,-1.4093934
04/16,-1.5850315
04/17,-1.6728283
04/18,-1.408844
04/19,-1.5829481
04/20,-1.6298009
04/21,-1.8616785
04/22,-1.4009379
04/23,-1.4258091
04/24,-1.2580171
04/25,-1.137722
04/26,-1.4368992
04/27,-0.91366696
04/28,-0.8125073
04/29,-1.3342634
04/30,-2.250195
05/01,-1.585221
05/02,-1.6080992
05/03,-1.6140773
05/04,-1.8566731
05/05,-1.7436438
05/06,-1.4867535
05/07,-1.6097856
05/08,-2.118854
05/09,-2.537352
05/10,-2.3246772
05/11,-0.91533697
05/12,-1.1575079
05/13,-1.6270564
05/14,-2.2874486
05/15,-2.1070538
05/16,-2.3706527
05/17,-1.7715257
05/18,-2.1736395
05/19,-1.1574409
05/20,-0.5656126
05/21,-0.716426
05/22,-1.4012197
05/23,-1.8245503
05/24,-2.3427544
05/25,-2.2017932
05/26,-2.4609716
05/27,-2.2035565
05/28,-1.8505796
05/29,-2.0991967
05/30,-1.8660976
05/31,-2.4365356
06/01,-2.2375932
06/02,-2.301743
06/03,-2.3048043
06/04,-3.0136533
06/05,-3.0866644
06/06,-2.928761
06/07,-2.8081903
06/08,-2.4416637
06/09,-2.6921735
06/10,-2.731522
06/11,-3.0347028
06/12,-3.6381266
06/13,-2.6599379
06/14,-2.7133074
06/15,-2.6599689
06/16,-2.8806567
06/17,-2.5922048
06/18,-2.8475127
06/19,-3.0744262
06/20,-3.0019946
06/21,-3.2221367
06/22,-3.0282574
06/23,-3.5143287
06/24,-3.1216283
06/25,-2.9803295
06/26,-3.0386496
06/27,-3.3968353
06/28,-2.5591414
06/29,-2.6156821
06/30,-2.6264346
07/01,-2.4640377
07/02,-1.9251919
07/03,-2.8119423
07/04,-3.3759017
07/05,-3.3806798
07/06,-2.9230363
07/07,-3.0487497
07/08,-2.9424398
07/09,-2.6314526
07/10,-2.5237715
07/11,-2.805329
07/12,-3.190142
07/13,-2.964136
07/14,-3.1547933
07/15,-3.7860408
07/16,-3.0568876
07/17,-3.3276181
07/18,-2.9192388
07/19,-3.6141324
07/20,-3.7511241
07/21,-3.6634417
07/22,-3.2230878
07/23,-3.0045671
07/24,-2.7351274
07/25,-3.3277116
07/26,-3.4286969
07/27,-2.8749084
07/28,-2.7225232
07/29,-2.9806793
07/30,-2.58278
07/31,-2.2619495
08/01,-2.1030805
08/02,-2.8527298
08/03,-2.7522287
08/04,-3.1958988
08/05,-2.7899039
08/06,-2.1376135
08/07,-1.7838142
08/08,-2.1317506
08/09,-2.8246868
08/10,-3.0760465
08/11,-2.4085164
08/12,-2.3657591
08/13,-2.1163244
08/14,-1.7715266
08/15,-1.7562155
08/16,-1.9365678
08/17,-2.4651625
08/18,-2.5621839
08/19,-2.3931549
08/20,-2.6537125
08/21,-2.8505101
08/22,-3.4718883
08/23,-3.711603
08/24,-3.3920689
08/25,-3.1600568
08/26,-3.0273974
08/27,-3.1336591
08/28,-2.528658
08/29,-3.108812
08/30,-2.811664
08/31,-2.7483935
09/01,-2.4833694
09/02,-3.0240655
09/03,-2.944502
09/04,-2.389353
09/05,-2.76173
09/06,-3.411976
09/07,-3.1491926
09/08,-2.506062
09/09,-2.4880543
09/10,-2.5367858
09/11,-2.9569316
09/12,-3.1271896
09/13,-3.0552387
09/14,-3.1130643
09/15,-2.9013164
09/16,-2.5903397
09/17,-2.7422528
09/18,-2.8867033
09/19,-2.3660107
09/20,-2.5597818
09/21,-2.1263247
09/22,-1.8225118
09/23,-2.1604428
09/24,-2.6822896
09/25,-2.3618982
09/26,-2.0656781
09/27,-2.4267013
09/28,-2.189602
09/29,-2.5432389
09/30,-2.7853103
10/01,-2.8618855
10/02,-2.1633697
10/03,-1.4053962
10/04,-1.3810664
10/05,-1.8259958
10/06,-2.118501
10/07,-2.5477087
10/08,-2.1193635
10/09,-2.1275198
10/10,-2.060498
10/11,-2.5831301
10/12,-1.9489181
10/13,-1.9511255
10/14,-1.7889315
10/15,-1.0131941
10/16,-0.749224
10/17,-1.7541231
10/18,-2.1778123
10/19,-1.6274605
10/20,-1.3358923
10/21,-1.6097788
10/22,-1.4589051
10/23,-2.1121874
10/24,-1.700503
10/25,-1.0756298
10/26,-1.2548084
10/27,-1.1382779
10/28,-1.6702517
10/29,-1.7920637
10/30,-1.6299355
