time,uwind
01/01,-5.881817
01/02,-5.9081564
01/03,-5.043783
01/04,-5.8124485
01/05,-5.489483
01/06,-5.681643
01/07,-6.0759983
01/08,-5.813542
01/09,-6.1900373
01/10,-5.957876
01/11,-5.717361
01/12,-5.6513653
01/13,-5.6921268
01/14,-5.7335753
01/15,-5.930783
01/16,-5.8025885
01/17,-6.5041456
01/18,-6.0512257
01/19,-5.9436417
01/20,-6.0061207
01/21,-6.8369045
01/22,-5.974564
01/23,-5.426539
01/24,-5.49072
01/25,-5.8475657
01/26,-6.4967275
01/27,-6.2403374
01/28,-6.7307296
01/29,-6.471963
01/30,-7.0341287
01/31,-6.8289237
02/01,-6.611806
02/02,-6.543434
02/03,-5.8952885
02/04,-5.5246763
02/05,-5.826727
02/06,-6.079989
02/07,-6.050358
02/08,-5.4434357
02/09,-5.708804
02/10,-6.305561
02/11,-6.0969577
02/12,-5.6590066
02/13,-5.2721496
02/14,-5.267801
02/15,-5.647376
02/16,-5.358236
02/17,-5.672943
02/18,-5.9772406
02/19,-5.938222
02/20,-5.463882
02/21,-5.4596586
02/22,-5.531594
02/23,-5.530191
02/24,-5.4576697
02/25,-5.3170657
02/26,-5.6348677
02/27,-5.893077
02/28,-5.7446494
02/29,-4.3558927
03/01,-5.891762
03/02,-6.10863
03/03,-5.542251
03/04,-5.5001917
03/05,-6.0749454
03/06,-5.7339425
03/07,-5.582359
03/08,-5.9342194
03/09,-6.461061
03/10,-5.7204947
03/11,-5.803746
03/12,-6.059647
03/13,-6.008231
03/14,-5.998494
03/15,-5.754286
03/16,-5.8988953
03/17,-5.3759494
03/18,-4.956678
03/19,-5.4064283
03/20,-4.97831
03/21,-5.2697387
03/22,-4.8082147
03/23,-5.561805
03/24,-5.8790274
03/25,-5.537187
03/26,-5.489058
03/27,-5.765581
03/28,-5.748117
03/29,-6.1203847
03/30,-5.672536
03/31,-5.6582417
04/01,-5.7068634
04/02,-5.6256123
04/03,-5.884064
04/04,-5.8396816
04/05,-5.2614985
04/06,-4.7358885
04/07,-4.715351
04/08,-4.6089654
04/09,-4.820026
04/10,-5.305545
04/11,-5.318061
04/12,-5.2659326
04/13,-5.469149
04/14,-6.069943
04/15,-6.4524336
04/16,-6.322944
04/17,-6.564477
04/18,-6.056889
04/19,-6.067097
04/20,-5.2488184
04/21,-5.5898256
04/22,-6.214356
04/23,-5.889461
04/24,-5.8894386
04/25,-6.413281
04/26,-6.088928
04/27,-5.8591495
04/28,-6.1683607
04/29,-6.1724176
04/30,-6.0041113
05/01,-6.36303
05/02,-6.11916
05/03,-5.8273144
05/04,-5.8348827
05/05,-5.827229
05/06,-5.809547
05/07,-6.4420214
05/08,-6.4019036
05/09,-6.043157
05/10,-5.8786354
05/11,-5.429684
05/12,-5.877404
05/13,-5.5763097
05/14,-5.777644
05/15,-5.707256
05/16,-6.168941
05/17,-6.1109347
05/18,-5.542058
05/19,-5.990541
05/20,-6.423151
05/21,-6.2594852
05/22,-5.9492016
05/23,-5.6952367
05/24,-6.2657275
05/25,-6.1501975
05/26,-5.503375
05/27,-6.1955376
05/28,-6.1389437
05/29,-5.8394737
05/30,-5.891197
05/31,-6.134155
06/01,-5.9419646
06/02,-5.6385083
06/03,-5.9913425
06/04,-5.9950747
06/05,-5.411339
06/06,-5.7141137
06/07,-6.2593555
06/08,-5.9291077
06/09,-5.668562
06/10,-5.5037336
06/11,-5.67911
06/12,-6.1244698
06/13,-6.0243497
06/14,-6.6010876
06/15,-5.6129346
06/16,-5.4827886
06/17,-5.724644
06/18,-5.6371336
06/19,-5.601879
06/20,-5.5596857
06/21,-4.795511
06/22,-4.529432
06/23,-5.174192
06/24,-5.802055
06/25,-5.0069246
06/26,-4.7299075
06/27,-5.360522
06/28,-5.29463
06/29,-4.8318815
06/30,-5.252826
07/01,-5.182212
07/02,-5.1590323
07/03,-5.134564
07/04,-5.3562636
07/05,-4.8792443
07/06,-5.2895365
07/07,-5.375371
07/08,-5.351795
07/09,-4.501075
07/10,-4.795487
07/11,-5.313481
07/12,-4.831424
07/13,-5.000242
07/14,-4.6603007
07/15,-5.3311496
07/16,-4.4394073
07/17,-4.304505
07/18,-4.6465874
07/19,-4.94017
07/20,-4.8985863
07/21,-4.1153483
07/22,-4.7063046
07/23,-4.9138145
07/24,-4.9802685
07/25,-4.5934668
07/26,-4.121531
07/27,-5.1188498
07/28,-4.769444
07/29,-4.216038
07/30,-4.3574133
07/31,-4.0101542
08/01,-4.0019865
08/02,-3.9305031
08/03,-3.8368397
08/04,-3.477015
08/05,-3.3385508
08/06,-4.0910244
08/07,-3.4160798
08/08,-3.6917708
08/09,-3.1193254
08/10,-3.0841377
08/11,-2.9365108
08/12,-2.5511682
08/13,-2.796377
08/14,-2.731064
08/15,-2.4796293
08/16,-2.209384
08/17,-3.028988
08/18,-3.252344
08/19,-3.3652582
08/20,-2.3391383
08/21,-2.5971415
08/22,-2.5989866
08/23,-2.8269198
08/24,-2.605752
08/25,-2.2677433
08/26,-2.639246
08/27,-1.7408688
08/28,-2.3672564
08/29,-2.3942485
08/30,-2.786728
08/31,-2.4562771
09/01,-2.3224504
09/02,-2.7731833
09/03,-2.2466853
09/04,-2.5648627
09/05,-2.0656896
09/06,-1.9163533
09/07,-2.2641475
09/08,-2.597355
09/09,-3.1184545
09/10,-2.6320958
09/11,-1.5774769
09/12,-1.4036518
09/13,-2.2676914
09/14,-2.7322264
09/15,-3.1349645
09/16,-2.8413005
09/17,-2.121891
09/18,-2.3957083
09/19,-1.870447
09/20,-1.7644914
09/21,-2.6520746
09/22,-2.4045384
09/23,-2.089028
09/24,-1.3119185
09/25,-1.4834597
09/26,-1.4504732
09/27,-2.323654
09/28,-2.5235105
09/29,-2.561703
09/30,-2.3965085
10/01,-2.2640386
10/02,-2.228226
10/03,-1.8947889
10/04,-2.7151737
10/05,-2.9715242
10/06,-2.4451
10/07,-1.8647352
10/08,-2.7417822
10/09,-2.6058822
10/10,-2.5076144
10/11,-2.4553723
10/12,-2.5047197
10/13,-2.5956943
10/14,-2.4802117
10/15,-2.2109299
10/16,-1.9971365
10/17,-1.6795343
10/18,-2.7740204
10/19,-3.2576413
10/20,-3.1067767
10/21,-2.6744566
