time,uwind
01/01,0.8049438
01/02,0.69221646
01/03,1.1908305
01/04,1.0015589
01/05,0.70557314
01/06,0.54188144
01/07,0.19342817
01/08,-0.13718404
01/09,0.19752811
01/10,0.33425024
01/11,-0.63250697
01/12,-0.38291386
01/13,-0.47193623
01/14,-0.3615599
01/15,-0.54690385
01/16,0.2827973
01/17,-0.08957568
01/18,-0.3170419
01/19,0.118837334
01/20,0.13619338
01/21,-0.11229055
01/22,0.29352403
01/23,0.8072832
01/24,0.6358829
01/25,0.5554498
01/26,0.21258645
01/27,0.17940444
01/28,-0.1538451
01/29,0.43438902
01/30,0.80575144
01/31,0.6257814
02/01,0.3335573
02/02,0.36657685
02/03,0.7868368
02/04,0.9766077
02/05,0.68404245
02/06,0.28456813
02/07,0.6447001
02/08,0.10423194
02/09,-0.21212186
02/10,-0.34230876
02/11,-0.00825109
02/12,0.7184556
02/13,0.6846231
02/14,1.466508
02/15,1.3037806
02/16,0.6560663
02/17,0.6982185
02/18,0.33873597
02/19,-0.4513856
02/20,-0.7917866
02/21,-1.2017666
02/22,-0.4796533
02/23,-0.26847076
02/24,0.3364358
02/25,-0.11305509
02/26,0.14983016
02/27,-0.09177009
02/28,-0.6450429
02/29,0.17133436
03/01,-0.93813646
03/02,-1.0646993
03/03,-1.4040445
03/04,-0.69736004
03/05,-0.010610799
03/06,0.6479219
03/07,0.47574118
03/08,1.0567229
03/09,0.8153001
03/10,0.5722668
03/11,0.4514148
03/12,-1.0421721
03/13,-0.9742869
03/14,-1.1706538
03/15,-1.964032
03/16,-2.4424045
03/17,-2.8130007
03/18,-2.7568643
03/19,-2.3560073
03/20,-2.4422855
03/21,-3.0253057
03/22,-3.4562178
03/23,-2.7180977
03/24,-2.2226322
03/25,-1.5976368
03/26,-1.9446865
03/27,-2.1796944
03/28,-2.431372
03/29,-1.928537
03/30,-2.193483
03/31,-2.531801
04/01,-2.7396138
04/02,-1.9984595
04/03,-2.02468
04/04,-2.4354393
04/05,-1.833802
04/06,-1.7696762
04/07,-2.171582
04/08,-2.5089786
04/09,-2.857974
04/10,-2.2131362
04/11,-2.3693433
04/12,-2.423719
04/13,-1.9548514
04/14,-1.7774551
04/15,-1.9195868
04/16,-2.3500707
04/17,-1.9548625
04/18,-1.258469
04/19,-1.7429016
04/20,-1.8339951
04/21,-2.086152
04/22,-1.9956228
04/23,-1.6490003
04/24,-1.4221153
04/25,-1.3780601
04/26,-1.9196184
04/27,-2.0156221
04/28,-2.080192
04/29,-2.463291
04/30,-2.775414
05/01,-2.7047188
05/02,-2.8430736
05/03,-2.9022698
05/04,-2.304729
05/05,-1.8164145
05/06,-1.2646348
05/07,-1.5220264
05/08,-1.4252713
05/09,-2.274065
05/10,-1.6464497
05/11,-0.6185227
05/12,-0.88447106
05/13,-1.2916393
05/14,-2.262219
05/15,-2.0969057
05/16,-2.0218568
05/17,-2.2051203
05/18,-1.9712975
05/19,-1.5599447
05/20,-1.6093197
05/21,-1.0603479
05/22,-1.3942032
05/23,-1.823893
05/24,-2.4009047
05/25,-2.0536382
05/26,-1.958004
05/27,-1.5359261
05/28,-2.1117246
05/29,-2.2744873
05/30,-2.1276248
05/31,-2.1663141
06/01,-2.5680077
06/02,-2.2647858
06/03,-2.6846325
06/04,-3.381738
06/05,-3.7260873
06/06,-3.4538717
06/07,-3.3531654
06/08,-3.0808134
06/09,-2.8398411
06/10,-2.67789
06/11,-2.8991547
06/12,-2.7444177
06/13,-2.6127448
06/14,-2.459518
06/15,-2.2804718
06/16,-2.6522932
06/17,-2.1357937
06/18,-2.6979473
06/19,-2.1629927
06/20,-1.7851009
06/21,-1.6918491
06/22,-1.7088964
06/23,-2.1553373
06/24,-2.027643
06/25,-1.7851835
06/26,-1.9849108
06/27,-1.7041811
06/28,-1.9805632
06/29,-1.5845444
06/30,-2.1142693
07/01,-2.3821733
07/02,-2.2104902
07/03,-2.4280174
07/04,-2.2794716
07/05,-2.778698
07/06,-2.3543236
07/07,-1.8035612
07/08,-1.4756304
07/09,-1.6392685
07/10,-0.7768218
07/11,-1.5114528
07/12,-2.182489
07/13,-1.8735844
07/14,-1.5578351
07/15,-2.4095385
07/16,-1.6248126
07/17,-2.1240776
07/18,-2.1426861
07/19,-2.2749736
07/20,-2.0996716
07/21,-2.2386715
07/22,-1.7535087
07/23,-1.5851636
07/24,-1.7647814
07/25,-1.7195048
07/26,-2.189418
07/27,-1.7965318
07/28,-1.340594
07/29,-0.91591567
07/30,-1.1170621
07/31,-1.5088637
08/01,-1.561962
08/02,-1.8838589
08/03,-1.6369119
08/04,-2.0966704
08/05,-1.9569839
08/06,-1.2909454
08/07,-1.2528093
08/08,-1.0228457
08/09,-1.5492865
08/10,-1.7972169
08/11,-1.0981498
08/12,-1.1093103
08/13,-1.4455483
08/14,-0.61770386
08/15,-0.7712952
08/16,-0.96433246
08/17,-0.9123147
08/18,-1.5007508
08/19,-1.8063827
08/20,-1.4295627
08/21,-1.6621652
08/22,-2.3581598
08/23,-2.7158408
08/24,-2.9296134
08/25,-2.4442327
08/26,-2.3591464
08/27,-1.9855454
08/28,-1.593506
08/29,-2.2079024
08/30,-1.9155731
08/31,-1.7284701
09/01,-1.5109323
09/02,-1.7313157
09/03,-1.17837
09/04,-0.8849375
09/05,-1.7084823
09/06,-2.4315753
09/07,-1.9345622
09/08,-1.5623081
09/09,-1.175322
09/10,-0.64867204
09/11,-1.6127282
09/12,-2.0629117
09/13,-2.4333405
09/14,-2.0970252
09/15,-2.432255
09/16,-2.374678
09/17,-2.0939584
09/18,-2.2293832
09/19,-1.7495538
09/20,-1.7100108
09/21,-1.5543708
09/22,-1.5464281
09/23,-1.6058344
09/24,-2.4506197
09/25,-2.6096435
09/26,-1.851626
09/27,-2.2366717
09/28,-2.1795087
09/29,-2.1056051
09/30,-2.2120726
10/01,-2.436865
10/02,-1.9700865
10/03,-1.738262
10/04,-2.0101032
10/05,-1.9968667
10/06,-1.9710318
10/07,-1.8652523
10/08,-1.1971097
10/09,-1.164553
10/10,-1.1453565
10/11,-1.6944491
10/12,-1.6041632
10/13,-1.7313046
10/14,-1.2673688
10/15,-1.3154303
10/16,-1.6764984
10/17,-1.8105577
10/18,-1.9407377
10/19,-1.4512714
10/20,-1.6618637
10/21,-2.087282
10/22,-2.0672524
10/23,-1.8719155
10/24,-1.3645593
10/25,-1.1325006
10/26,-0.5620727
10/27,-0.70892406
10/28,-1.0593458
10/29,-0.74155974
10/30,-1.2135237
10/31,-1.2878531
11/01,-1.5263901
11/02,-1.6970845
11/03,-2.1124287
11/04,-2.0238307
11/05,-1.7745612
11/06,-1.9347334
11/07,-1.639588
11/08,-0.8103009
11/09,-0.34553906
11/10,-0.0017121976
11/11,0.27590403
11/12,-0.63889605
11/13,-0.516837
11/14,-0.5107918
11/15,-0.7503353
11/16,-1.1132377
11/17,-1.7175493
11/18,-1.5236324
11/19,-1.3241684
11/20,-1.2092743
11/21,-1.2058407
11/22,-1.054585
11/23,-0.96186024
