time,uwind
01/01,-2.3138149
01/02,-2.213414
01/03,-1.981327
01/04,-1.8141133
01/05,-2.0909076
01/06,-1.8798475
01/07,-2.073832
01/08,-2.2160864
01/09,-2.1764116
01/10,-2.3263695
01/11,-2.5535772
01/12,-2.6037176
01/13,-2.2382584
01/14,-2.1216822
01/15,-2.2231712
01/16,-2.1692796
01/17,-2.1724606
01/18,-2.0271623
01/19,-2.0464416
01/20,-2.2289677
01/21,-2.161951
01/22,-2.1638653
01/23,-2.3622463
01/24,-2.361753
01/25,-2.3690412
01/26,-2.358527
01/27,-2.413867
01/28,-2.3401155
01/29,-1.7652828
01/30,-1.9026794
01/31,-1.1373417
02/01,-1.3450176
02/02,-1.844675
02/03,-1.7980002
02/04,-1.4718206
02/05,-1.0767796
02/06,-1.5278374
02/07,-1.6421614
02/08,-1.851986
02/09,-2.1883452
02/10,-2.149149
02/11,-1.916398
02/12,-2.0522234
02/13,-1.769153
02/14,-1.2361465
02/15,-0.6733953
02/16,-0.8608114
02/17,-1.1886566
02/18,-1.3046949
02/19,-1.3784087
02/20,-1.1278442
02/21,-1.43944
02/22,-1.2915127
02/23,-1.7419021
02/24,-1.7736735
02/25,-1.651854
02/26,-1.7421881
02/27,-1.6673465
02/28,-1.7042162
02/29,-2.1065202
03/01,-2.0437617
03/02,-1.7149562
03/03,-1.7934333
03/04,-1.2217624
03/05,-1.9952953
03/06,-2.0218794
03/07,-2.0747569
03/08,-1.6094409
03/09,-1.5579609
03/10,-1.9083098
03/11,-2.2211506
03/12,-1.410938
03/13,-1.7154297
03/14,-1.7349453
03/15,-2.0664954
03/16,-1.9240787
03/17,-1.9506387
03/18,-1.9662218
03/19,-1.5848584
03/20,-1.8290671
03/21,-1.5238236
03/22,-1.5807581
03/23,-1.8393431
03/24,-2.5334992
03/25,-2.053835
03/26,-1.5005265
03/27,-1.2641553
03/28,-1.0278188
03/29,-1.6857682
03/30,-2.2802804
03/31,-0.91526824
04/01,-1.2747091
04/02,-1.9756495
04/03,-1.9292592
04/04,-2.3701866
04/05,-2.0391874
04/06,-2.4793825
04/07,-2.340114
04/08,-2.583546
04/09,-2.6345701
04/10,-2.4344962
04/11,-2.4480457
04/12,-2.21803
04/13,-2.2171977
04/14,-2.526293
04/15,-2.0353317
04/16,-2.5475113
04/17,-2.8867276
04/18,-2.5290656
04/19,-2.7588823
04/20,-2.99172
04/21,-3.323587
04/22,-3.2648845
04/23,-2.8342323
04/24,-2.640188
04/25,-2.361578
04/26,-2.4351554
04/27,-2.7855864
04/28,-2.9555018
04/29,-3.5748725
04/30,-3.772315
05/01,-3.601703
05/02,-3.178993
05/03,-3.3506753
05/04,-3.4705126
05/05,-3.2080393
05/06,-3.2711053
05/07,-3.251999
05/08,-2.8817434
05/09,-3.1114442
05/10,-3.597308
05/11,-3.4771545
05/12,-3.0635707
05/13,-2.8637722
05/14,-3.4016407
05/15,-3.4553516
05/16,-3.5552814
05/17,-3.1353898
05/18,-3.1314406
05/19,-3.4589314
05/20,-3.5362868
05/21,-3.5933886
05/22,-3.8411276
05/23,-3.8714807
05/24,-3.4867582
05/25,-3.317212
05/26,-3.1180413
05/27,-3.100651
05/28,-3.3239226
05/29,-3.4915385
05/30,-3.6181743
05/31,-3.369521
06/01,-3.5177288
06/02,-3.5450869
06/03,-3.1128561
06/04,-2.890565
06/05,-2.8039165
06/06,-3.0746732
06/07,-3.641444
06/08,-3.820672
06/09,-4.1394715
