time,uwind
01/01,-5.913849
01/02,-5.429912
01/03,-5.3130765
01/04,-5.632821
01/05,-5.4000034
01/06,-5.362435
01/07,-5.423691
01/08,-5.5405197
01/09,-5.1379476
01/10,-5.3404894
01/11,-5.2793875
01/12,-5.0641274
01/13,-5.342066
01/14,-5.345649
01/15,-5.2047763
01/16,-5.4095716
01/17,-5.432033
01/18,-5.6188984
01/19,-5.829238
01/20,-5.826788
01/21,-5.6586523
01/22,-5.6575623
01/23,-5.582513
01/24,-5.2380657
01/25,-5.0133586
01/26,-5.107382
01/27,-5.368368
01/28,-5.061903
01/29,-5.1096826
01/30,-4.874101
01/31,-4.710623
02/01,-4.8419147
02/02,-4.686514
02/03,-4.699818
02/04,-4.902315
02/05,-4.745062
02/06,-4.79837
02/07,-4.896745
02/08,-4.819222
02/09,-5.0279255
02/10,-4.6452436
02/11,-4.4185424
02/12,-4.402353
02/13,-4.608754
02/14,-4.786426
02/15,-4.6262317
02/16,-4.371164
02/17,-4.358453
02/18,-3.8755553
02/19,-3.939597
02/20,-4.4022346
02/21,-4.6790767
02/22,-4.61907
02/23,-4.4014144
02/24,-4.2519517
02/25,-4.240452
02/26,-4.434929
02/27,-4.568524
02/28,-4.5065994
02/29,-4.171474
03/01,-4.511427
03/02,-4.433733
03/03,-4.077206
03/04,-4.109553
03/05,-4.1803727
03/06,-3.8511112
03/07,-4.080171
03/08,-4.0027857
03/09,-3.8832834
03/10,-3.4499512
03/11,-3.1176004
03/12,-3.3182137
03/13,-2.8070173
03/14,-3.15614
03/15,-3.0564482
03/16,-3.584898
03/17,-3.0924902
03/18,-3.5065448
03/19,-3.4552667
03/20,-3.3979862
03/21,-3.4517999
03/22,-3.4724386
03/23,-3.4647198
03/24,-3.11242
03/25,-3.126276
03/26,-3.1371675
03/27,-3.3677528
03/28,-3.2925925
03/29,-2.8741453
03/30,-3.0793536
03/31,-3.4015765
04/01,-3.4235208
04/02,-3.7215931
04/03,-3.7983158
04/04,-3.7751846
04/05,-3.5342102
04/06,-3.1221871
04/07,-3.4374113
04/08,-3.1446195
04/09,-2.945185
04/10,-2.3834949
04/11,-2.6865165
04/12,-3.3707137
04/13,-3.5174088
04/14,-3.7602093
04/15,-3.4928603
04/16,-3.738839
04/17,-4.0627294
04/18,-4.057177
04/19,-4.1372104
04/20,-4.007895
04/21,-3.7659206
04/22,-4.067548
04/23,-4.3790174
04/24,-4.650514
04/25,-4.7933435
04/26,-4.179287
04/27,-3.9554763
04/28,-4.116251
04/29,-4.7731767
04/30,-4.611297
05/01,-4.411112
05/02,-4.530546
05/03,-4.970502
05/04,-5.1101723
05/05,-5.250431
05/06,-5.271775
05/07,-5.027059
05/08,-5.0636063
05/09,-5.418216
05/10,-5.1150513
05/11,-5.091682
05/12,-5.461367
05/13,-5.6956177
05/14,-5.273709
05/15,-5.0962367
05/16,-4.992742
05/17,-4.8849792
05/18,-5.0571175
05/19,-4.993404
05/20,-4.737781
05/21,-4.8803115
05/22,-4.801695
05/23,-4.858289
05/24,-4.8936605
05/25,-4.9273934
05/26,-5.164952
05/27,-4.9821854
05/28,-5.133702
05/29,-4.8750253
05/30,-4.7659273
05/31,-5.0308747
06/01,-5.3070817
06/02,-5.001798
06/03,-5.1329536
06/04,-4.9579606
06/05,-5.252009
06/06,-5.31912
06/07,-5.3721576
06/08,-5.2231007
06/09,-5.01963
06/10,-4.9856153
06/11,-4.98173
06/12,-5.284157
06/13,-5.5763927
06/14,-5.609818
06/15,-5.6303334
06/16,-5.7428894
06/17,-5.8247523
06/18,-5.752529
06/19,-5.7378902
06/20,-5.674915
06/21,-5.7105594
06/22,-5.8431077
06/23,-5.9122467
06/24,-6.0240827
06/25,-5.9682045
06/26,-5.653158
06/27,-5.778828
06/28,-5.6522355
06/29,-5.962443
06/30,-6.1617055
07/01,-6.1058764
07/02,-5.722409
07/03,-5.6244235
07/04,-5.5498886
07/05,-5.7356286
07/06,-6.1263504
07/07,-6.1569314
07/08,-6.2795134
07/09,-6.259781
07/10,-6.183711
07/11,-6.026407
