time,uwind
01/01,-5.245854
01/02,-4.910929
01/03,-4.7058234
01/04,-4.921934
01/05,-4.9761524
01/06,-5.308376
01/07,-5.052212
01/08,-4.8704534
01/09,-4.609272
01/10,-4.515206
01/11,-4.3726854
01/12,-4.560035
01/13,-4.935287
01/14,-5.1146474
01/15,-5.1379924
01/16,-4.6804266
01/17,-4.827902
01/18,-5.0116587
01/19,-4.918443
01/20,-4.9101453
01/21,-4.668928
01/22,-4.6391296
01/23,-4.8529935
01/24,-5.258469
01/25,-5.335586
01/26,-5.5108185
01/27,-5.1128573
01/28,-4.9173436
01/29,-4.7266536
01/30,-4.8068757
01/31,-5.483128
02/01,-5.4502196
02/02,-5.4071155
02/03,-4.812811
02/04,-4.55896
02/05,-4.391568
02/06,-5.159895
02/07,-5.3127537
02/08,-5.134335
02/09,-5.031603
02/10,-5.2013564
02/11,-5.3034577
02/12,-5.2220373
02/13,-4.3890867
02/14,-4.7890463
02/15,-4.807151
02/16,-5.0171204
02/17,-5.0605173
02/18,-5.0911384
02/19,-5.286376
02/20,-5.1656547
02/21,-5.162493
02/22,-5.222388
02/23,-5.2148657
02/24,-5.1554546
02/25,-5.1881013
02/26,-4.9525905
02/27,-5.4343166
02/28,-5.1779985
02/29,-5.8505354
03/01,-5.116712
03/02,-5.4931474
03/03,-5.65349
03/04,-5.482028
03/05,-5.715561
03/06,-5.4086866
03/07,-5.101207
03/08,-5.494703
03/09,-5.3766227
03/10,-4.8115816
03/11,-4.595473
03/12,-4.512559
03/13,-4.775892
03/14,-5.345799
03/15,-5.248735
03/16,-5.132911
03/17,-5.173601
03/18,-4.678715
03/19,-4.800464
03/20,-4.9034534
03/21,-4.878731
03/22,-4.469248
03/23,-4.307768
03/24,-4.168695
03/25,-3.9715781
03/26,-3.6591222
03/27,-3.916642
03/28,-4.259549
03/29,-4.5617085
03/30,-4.1590114
03/31,-4.0685577
04/01,-4.326087
04/02,-4.399595
04/03,-4.5696406
04/04,-4.7671704
04/05,-4.879894
04/06,-4.515594
04/07,-4.239642
04/08,-4.3249655
04/09,-3.9585207
04/10,-4.2654266
04/11,-4.7593327
04/12,-4.838189
04/13,-4.601816
04/14,-4.4897723
04/15,-4.620003
04/16,-4.396249
04/17,-4.4875216
04/18,-4.6875505
04/19,-4.7194424
04/20,-4.642935
04/21,-4.3848877
04/22,-4.530133
04/23,-4.395899
04/24,-4.2597337
04/25,-4.4516068
04/26,-4.0569806
04/27,-3.740899
04/28,-3.632799
04/29,-4.335435
04/30,-4.203735
05/01,-4.6878085
05/02,-4.7210836
05/03,-4.658706
05/04,-4.37504
05/05,-4.584721
05/06,-4.2962747
05/07,-4.4760895
05/08,-4.536772
05/09,-4.611671
05/10,-4.868349
05/11,-5.1212006
05/12,-4.6021376
05/13,-4.4313927
05/14,-4.116282
05/15,-4.122914
05/16,-4.3975
05/17,-4.235969
05/18,-3.73059
05/19,-3.3090072
05/20,-3.9191499
05/21,-4.2821054
05/22,-4.5193605
05/23,-4.439649
05/24,-4.219225
05/25,-4.3671136
05/26,-4.487612
05/27,-4.1977267
05/28,-4.2715344
05/29,-4.1679707
05/30,-3.9755652
05/31,-4.0381007
06/01,-3.8566604
06/02,-3.955177
06/03,-3.9503167
06/04,-3.9030037
06/05,-4.5126443
06/06,-4.6141477
06/07,-4.6564474
06/08,-4.8515363
06/09,-5.0112734
06/10,-4.6085224
06/11,-4.842341
06/12,-5.1039515
06/13,-5.395397
06/14,-5.2493005
06/15,-5.2500153
06/16,-4.666607
06/17,-4.537347
06/18,-4.4935174
06/19,-4.2294245
06/20,-4.3122735
06/21,-4.7487993
06/22,-4.7719507
06/23,-4.4899454
06/24,-4.914094
06/25,-5.2778587
06/26,-5.543136
06/27,-5.132945
06/28,-4.985548
06/29,-4.513718
06/30,-4.4592066
07/01,-4.2226486
07/02,-4.5144043
07/03,-4.9526687
07/04,-5.481899
07/05,-5.0938764
07/06,-4.886488
07/07,-5.1610875
07/08,-4.942191
07/09,-4.7931952
07/10,-4.961768
07/11,-5.2953997
07/12,-5.3688164
07/13,-4.958118
07/14,-4.7549725
07/15,-5.0088086
07/16,-5.670383
07/17,-5.6384974
07/18,-5.353886
07/19,-5.5808926
07/20,-5.6306515
07/21,-5.3957105
07/22,-4.935232
07/23,-4.8155913
