time,uwind
01/01,-4.1430945
01/02,-3.5144613
01/03,-3.2819026
01/04,-3.5678334
01/05,-3.768895
01/06,-4.203212
01/07,-4.0634146
01/08,-4.293603
01/09,-4.3887625
01/10,-3.439674
01/11,-3.2539678
01/12,-4.121212
01/13,-4.300279
01/14,-4.428037
01/15,-4.301277
01/16,-4.88153
01/17,-4.8340364
01/18,-3.7470353
01/19,-3.6580594
01/20,-3.5752873
01/21,-4.215972
01/22,-3.9980407
01/23,-3.9766998
01/24,-4.7485003
01/25,-4.716918
01/26,-5.2023754
01/27,-5.1221104
01/28,-4.4220953
01/29,-4.647106
01/30,-5.3204904
01/31,-4.9048367
02/01,-4.7777033
02/02,-4.90293
02/03,-4.7127714
02/04,-4.470945
02/05,-4.2841516
02/06,-4.833438
02/07,-5.3711014
02/08,-4.963521
02/09,-4.8893023
02/10,-4.55462
02/11,-4.175572
02/12,-3.8394618
02/13,-3.5996883
02/14,-3.4586968
02/15,-3.604239
02/16,-4.0277348
02/17,-5.5244713
02/18,-5.2767925
02/19,-5.1995263
02/20,-5.3641863
02/21,-4.8826656
02/22,-3.7632782
02/23,-4.2807255
02/24,-4.4689083
02/25,-4.77242
02/26,-4.5344586
02/27,-4.9541693
02/28,-4.4741015
02/29,-3.786079
03/01,-4.516461
03/02,-5.045192
03/03,-4.861463
03/04,-4.8506165
03/05,-4.9199963
03/06,-4.501955
03/07,-4.544705
03/08,-5.0021734
03/09,-4.9393435
03/10,-4.645231
03/11,-5.0045652
03/12,-5.007673
03/13,-4.9164166
03/14,-4.719096
03/15,-5.3477983
03/16,-5.7129235
03/17,-5.4838037
03/18,-5.167209
03/19,-4.9572263
03/20,-4.6541886
03/21,-5.0494304
03/22,-5.0807757
03/23,-4.755484
03/24,-4.21051
03/25,-3.9969208
03/26,-4.571084
03/27,-4.5051384
03/28,-4.205649
03/29,-4.18376
03/30,-4.4110003
03/31,-4.7642603
04/01,-4.5204406
04/02,-4.191027
04/03,-4.486354
04/04,-4.3871756
04/05,-4.7970924
04/06,-4.7440248
04/07,-4.9797697
04/08,-4.014338
04/09,-4.5197015
04/10,-4.6836033
04/11,-4.8600216
04/12,-4.9773088
04/13,-4.747516
04/14,-4.606663
04/15,-4.6797495
04/16,-4.7861915
04/17,-4.8765635
04/18,-4.85733
04/19,-4.481964
04/20,-4.480066
04/21,-4.0847125
04/22,-4.376072
04/23,-4.4823265
04/24,-4.2606664
04/25,-4.566605
04/26,-4.3613615
04/27,-4.2286143
04/28,-4.3711348
04/29,-4.8367705
04/30,-5.304582
05/01,-5.6294827
05/02,-5.095269
05/03,-4.996205
05/04,-5.1689644
05/05,-5.050432
05/06,-4.7544
05/07,-4.6497836
05/08,-4.6693635
05/09,-4.745871
05/10,-4.7639046
05/11,-4.6892815
05/12,-4.0244217
05/13,-3.8065057
05/14,-3.729921
05/15,-3.737128
05/16,-4.0431848
05/17,-4.2478757
05/18,-3.3734417
05/19,-3.157077
05/20,-2.9890125
05/21,-3.4942856
05/22,-4.0091043
05/23,-3.5944197
05/24,-3.8600845
05/25,-3.5797722
05/26,-3.4278507
05/27,-3.8766408
05/28,-4.244397
05/29,-3.9904468
05/30,-3.593769
05/31,-3.698459
06/01,-3.9972358
06/02,-4.3561263
06/03,-4.3165784
06/04,-4.285631
06/05,-4.275682
06/06,-5.166238
06/07,-4.7581167
06/08,-4.5475626
06/09,-4.3442698
06/10,-3.9605002
06/11,-3.9318154
06/12,-4.2474923
06/13,-4.1449795
06/14,-4.625003
