time,uwind
01/01,-0.84347826
01/02,-0.8782609
01/03,-0.3954546
01/04,-0.3347826
01/05,0.34782606
01/06,0.7
01/07,0.095652156
01/08,-0.25217387
01/09,0.104545444
01/10,0.16363639
01/11,-0.09090912
01/12,0.13636363
01/13,-0.28181818
01/14,0.5545454
01/15,-0.11363632
01/16,-0.66818184
01/17,-1.1636363
01/18,-0.79545456
01/19,-0.4238095
01/20,-1.1809523
01/21,-0.6571428
01/22,-0.8428572
01/23,-0.4571429
01/24,-0.099999964
01/25,-0.29047617
01/26,-0.5428571
01/27,-1.152381
01/28,-1.6238095
01/29,-1.1666666
01/30,-0.7904762
01/31,-1.2619047
02/01,-1.1809524
02/02,-1.7380953
02/03,-1.4238095
02/04,-1.0238096
02/05,-1.5590909
02/06,-0.93636364
02/07,-1.1545454
02/08,-0.9
02/09,-1.5590909
02/10,-1.6863637
02/11,-1.2826087
02/12,-0.82173914
02/13,-1.3000001
02/14,-1.4695652
02/15,-1.2391304
02/16,-1.0869565
02/17,-0.7652174
02/18,-0.54347825
02/19,-0.22173913
02/20,-0.6869565
02/21,-0.9347826
02/22,-0.80454546
02/23,-1.3409091
02/24,-0.85
02/25,-1.1681819
02/26,-1.6818181
02/27,-2.4045455
02/28,-2.4045455
02/29,-1.9833335
03/01,-1.6727272
03/02,-1.6545455
03/03,-1.1909091
03/04,-1.3391304
03/05,-0.69545454
03/06,-1.1608695
03/07,-1.6590909
03/08,-0.8391304
03/09,-0.56521744
03/10,-0.8043478
03/11,-1.3217391
03/12,-1.1916667
03/13,-1.475
03/14,-1.9291667
03/15,-2.1375
03/16,-1.9833332
03/17,-1.5916667
03/18,-1.0583333
03/19,-0.628
03/20,-1.496
03/21,-1.8440001
03/22,-2.128
03/23,-1.7559999
03/24,-1.3239999
03/25,-1.768
03/26,-1.184
03/27,-1.4039999
03/28,-1.5760001
03/29,-1.6839999
03/30,-1.4043478
03/31,-1.276
04/01,-1.5680001
04/02,-1.3080001
04/03,-1.5680001
04/04,-1.6840001
04/05,-1.492
04/06,-1.6
04/07,-1.3560001
04/08,-1.348
04/09,-1.716
04/10,-1.86
04/11,-1.764
04/12,-1.796
04/13,-1.6320001
04/14,-1.396
04/15,-1.4291667
04/16,-0.81304353
04/17,-0.9583333
04/18,-0.72083336
04/19,-0.50869566
04/20,-0.9173913
04/21,-1.2956522
04/22,-1.4695652
04/23,-1.6130434
04/24,-1.8304347
04/25,-1.9869566
04/26,-2.126087
04/27,-2.4565217
04/28,-1.7478261
04/29,-1.1086956
04/30,-1.0652174
05/01,-1.5391304
05/02,-1.8521738
05/03,-1.6999999
05/04,-1.4043478
05/05,-1.673913
05/06,-1.1272727
05/07,-1.7727273
05/08,-1.7045455
05/09,-1.3
05/10,-1.1727272
05/11,-0.8363636
05/12,-0.82857144
05/13,-0.49090913
05/14,-0.8545454
05/15,-1.1
05/16,-1.4727273
05/17,-1.3409091
05/18,-1.2590909
05/19,-0.28181818
05/20,-0.118181795
05/21,-0.3863637
05/22,-0.2454545
05/23,-0.5863636
05/24,-1.4590908
05/25,-1.7454547
05/26,-1.4499999
05/27,-1.4590908
05/28,-1.2363636
05/29,-1.8363637
05/30,-1.2181817
05/31,-1.1545454
06/01,-1.4181819
06/02,-1.2363635
06/03,-0.56363636
06/04,-1.2409091
06/05,-1.4727273
06/06,-1.3
06/07,-1.5409092
06/08,-1.2954545
06/09,-1.2136364
06/10,-1.1909091
06/11,-0.69090915
06/12,-1.1090909
06/13,-0.9318182
06/14,-0.104545474
06/15,-0.36363637
06/16,-0.20909093
06/17,-0.7086957
06/18,-0.952174
06/19,-0.5260869
06/20,-0.2173913
06/21,-0.57391304
06/22,-0.54347825
06/23,-0.10434785
06/24,0.7521739
06/25,0.4478261
06/26,-0.29565218
06/27,0.14782606
06/28,0.42608696
06/29,0.3913044
06/30,0.06956522
07/01,-0.2695652
07/02,-0.7565217
07/03,-0.6130434
07/04,-0.8695652
07/05,-0.26818183
07/06,-0.38181818
07/07,-0.3090909
07/08,-0.45454547
07/09,0.059090916
07/10,1.2045455
07/11,0.64090914
07/12,0.12727274
07/13,0.29047617
07/14,0.15454546
07/15,-0.26190478
07/16,-0.36190477
07/17,-0.6666667
07/18,-1.0
07/19,-1.3571428
07/20,-0.93636364
07/21,-0.28636363
07/22,-0.5863636
07/23,-0.26818183
07/24,0.3272727
07/25,-0.077272706
07/26,-0.30454543
07/27,0.29545453
07/28,-0.12272733
07/29,-0.29047623
07/30,0.09047621
07/31,-0.21818179
08/01,-0.90909094
08/02,-1.2681818
08/03,-0.71363634
08/04,-0.3409091
08/05,0.022727245
08/06,-0.20454544
08/07,-0.74545455
08/08,-0.23636363
08/09,-0.077272765
08/10,-0.6652174
08/11,-0.375
08/12,-0.4041667
08/13,-0.5208333
08/14,-0.90000004
08/15,-0.5458333
08/16,-0.5416667
08/17,-1.4375
08/18,-1.1125001
08/19,-0.7333333
08/20,-0.875
08/21,-0.9833333
08/22,-1.376
08/23,-1.732
08/24,-1.888
08/25,-1.6374999
08/26,-1.228
08/27,-1.244
08/28,-1.7875
08/29,-1.6692308
