time,uwind
01/01,-4.734526
01/02,-4.998615
01/03,-4.78534
01/04,-4.9625535
01/05,-5.1369777
01/06,-4.8905115
01/07,-5.1214447
01/08,-4.881223
01/09,-4.779188
01/10,-4.629051
01/11,-5.128931
01/12,-4.7001085
01/13,-4.1987305
01/14,-4.2112584
01/15,-4.7854085
01/16,-4.841515
01/17,-5.208801
01/18,-5.220589
01/19,-5.0499597
01/20,-4.705971
01/21,-4.7585173
01/22,-4.317847
01/23,-4.812691
01/24,-4.8455315
01/25,-5.167512
01/26,-5.041428
01/27,-4.80863
01/28,-5.550824
01/29,-5.675096
01/30,-5.292442
01/31,-4.9759583
02/01,-5.122318
02/02,-5.935947
02/03,-5.106381
02/04,-5.17451
02/05,-5.319307
02/06,-5.250672
02/07,-5.08775
02/08,-5.3819623
02/09,-5.4803195
02/10,-5.1464314
02/11,-4.804928
02/12,-4.9304776
02/13,-5.1313925
02/14,-4.889731
02/15,-4.614724
02/16,-4.3948445
02/17,-4.245156
02/18,-4.794566
02/19,-4.979069
02/20,-5.1858807
02/21,-4.8989596
02/22,-4.894635
02/23,-4.6747828
02/24,-4.881366
02/25,-5.2610474
02/26,-5.3499722
02/27,-5.0601707
02/28,-5.0106983
02/29,-5.5038004
03/01,-5.4475274
03/02,-4.9218683
03/03,-5.1356215
03/04,-4.922563
03/05,-4.354924
03/06,-4.559267
03/07,-4.668386
03/08,-5.0651746
03/09,-4.342333
03/10,-4.589061
03/11,-5.1493287
03/12,-5.413549
03/13,-5.0061464
03/14,-5.1712112
03/15,-5.7722297
03/16,-5.4461956
03/17,-5.2698936
03/18,-5.199308
03/19,-4.490897
03/20,-3.8754187
03/21,-4.997271
03/22,-4.684582
03/23,-4.658992
03/24,-4.7767773
03/25,-4.699925
03/26,-4.618133
03/27,-4.7796016
03/28,-5.309141
03/29,-5.8347855
03/30,-5.6802497
03/31,-5.715655
04/01,-5.403801
04/02,-4.86642
04/03,-5.344375
04/04,-5.0989513
04/05,-4.847594
04/06,-5.2004185
04/07,-4.616092
04/08,-4.362375
04/09,-4.0459
04/10,-4.0118814
04/11,-4.5004582
04/12,-3.9783251
04/13,-4.3632655
04/14,-4.39584
04/15,-4.8256154
04/16,-4.995201
04/17,-5.223
04/18,-4.5896354
04/19,-5.094262
04/20,-4.6804843
04/21,-5.077093
04/22,-4.933284
04/23,-5.159182
04/24,-5.246277
04/25,-5.2832475
04/26,-4.922252
04/27,-5.0537386
04/28,-4.912981
04/29,-4.9044247
04/30,-5.1661854
05/01,-4.8648486
05/02,-5.370678
05/03,-5.257886
05/04,-4.811292
05/05,-5.3222613
05/06,-5.202663
05/07,-4.8992543
05/08,-4.6770797
05/09,-4.243181
05/10,-4.5704117
05/11,-4.4125857
05/12,-4.5330777
05/13,-4.467217
05/14,-4.3595905
05/15,-4.389252
05/16,-4.0925937
05/17,-3.7323925
05/18,-4.112269
05/19,-4.109736
05/20,-4.187474
05/21,-3.652352
05/22,-3.4973
05/23,-4.030427
05/24,-3.7374084
05/25,-3.5893152
05/26,-3.7331915
05/27,-3.785837
05/28,-3.781742
05/29,-3.8231528
05/30,-3.8150737
05/31,-3.9262135
06/01,-3.8774374
06/02,-3.969369
06/03,-3.7252245
06/04,-3.4286127
06/05,-3.7422173
06/06,-3.869316
06/07,-4.5160446
06/08,-4.193502
06/09,-3.9406347
06/10,-3.889896
06/11,-3.9724085
06/12,-4.293445
06/13,-4.2193265
06/14,-3.681484
06/15,-3.086064
06/16,-2.8387568
06/17,-2.4945295
06/18,-3.2607737
06/19,-2.8443341
06/20,-3.2445567
06/21,-3.1237502
06/22,-3.827356
06/23,-3.8232584
06/24,-3.2475958
06/25,-2.5519786
06/26,-2.3538432
06/27,-2.1226575
06/28,-1.488608
06/29,-1.5215057
06/30,-1.5494076
07/01,-2.6104488
07/02,-2.3715205
07/03,-1.9948028
07/04,-1.2863524
07/05,-1.7785629
07/06,-2.0542789
07/07,-1.5135845
07/08,-1.8849887
07/09,-1.8759391
07/10,-1.7363013
07/11,-1.7936476
07/12,-1.6004456
07/13,-1.0737268
07/14,-1.382324
07/15,-1.4024857
07/16,-1.8939562
07/17,-1.7135277
07/18,-1.4249238
07/19,-1.8628421
07/20,-1.2612065
07/21,-1.415075
07/22,-1.5494083
07/23,-1.0273292
07/24,-1.2788318
07/25,-0.741399
07/26,-1.3115374
07/27,-0.90914804
