time,uwind
01/01,-5.976923
01/02,-6.223077
01/03,-5.9538465
01/04,-6.0615387
01/05,-6.3076925
01/06,-6.338462
01/07,-6.276923
01/08,-6.369231
01/09,-6.6000004
01/10,-6.3846154
01/11,-6.730769
01/12,-5.946154
01/13,-6.723077
01/14,-6.776923
01/15,-6.1538463
01/16,-5.876923
01/17,-6.4076924
01/18,-6.215385
01/19,-6.2
01/20,-6.015384
01/21,-6.5461535
01/22,-6.7384615
01/23,-6.65
01/24,-6.5416665
01/25,-6.376923
01/26,-6.2749996
01/27,-6.8333335
01/28,-7.061538
01/29,-7.069231
01/30,-7.1846156
01/31,-6.9538465
02/01,-7.0
02/02,-7.292308
02/03,-7.3307695
02/04,-7.1769233
02/05,-6.6692305
02/06,-6.415385
02/07,-6.0285716
02/08,-6.7357144
02/09,-6.964286
02/10,-6.5785713
02/11,-6.366667
02/12,-6.642857
02/13,-6.964286
02/14,-6.326667
02/15,-6.54
02/16,-5.9866667
02/17,-5.6200004
02/18,-6.6266665
02/19,-6.6933336
02/20,-6.292857
02/21,-6.3142858
02/22,-6.1692305
02/23,-5.9214287
02/24,-5.9692307
02/25,-6.02
02/26,-5.9866667
02/27,-6.8466663
02/28,-6.2466664
02/29,-6.625
03/01,-5.964286
03/02,-6.0533338
03/03,-6.02
03/04,-6.3533335
03/05,-5.5333333
03/06,-5.9866667
03/07,-6.26
03/08,-5.7933335
03/09,-6.113333
03/10,-6.3
03/11,-6.4733334
03/12,-6.241667
03/13,-6.4583335
03/14,-5.5142856
03/15,-6.35
03/16,-6.607143
03/17,-6.6142855
03/18,-6.0071425
03/19,-6.2866664
03/20,-6.071429
03/21,-5.7999997
03/22,-6.321429
03/23,-6.0928574
03/24,-6.0214286
03/25,-5.8857145
03/26,-6.1357145
03/27,-6.1
03/28,-6.64
03/29,-6.24
03/30,-5.8333335
03/31,-5.6600003
04/01,-5.96
04/02,-5.886667
04/03,-6.3466663
04/04,-5.4933333
04/05,-5.54
04/06,-5.3399997
04/07,-5.6533337
04/08,-5.6
04/09,-5.213333
04/10,-4.586667
04/11,-4.813333
04/12,-5.74
04/13,-5.8333335
04/14,-6.3
04/15,-5.9266667
04/16,-6.08
04/17,-6.2200003
04/18,-6.0066667
04/19,-6.326667
04/20,-6.54
04/21,-5.733333
04/22,-5.6266665
04/23,-5.68
04/24,-5.5
04/25,-5.3066664
04/26,-5.32
04/27,-5.6266665
04/28,-6.06
04/29,-5.4333334
04/30,-5.2066665
05/01,-5.08
05/02,-5.36
05/03,-4.792857
05/04,-5.571429
05/05,-5.8714285
05/06,-5.0642858
05/07,-5.7
05/08,-6.2000003
05/09,-5.9214287
05/10,-5.7428575
05/11,-5.5928574
05/12,-5.442857
05/13,-5.7
05/14,-5.946154
05/15,-5.414286
05/16,-4.4
05/17,-4.3714285
05/18,-3.9785714
05/19,-4.35
05/20,-3.4214287
05/21,-3.857143
05/22,-4.35
05/23,-4.4071426
05/24,-4.692857
05/25,-4.9928575
05/26,-5.0071425
05/27,-4.5642858
05/28,-5.1142855
05/29,-5.142857
05/30,-5.2285714
05/31,-5.1
06/01,-5.414286
06/02,-5.457143
06/03,-5.576923
06/04,-5.457143
06/05,-5.335714
06/06,-5.107143
06/07,-5.2714286
06/08,-5.607143
06/09,-5.0642858
06/10,-5.4785714
06/11,-5.5214286
06/12,-5.5
06/13,-4.7466664
06/14,-4.8066664
06/15,-5.3066664
06/16,-5.0133333
06/17,-5.1
06/18,-4.266667
06/19,-5.1142855
06/20,-4.85
06/21,-4.1642857
06/22,-3.85
06/23,-3.4785714
06/24,-3.4266667
06/25,-3.8600001
06/26,-4.6214285
06/27,-5.071429
06/28,-4.1928573
06/29,-3.8999999
06/30,-4.428571
07/01,-4.5285716
07/02,-4.035714
07/03,-3.9733336
07/04,-3.2533333
07/05,-3.2466667
07/06,-2.5066667
07/07,-2.8733332
07/08,-3.2666667
07/09,-2.88
07/10,-3.32
07/11,-3.4
07/12,-4.0066667
07/13,-3.9333334
07/14,-3.1333334
07/15,-2.4399998
07/16,-2.5533333
07/17,-2.3333333
07/18,-2.0466666
07/19,-2.5733333
07/20,-2.1933334
07/21,-2.4466667
07/22,-2.24
07/23,-2.4
07/24,-2.4133334
07/25,-2.82
07/26,-2.5466666
07/27,-2.3642857
07/28,-2.4642856
07/29,-2.2857144
07/30,-1.8214285
07/31,-2.0214286
08/01,-1.8
08/02,-1.6214286
08/03,-1.3285714
08/04,-1.0
08/05,-1.35
08/06,-0.75384617
08/07,-0.7307692
08/08,-1.8642857
08/09,-1.3571428
08/10,-0.3285714
08/11,0.0
08/12,-0.9571429
08/13,-1.36
08/14,-1.2428571
08/15,-0.45
08/16,-0.6642857
08/17,-1.0071429
08/18,-1.0071428
08/19,-0.85714287
08/20,-0.10000001
08/21,-0.9266667
08/22,-1.1599998
08/23,-0.32666668
08/24,-0.15333338
08/25,-0.7066667
08/26,-0.56
08/27,-0.053333327
08/28,-0.22666666
08/29,-0.25333336
08/30,0.033333343
08/31,0.086666666
09/01,0.2
09/02,0.6066667
09/03,0.58
09/04,0.5266667
09/05,-0.5733333
09/06,-1.6866667
09/07,-0.91333336
09/08,-0.48666668
09/09,0.39999995
09/10,0.08000002
09/11,-0.23333335
09/12,-0.22000003
09/13,0.106666565
09/14,3.973643e-08
09/15,0.12666671
09/16,-0.44
09/17,-1.02
09/18,-0.75333333
09/19,-0.7266667
09/20,-0.94
09/21,-1.0066667
09/22,-0.88
09/23,-0.15999998
09/24,-0.040000025
09/25,-0.14666663
09/26,-0.26666668
09/27,-1.3333334
09/28,-0.43333334
09/29,-0.8066667
09/30,-1.2533333
10/01,-1.4666667
10/02,-0.9066667
10/03,-0.81333333
10/04,-0.68666667
10/05,-0.62
10/06,-1.8733333
10/07,-1.42
10/08,-0.2
10/09,-0.7
10/10,-0.6133334
10/11,-1.1533333
10/12,-1.3466666
10/13,-0.78666663
10/14,-1.0666667
10/15,-0.64666665
10/16,-0.36666667
10/17,-0.8
10/18,-1.4533333
10/19,-2.26
10/20,-2.0333333
10/21,-1.3076923
10/22,-1.2785714
10/23,-1.292857
10/24,-2.1285713
10/25,-1.3928572
10/26,-1.5142858
10/27,-1.4071429
10/28,-1.4846153
10/29,-2.2615385
10/30,-2.0384614
10/31,-2.2461538
11/01,-3.8461537
11/02,-4.1923075
11/03,-3.8692307
11/04,-4.123077
11/05,-4.6846156
11/06,-4.376923
11/07,-3.0384614
11/08,-4.266667
11/09,-4.3416667
11/10,-3.1833334
11/11,-2.9750001
11/12,-3.3083334
11/13,-3.6333332
11/14,-4.276923
11/15,-4.1153846
11/16,-3.823077
11/17,-3.7692308
11/18,-4.0
11/19,-3.9
11/20,-3.3846154
11/21,-4.169231
11/22,-3.8153844
11/23,-3.8461537
11/24,-3.776923
11/25,-3.6999998
11/26,-3.7384615
11/27,-4.123077
11/28,-4.9384613
11/29,-5.1
11/30,-3.5249999
12/01,-3.4416666
12/02,-4.0499997
12/03,-4.358333
12/04,-5.0076923
12/05,-5.441667
12/06,-5.4666667
12/07,-6.275
12/08,-5.2083335
12/09,-5.3166666
12/10,-4.7999997
12/11,-5.4692307
12/12,-5.1846156
12/13,-5.6769233
12/14,-4.891667
12/15,-5.6923075
12/16,-6.15
12/17,-6.308333
12/18,-5.941667
12/19,-6.1000004
12/20,-5.3307695
12/21,-4.3461537
12/22,-5.1846156
12/23,-5.5615387
12/24,-6.053846
12/25,-6.646154
12/26,-6.776923
12/27,-6.5923076
12/28,-6.630769
12/29,-6.246154
12/30,-6.5307693
12/31,-6.5
