time,uwind
01/01,-6.6603847
01/02,-6.328533
01/03,-5.987799
01/04,-6.0866613
01/05,-6.1720138
01/06,-6.3553963
01/07,-6.6020465
01/08,-6.4988813
01/09,-6.1190724
01/10,-6.3489165
01/11,-6.2864647
01/12,-6.2605023
01/13,-6.3820186
01/14,-6.1952095
01/15,-6.3466816
01/16,-6.0954103
01/17,-6.100689
01/18,-6.082109
01/19,-5.9267445
01/20,-6.0046015
01/21,-6.48846
01/22,-6.2592335
01/23,-6.425081
01/24,-6.400289
01/25,-6.481901
01/26,-6.5206685
01/27,-6.3129864
01/28,-6.0857167
01/29,-5.9839916
01/30,-6.397753
01/31,-6.598443
02/01,-6.518784
02/02,-6.3386474
02/03,-6.269556
02/04,-6.1433983
02/05,-6.134625
02/06,-6.369039
02/07,-6.5199804
02/08,-6.633151
02/09,-6.627579
02/10,-6.5545173
02/11,-6.5876317
02/12,-6.425676
02/13,-6.233275
02/14,-6.1855564
02/15,-6.513256
02/16,-6.6466146
02/17,-6.3391914
02/18,-6.736391
02/19,-6.8138576
02/20,-6.584614
02/21,-6.2715526
02/22,-6.2596874
02/23,-6.149442
02/24,-6.0996222
02/25,-5.994795
02/26,-5.9365616
02/27,-6.1282177
02/28,-6.4234548
02/29,-6.116667
03/01,-5.9614058
03/02,-6.0253096
03/03,-6.212541
03/04,-5.9926095
03/05,-6.3921275
03/06,-6.332867
03/07,-6.054353
03/08,-5.640299
03/09,-5.243611
03/10,-5.165366
03/11,-5.1977954
03/12,-5.774867
03/13,-5.348966
03/14,-5.494676
03/15,-5.4941278
03/16,-5.6484017
03/17,-5.202501
03/18,-5.386348
03/19,-5.793133
03/20,-5.8819127
03/21,-5.722185
03/22,-5.944691
03/23,-5.686295
03/24,-5.1036477
03/25,-4.9946055
03/26,-4.9648633
03/27,-4.976704
03/28,-5.3349915
03/29,-5.154377
03/30,-5.175753
03/31,-5.3948255
04/01,-5.4211135
04/02,-5.4524093
04/03,-5.3294663
04/04,-5.2321258
04/05,-5.0680633
04/06,-5.0148225
04/07,-4.5212708
04/08,-4.06642
04/09,-4.477186
04/10,-4.538089
04/11,-4.717566
04/12,-4.8483453
04/13,-4.854459
04/14,-5.235141
04/15,-4.9605308
04/16,-5.085367
04/17,-4.5245996
04/18,-5.105206
04/19,-5.411154
04/20,-4.666858
04/21,-4.6762996
04/22,-5.042435
04/23,-4.8509154
04/24,-4.208875
04/25,-4.4132247
04/26,-4.4088154
04/27,-4.407623
04/28,-4.696493
04/29,-4.5765014
04/30,-5.108505
05/01,-5.1253953
05/02,-5.6332507
05/03,-5.460686
05/04,-5.1252747
05/05,-4.9336224
05/06,-5.0296497
05/07,-5.5004387
05/08,-5.3726463
05/09,-5.038946
05/10,-5.0247984
05/11,-5.0542073
05/12,-4.8335505
05/13,-4.6427083
05/14,-4.646286
05/15,-4.670397
05/16,-4.54682
05/17,-4.065004
05/18,-4.0757875
05/19,-4.250331
05/20,-4.3437686
05/21,-4.075338
05/22,-4.0799785
05/23,-4.1035576
05/24,-3.948544
05/25,-3.2688668
05/26,-3.5361876
05/27,-3.8101025
05/28,-4.0815964
05/29,-4.3785167
05/30,-4.2350492
05/31,-3.9979188
06/01,-4.2054224
06/02,-4.1680403
06/03,-4.1576414
06/04,-4.3517404
06/05,-4.3411965
06/06,-4.5411086
06/07,-4.6537194
06/08,-4.356664
06/09,-4.566093
06/10,-4.759993
06/11,-5.0541987
06/12,-4.8142095
06/13,-4.9925013
06/14,-5.18137
06/15,-4.7626753
06/16,-5.261361
06/17,-5.333851
06/18,-5.3649874
06/19,-5.276437
06/20,-5.251086
06/21,-5.2537947
06/22,-4.6794553
06/23,-4.5460887
06/24,-4.855704
06/25,-4.9141164
06/26,-4.8515553
06/27,-4.4980145
06/28,-4.2802415
06/29,-5.181297
06/30,-4.9567714
07/01,-4.835237
07/02,-5.1098657
07/03,-5.1486583
07/04,-5.1555486
07/05,-5.2055693
07/06,-5.6307235
07/07,-5.2758226
07/08,-4.9596562
07/09,-4.7831645
07/10,-5.024796
07/11,-5.7312045
07/12,-5.7623982
07/13,-5.4275913
07/14,-5.0027027
07/15,-5.4472256
07/16,-5.59932
07/17,-5.457203
07/18,-5.5247097
07/19,-5.434436
07/20,-5.6754613
07/21,-6.2986093
07/22,-6.26941
07/23,-6.1732507
07/24,-5.6640935
07/25,-5.388245
07/26,-5.50915
07/27,-5.73771
07/28,-6.202956
07/29,-6.2448926
07/30,-6.479187
07/31,-6.6224084
08/01,-6.4915395
08/02,-6.2998147
08/03,-6.4109936
08/04,-6.1665845
08/05,-5.766562
08/06,-6.026664
08/07,-5.852496
08/08,-5.801616
08/09,-5.525057
08/10,-5.6862845
08/11,-5.50628
08/12,-5.6626196
08/13,-5.554315
08/14,-5.5509515
08/15,-6.023332
08/16,-5.6554685
08/17,-5.9626293
08/18,-5.6575413
08/19,-5.71322
08/20,-5.7688346
08/21,-5.5067487
