time,uwind
01/01,-3.642684
01/02,-3.3432972
01/03,-3.198282
01/04,-2.9073527
01/05,-2.8770075
01/06,-3.0428245
01/07,-2.9548128
01/08,-2.952228
01/09,-3.217592
01/10,-3.3276594
01/11,-3.476516
01/12,-3.300853
01/13,-3.2306254
01/14,-2.9291222
01/15,-2.9862063
01/16,-3.1907134
01/17,-3.2211807
01/18,-3.3120065
01/19,-3.4747305
01/20,-3.3601573
01/21,-3.5417724
01/22,-3.7045062
01/23,-3.3225167
01/24,-3.5171874
01/25,-3.3341286
01/26,-2.9984725
01/27,-2.850707
01/28,-2.675038
01/29,-2.4342182
01/30,-2.5618215
01/31,-2.422701
02/01,-2.5170276
02/02,-2.6045775
02/03,-2.763704
02/04,-2.5379658
02/05,-2.8672647
02/06,-2.7691834
02/07,-2.8556077
02/08,-2.5715075
02/09,-2.6319153
02/10,-2.5811052
02/11,-2.7934716
02/12,-2.6758158
02/13,-2.7380266
02/14,-2.6479228
02/15,-2.6076746
02/16,-2.4973857
02/17,-2.7863317
02/18,-2.718594
02/19,-2.53302
02/20,-2.544955
02/21,-2.9751751
02/22,-2.9351947
02/23,-2.5099554
02/24,-2.5982387
02/25,-2.613054
02/26,-3.00082
02/27,-2.953215
02/28,-2.777281
02/29,-2.8592262
03/01,-2.3800743
03/02,-2.2352564
03/03,-2.1682847
03/04,-2.3138392
03/05,-2.2538474
03/06,-2.090484
03/07,-1.955148
03/08,-1.9949683
03/09,-2.2798967
03/10,-2.3204308
03/11,-2.1177943
03/12,-1.6983345
03/13,-1.4923667
03/14,-1.228032
03/15,-0.9423476
03/16,-1.5234424
03/17,-1.517017
03/18,-1.8137181
03/19,-2.030722
03/20,-2.0404136
03/21,-2.0627313
03/22,-2.0869577
03/23,-1.9501628
03/24,-1.8410239
03/25,-1.7539918
03/26,-1.7741114
03/27,-1.5950183
03/28,-1.0836515
03/29,-1.4042085
03/30,-1.9534378
03/31,-1.7367693
04/01,-2.4435425
04/02,-2.7572072
04/03,-2.3081348
04/04,-2.1222444
04/05,-2.2621508
04/06,-2.6174407
04/07,-2.2737153
04/08,-1.9990643
04/09,-1.6034179
04/10,-1.1692811
04/11,-1.004141
04/12,-0.7798982
04/13,-1.8635169
04/14,-2.4894776
04/15,-2.3593214
04/16,-2.6286292
04/17,-2.6196635
04/18,-2.2071862
04/19,-2.641382
04/20,-2.5668566
04/21,-2.1480267
04/22,-2.1599262
04/23,-2.4686773
04/24,-2.3534172
04/25,-2.5582743
04/26,-2.3231847
04/27,-2.5626562
04/28,-2.7132945
04/29,-2.9403636
04/30,-2.4862864
05/01,-2.4239974
05/02,-2.756679
05/03,-2.6153023
05/04,-2.524754
05/05,-2.6375306
05/06,-2.7111354
05/07,-3.1960642
05/08,-2.9859664
05/09,-3.1028588
05/10,-3.094671
05/11,-3.413268
05/12,-3.2142427
05/13,-3.2539454
05/14,-3.0027618
05/15,-3.2785535
05/16,-2.5432653
05/17,-2.5698104
05/18,-2.7937357
05/19,-2.6941526
05/20,-2.6050615
05/21,-2.8857768
05/22,-3.3256478
05/23,-3.2468526
05/24,-3.2559173
05/25,-3.288821
05/26,-3.6598647
05/27,-3.6031773
05/28,-3.306488
05/29,-3.4002051
05/30,-3.4713116
05/31,-3.6349828
06/01,-4.2566786
06/02,-4.2792616
06/03,-3.8406892
06/04,-3.5529165
06/05,-4.119098
06/06,-4.2051716
06/07,-3.8210025
06/08,-3.6868954
06/09,-3.65356
06/10,-3.4694638
06/11,-3.7143674
06/12,-3.8037794
06/13,-3.7431037
06/14,-3.7778423
06/15,-3.9661362
06/16,-4.003403
06/17,-4.0895815
06/18,-4.2361803
06/19,-4.262746
06/20,-4.347861
06/21,-4.13019
06/22,-3.923503
06/23,-3.9436314
06/24,-4.0884337
06/25,-3.7593718
06/26,-3.4768038
06/27,-3.676151
06/28,-4.131226
06/29,-4.246567
06/30,-4.6487513
07/01,-4.4690256
07/02,-4.698157
07/03,-4.4943137
07/04,-4.154122
07/05,-3.8368742
07/06,-4.212673
07/07,-4.533035
07/08,-4.7009144
07/09,-4.512413
07/10,-4.4829183
07/11,-4.1488576
07/12,-4.371121
07/13,-4.4702587
07/14,-4.3925753
07/15,-4.4907837
07/16,-4.6118937
07/17,-4.6479697
07/18,-4.8268714
07/19,-4.4767013
07/20,-4.1846647
07/21,-4.197676
07/22,-4.495211
07/23,-4.8012805
07/24,-4.8825097
07/25,-4.8351665
07/26,-4.826623
07/27,-4.497108
07/28,-4.428125
07/29,-4.796517
07/30,-4.5287185
07/31,-4.5150905
08/01,-4.6428695
08/02,-4.313779
08/03,-4.4585886
08/04,-4.360017
08/05,-4.495606
08/06,-4.3582172
08/07,-4.1842217
08/08,-4.155714
08/09,-4.4729686
08/10,-4.686492
08/11,-4.5422
08/12,-4.529391
08/13,-4.5449357
08/14,-4.5495515
08/15,-4.334365
08/16,-4.6314206
08/17,-4.9348435
08/18,-4.6128526
08/19,-4.254523
08/20,-3.8973227
08/21,-3.9057705
08/22,-4.264732
08/23,-4.0735755
08/24,-4.2269626
08/25,-4.1656938
08/26,-4.4965005
08/27,-4.5635457
08/28,-4.655085
08/29,-4.5178165
08/30,-4.1488132
08/31,-4.266335
09/01,-4.5374093
09/02,-4.3673115
09/03,-4.437522
09/04,-4.122034
09/05,-4.159208
09/06,-4.248161
09/07,-4.4228477
09/08,-4.4338593
09/09,-4.56751
09/10,-4.5773644
09/11,-4.6532993
09/12,-4.6714473
09/13,-4.340055
09/14,-4.224113
09/15,-4.1689634
09/16,-4.1614556
09/17,-4.161527
09/18,-3.8041208
09/19,-3.4562616
09/20,-3.8976917
09/21,-4.2118144
09/22,-4.2989855
09/23,-4.377853
09/24,-4.359184
09/25,-4.561913
09/26,-3.9189434
09/27,-4.196311
09/28,-3.9059272
09/29,-3.8063858
09/30,-3.8942673
10/01,-4.3176203
10/02,-4.1102705
10/03,-4.263417
10/04,-4.312504
10/05,-4.4677877
10/06,-4.3238425
10/07,-4.397569
10/08,-4.2316785
10/09,-4.5238113
10/10,-4.468967
10/11,-4.4553223
10/12,-4.4047403
10/13,-4.335837
10/14,-4.53684
10/15,-4.6060605
10/16,-4.4860005
10/17,-4.4680724
10/18,-4.255218
10/19,-4.11441
10/20,-4.0755324
10/21,-4.066364
10/22,-4.2266865
10/23,-4.2706227
10/24,-4.4847503
10/25,-4.366464
10/26,-4.1122637
10/27,-4.1167607
10/28,-4.213535
10/29,-4.3563423
10/30,-4.281806
10/31,-4.17926
11/01,-3.8151193
11/02,-4.102956
11/03,-4.433803
11/04,-4.366483
11/05,-4.3087544
11/06,-4.239812
11/07,-4.260151
11/08,-4.608667
11/09,-4.488844
11/10,-4.353853
11/11,-4.3476605
11/12,-4.16631
11/13,-4.015417
11/14,-4.0661306
11/15,-3.935941
11/16,-3.9225695
11/17,-4.101076
11/18,-4.0895176
11/19,-4.0690036
11/20,-3.691062
11/21,-3.8407044
11/22,-4.082703
11/23,-4.070319
11/24,-3.9925466
11/25,-4.080005
11/26,-4.018024
11/27,-3.702771
11/28,-3.451443
11/29,-3.9420545
11/30,-3.860453
12/01,-3.729186
12/02,-3.5340765
12/03,-3.4997807
12/04,-3.7690656
12/05,-3.9594455
12/06,-3.5949616
12/07,-3.5932102
12/08,-3.5230792
12/09,-3.644016
12/10,-3.6392803
12/11,-3.5209286
12/12,-3.4988792
12/13,-3.4511292
12/14,-3.6787372
12/15,-3.390791
12/16,-3.494312
12/17,-3.6179435
12/18,-3.598833
12/19,-3.5424986
12/20,-3.5638988
12/21,-3.7191308
12/22,-3.9557698
12/23,-3.4351768
12/24,-3.3944645
12/25,-3.5406027
12/26,-3.5473192
12/27,-3.8096974
12/28,-3.3294122
12/29,-3.3207073
12/30,-3.537602
12/31,-3.767246
