time,uwind
01/01,-6.2144256
01/02,-5.811154
01/03,-5.9155207
01/04,-6.090691
01/05,-5.5247874
01/06,-5.6066647
01/07,-5.682
01/08,-5.3932505
01/09,-5.2102747
01/10,-5.5277653
01/11,-5.343332
01/12,-5.346314
01/13,-5.7424994
01/14,-6.028135
01/15,-5.890006
01/16,-5.4330516
01/17,-5.5319834
01/18,-5.30158
01/19,-5.3087225
01/20,-5.482294
01/21,-5.2739034
01/22,-5.465175
01/23,-6.000843
01/24,-6.1080832
01/25,-5.9761558
01/26,-6.1386147
01/27,-6.0947733
01/28,-5.908283
01/29,-5.7105355
01/30,-5.5027204
01/31,-5.5395365
02/01,-5.810746
02/02,-5.910406
02/03,-5.826539
02/04,-5.466984
02/05,-5.101061
02/06,-5.95348
02/07,-5.7747216
02/08,-5.6670437
02/09,-5.5656314
02/10,-5.7637367
02/11,-5.790196
02/12,-5.1380982
02/13,-4.804493
02/14,-5.504806
02/15,-5.514688
02/16,-5.7502522
02/17,-5.488712
02/18,-5.7185764
02/19,-5.583843
02/20,-5.6343007
02/21,-5.2687187
02/22,-5.1898913
02/23,-5.7882676
02/24,-5.6673226
02/25,-5.7138166
02/26,-5.4961805
02/27,-5.9363036
02/28,-5.5952435
02/29,-4.6696854
03/01,-5.7806945
03/02,-6.1604095
03/03,-5.929058
03/04,-5.7077594
03/05,-6.197411
03/06,-5.825855
03/07,-5.837496
03/08,-5.903882
03/09,-5.30265
03/10,-5.149602
03/11,-5.1910524
03/12,-5.169433
03/13,-5.242244
03/14,-5.5507426
03/15,-5.420121
03/16,-5.1932745
03/17,-4.904973
03/18,-4.8067617
03/19,-5.0149684
03/20,-5.3343015
03/21,-5.461231
03/22,-5.2975726
03/23,-4.9498396
03/24,-4.9241896
03/25,-4.4522157
03/26,-3.9815404
03/27,-4.4329176
03/28,-4.8092012
03/29,-4.9600453
03/30,-4.856809
03/31,-4.850449
04/01,-4.861337
04/02,-5.037904
04/03,-5.158848
04/04,-5.027494
04/05,-5.0322413
04/06,-4.937572
04/07,-4.7879167
04/08,-4.4992027
04/09,-4.3733907
04/10,-4.891377
04/11,-5.060516
04/12,-5.2179117
04/13,-5.0334744
04/14,-4.8902903
04/15,-4.968577
04/16,-5.018322
04/17,-4.9821424
04/18,-4.716878
04/19,-4.5375643
04/20,-4.4014654
04/21,-4.3861923
04/22,-4.333431
04/23,-4.341574
04/24,-4.305135
04/25,-4.5579247
04/26,-4.345621
04/27,-4.1418943
04/28,-4.1886106
04/29,-4.5916586
04/30,-4.476942
05/01,-4.8508525
05/02,-4.528931
05/03,-4.6264267
05/04,-4.640631
05/05,-4.9080424
05/06,-4.956699
05/07,-4.8340774
05/08,-4.606693
05/09,-4.747821
05/10,-4.8477254
05/11,-4.8860993
05/12,-4.5553207
05/13,-4.436783
05/14,-3.8112686
05/15,-4.1509523
05/16,-4.4015837
05/17,-4.0396013
05/18,-3.8840795
05/19,-3.5002594
05/20,-4.014838
05/21,-4.2488036
05/22,-4.2752414
05/23,-4.2610435
05/24,-4.126662
05/25,-4.1884847
05/26,-4.2852836
05/27,-4.096797
05/28,-3.9269872
05/29,-4.01267
05/30,-4.3915668
05/31,-4.1732264
06/01,-4.1049013
06/02,-4.262016
06/03,-4.047978
06/04,-4.038852
06/05,-4.536553
06/06,-4.3764195
06/07,-4.6134005
06/08,-4.831427
06/09,-4.6239924
06/10,-4.6207557
06/11,-4.677358
06/12,-5.089536
06/13,-5.143111
06/14,-4.924787
06/15,-5.3386497
06/16,-4.8343263
06/17,-4.701496
06/18,-4.4769387
06/19,-4.569777
06/20,-4.088052
06/21,-4.263861
06/22,-4.4140005
06/23,-4.211281
06/24,-4.909894
06/25,-5.1557612
06/26,-5.083703
06/27,-4.7127066
06/28,-5.06899
06/29,-4.6730742
06/30,-4.082145
07/01,-4.210013
07/02,-4.239134
07/03,-4.3338513
07/04,-4.698926
07/05,-4.741919
07/06,-4.663879
07/07,-4.9791007
07/08,-4.6058187
07/09,-4.5340934
07/10,-4.3822536
07/11,-4.6979914
07/12,-4.6966434
07/13,-4.8914537
07/14,-5.0091515
07/15,-4.8080974
07/16,-5.049902
07/17,-5.1641316
07/18,-5.1453524
07/19,-5.182224
07/20,-5.264508
07/21,-5.2949677
07/22,-4.728461
07/23,-4.7456846
07/24,-5.245605
07/25,-4.9537416
07/26,-4.762335
07/27,-4.6039987
07/28,-4.871513
07/29,-5.2286487
07/30,-5.3837585
07/31,-5.7579193
08/01,-5.670216
08/02,-5.744545
08/03,-5.5524707
08/04,-5.3398204
08/05,-5.018231
08/06,-4.7990093
08/07,-4.760705
08/08,-4.960014
08/09,-4.752544
08/10,-4.725599
08/11,-4.293407
08/12,-4.315223
08/13,-4.523438
08/14,-5.0547614
08/15,-4.8080664
08/16,-4.668337
08/17,-4.8306484
08/18,-5.548488
08/19,-5.7486167
08/20,-5.339009
08/21,-5.015807
08/22,-5.085786
08/23,-4.950463
08/24,-4.769803
08/25,-4.923025
08/26,-4.607565
08/27,-5.0582047
08/28,-5.0528517
08/29,-4.885965
08/30,-5.110847
08/31,-5.2266307
09/01,-5.572331
09/02,-5.3544517
09/03,-5.1867414
09/04,-5.068975
09/05,-4.962058
09/06,-4.8390346
09/07,-4.414793
09/08,-4.800192
09/09,-5.2125216
09/10,-5.2563715
09/11,-5.0058947
09/12,-5.2672534
09/13,-5.675853
09/14,-5.3657594
09/15,-5.1607556
09/16,-5.213071
09/17,-5.4016466
09/18,-5.082407
09/19,-4.8913074
09/20,-4.9799376
09/21,-5.1704354
09/22,-4.754527
09/23,-4.5350275
09/24,-4.288518
09/25,-4.4215264
09/26,-4.5944734
09/27,-4.717382
09/28,-5.2375817
09/29,-5.0134516
09/30,-4.8793774
10/01,-4.4219103
10/02,-3.9246454
10/03,-4.5288844
10/04,-4.5889907
10/05,-4.832465
10/06,-4.2157764
10/07,-4.1082277
10/08,-4.4894366
10/09,-5.293894
10/10,-4.809653
10/11,-4.286962
10/12,-4.0324864
10/13,-4.7082863
10/14,-4.768972
10/15,-4.594856
10/16,-4.417429
10/17,-4.642299
10/18,-4.3857784
10/19,-4.3083444
10/20,-4.2137403
10/21,-4.5126915
10/22,-4.657494
10/23,-4.686255
10/24,-4.376694
10/25,-4.1283064
10/26,-4.2528105
10/27,-4.489093
10/28,-4.6494126
10/29,-4.532014
10/30,-4.3464136
10/31,-4.408793
11/01,-4.680207
