time,uwind
01/01,-2.3
01/02,-3.5
01/03,-6.4
01/04,-4.4
01/05,-3.0
01/06,-2.8
01/07,-4.2
01/08,-4.6
01/09,-2.1
01/10,-1.0
01/11,-3.4
01/12,-3.8
01/13,-3.0
01/14,-2.3
01/15,-2.6
01/16,-4.2
01/17,-3.0
01/18,-6.1
01/19,-7.0
01/20,-5.6
01/21,-3.9
01/22,-5.3
01/23,-4.7
01/24,-2.2
01/25,-4.9
01/26,-5.9
01/27,-5.5
01/28,-3.7
01/29,-2.6
01/30,-3.8
01/31,-2.3
02/01,-2.8
02/02,-4.8
02/03,-5.3
02/04,-6.6
02/05,-4.8
02/06,-1.2
02/07,-1.4
02/08,-2.6
02/09,-1.0
02/10,-3.9
02/11,-1.1
02/12,-3.6
02/13,-4.0
02/14,-2.3
02/15,-3.0
02/16,-1.3
02/17,-3.1
02/18,-4.9
02/19,-3.8
02/20,-4.9
02/21,-4.5
02/22,-4.4
02/23,-4.9
02/24,-3.9
02/25,-4.2
02/26,-6.2
02/27,-6.5
02/28,-4.9
02/29,
03/01,-3.7
03/02,-2.3
03/03,-4.9
03/04,-4.8
03/05,-0.3
03/06,-2.9
03/07,-6.2
03/08,-5.9
03/09,-4.8
03/10,-4.6
03/11,-4.0
03/12,-5.2
03/13,-6.5
03/14,-8.0
03/15,-8.6
03/16,-8.6
03/17,-6.3
03/18,-4.4
03/19,-7.0
03/20,-7.7
03/21,-6.9
03/22,-4.6
03/23,-5.0
03/24,-5.4
03/25,-4.7
03/26,-4.8
03/27,-6.5
03/28,-6.1
03/29,-4.6
03/30,-5.0
03/31,-5.5
04/01,-6.0
04/02,-5.0
04/03,-6.7
04/04,-3.3
04/05,-2.0
04/06,-6.3
04/07,-4.8
04/08,-5.7
04/09,-5.1
04/10,-3.4
04/11,1.1
04/12,1.3
04/13,0.2
04/14,1.0
04/15,-5.9
04/16,-6.9
04/17,-7.4
04/18,-6.7
04/19,-4.4
04/20,-5.8
04/21,-7.3
04/22,-6.5
04/23,-5.7
04/24,-6.4
04/25,-4.4
04/26,-5.7
04/27,-5.7
04/28,-6.2
04/29,-5.9
04/30,-6.6
05/01,-6.0
05/02,-5.6
05/03,-6.0
05/04,-6.1
05/05,-5.7
05/06,-5.1
05/07,-6.1
05/08,-6.3
05/09,-3.1
05/10,-4.0
05/11,-2.6
05/12,-4.7
05/13,-1.6
05/14,2.3
05/15,-0.9
05/16,-3.8
05/17,-2.6
05/18,1.0
05/19,0.7
05/20,3.8
05/21,6.9
05/22,5.1
05/23,4.6
05/24,2.3
05/25,0.8
05/26,0.9
05/27,-0.9
05/28,0.1
05/29,-1.7
05/30,2.4
05/31,1.6
06/01,1.6
06/02,-0.6
06/03,-1.5
06/04,-2.4
06/05,-0.9
06/06,-2.0
06/07,-0.9
06/08,-0.4
06/09,-2.4
06/10,-0.3
06/11,-3.5
06/12,-3.6
06/13,-2.4
06/14,-3.2
06/15,-3.3
06/16,-3.2
06/17,-3.1
06/18,-2.9
06/19,-0.8
06/20,-3.3
06/21,-4.9
06/22,-3.5
06/23,-2.9
06/24,-2.1
06/25,-0.3
06/26,0.3
06/27,0.4
06/28,1.3
06/29,-3.4
06/30,-4.1
