time,uwind
01/01,-6.630414
01/02,-6.2637177
01/03,-6.1651354
01/04,-6.248592
01/05,-6.2121654
01/06,-6.0141406
01/07,-6.423997
01/08,-6.1929417
01/09,-6.3099794
01/10,-6.613888
01/11,-6.3032436
01/12,-5.815244
01/13,-5.900472
01/14,-6.238192
01/15,-6.411605
01/16,-6.154121
01/17,-6.049982
01/18,-6.476977
01/19,-6.4247866
01/20,-6.2845206
01/21,-6.4607444
01/22,-6.5107684
01/23,-6.4895945
01/24,-6.293765
01/25,-6.7405076
01/26,-6.8353715
01/27,-6.5488935
01/28,-6.1946454
01/29,-6.348221
01/30,-6.5974035
01/31,-6.7601953
02/01,-6.7195363
02/02,-6.2974067
02/03,-6.110812
02/04,-6.1064935
02/05,-6.383133
02/06,-6.5729575
02/07,-6.443949
02/08,-6.7044373
02/09,-6.528338
02/10,-6.051951
02/11,-5.994072
02/12,-5.884603
02/13,-5.737136
02/14,-5.602885
02/15,-5.5242457
02/16,-6.0127435
02/17,-6.059455
02/18,-6.395859
02/19,-6.6651955
02/20,-6.18648
02/21,-5.8565392
02/22,-5.912757
02/23,-5.886173
02/24,-6.0521784
02/25,-6.0516562
02/26,-6.1745105
02/27,-6.146441
02/28,-6.0531883
02/29,-6.06
03/01,-5.9525843
03/02,-6.1173635
03/03,-6.068551
03/04,-5.7540393
03/05,-6.0840626
03/06,-6.334761
03/07,-6.1747727
03/08,-5.6129265
03/09,-5.1917953
03/10,-4.902097
03/11,-4.5972548
03/12,-4.674013
03/13,-4.8408155
03/14,-5.11587
03/15,-5.373841
03/16,-5.3775144
03/17,-4.9045568
03/18,-4.9424467
03/19,-4.8656
03/20,-4.973126
03/21,-4.9063067
03/22,-5.169536
03/23,-4.8136115
03/24,-4.289449
03/25,-4.5835543
03/26,-4.646531
03/27,-4.5523705
03/28,-4.8733544
03/29,-4.500269
03/30,-4.173333
03/31,-4.624503
04/01,-5.021699
04/02,-4.9565315
04/03,-4.7472587
04/04,-4.5566497
04/05,-4.6284823
04/06,-4.8215637
04/07,-4.2220507
04/08,-4.2086215
04/09,-3.678835
04/10,-4.1538935
04/11,-4.205425
04/12,-4.7110825
04/13,-4.2675633
04/14,-4.2434044
04/15,-4.69691
04/16,-4.7001038
04/17,-4.6238976
04/18,-5.064973
04/19,-5.2698183
04/20,-4.695614
04/21,-4.532086
04/22,-4.297355
04/23,-4.0337944
04/24,-4.1193304
04/25,-3.745344
04/26,-4.064382
04/27,-4.0483704
04/28,-4.7618856
04/29,-4.609136
04/30,-4.8744774
05/01,-4.799749
05/02,-5.4407034
05/03,-5.326238
05/04,-5.0730896
05/05,-5.097564
05/06,-5.348948
05/07,-5.4701977
05/08,-5.418077
05/09,-5.0363617
05/10,-5.133999
05/11,-5.29471
05/12,-5.167722
05/13,-5.002069
05/14,-4.7313156
05/15,-4.6655216
05/16,-4.7367754
05/17,-4.61943
05/18,-4.5745573
05/19,-4.4596944
05/20,-4.7774825
05/21,-4.5586424
05/22,-4.2844343
05/23,-4.439525
05/24,-4.5462174
05/25,-4.0541334
05/26,-4.0345254
05/27,-4.7708945
05/28,-4.8530016
05/29,-5.191834
05/30,-5.100098
05/31,-4.9873285
06/01,-4.7200346
06/02,-4.5851846
06/03,-4.3328176
06/04,-4.5098257
06/05,-4.7372313
06/06,-5.0272617
06/07,-5.142335
06/08,-5.244546
06/09,-5.1391344
06/10,-5.1321135
06/11,-5.1154094
06/12,-5.0834994
06/13,-5.3824105
06/14,-5.552518
06/15,-5.286319
06/16,-5.2429104
06/17,-5.648839
06/18,-5.3542194
06/19,-5.0868444
06/20,-5.2229896
06/21,-5.5812078
06/22,-5.1574364
06/23,-5.420291
06/24,-5.6260476
06/25,-5.7200794
06/26,-5.553031
06/27,-5.2605023
06/28,-5.060501
06/29,-6.0034056
06/30,-5.8391204
07/01,-5.3484354
07/02,-5.130866
07/03,-5.2161674
07/04,-5.6346245
07/05,-5.81233
07/06,-5.952506
07/07,-5.8600693
07/08,-5.394152
07/09,-4.986196
07/10,-5.611501
07/11,-5.8126183
07/12,-6.0877266
07/13,-5.6708107
07/14,-5.275458
07/15,-5.6290593
07/16,-6.2131104
07/17,-6.4396358
07/18,-6.124657
07/19,-5.89084
07/20,-6.340686
07/21,-6.7852464
07/22,-6.3958516
07/23,-6.092699
07/24,-6.1786385
07/25,-6.1092777
07/26,-6.2535076
07/27,-6.097378
07/28,-6.384632
07/29,-6.5933557
07/30,-6.759216
07/31,-6.5696955
08/01,-6.3818846
08/02,-6.4646835
08/03,-6.7034564
08/04,-6.580359
08/05,-6.334084
08/06,-6.147563
08/07,-6.332629
08/08,-6.3460045
08/09,-6.1976275
08/10,-5.586804
08/11,-5.5837417
08/12,-5.6070905
08/13,-6.021385
08/14,-6.0887537
08/15,-6.269924
08/16,-6.228927
08/17,-6.108662
08/18,-6.1288624
08/19,-6.191785
08/20,-6.4183135
08/21,-6.3136916
08/22,-6.249437
08/23,-6.1028523
08/24,-5.7598124
08/25,-6.33896
08/26,-6.47997
08/27,-6.3608427
08/28,-6.22461
08/29,-6.0104756
08/30,-6.227181
08/31,-6.4998317
09/01,-5.832719
09/02,-5.740889
09/03,-6.1431
09/04,-6.589587
09/05,-6.344788
09/06,-5.9590764
09/07,-5.8676662
09/08,-6.483026
09/09,-6.4697795
09/10,-6.6743817
09/11,-6.2634845
09/12,-6.0593033
09/13,-5.9915485
09/14,-6.011902
09/15,-5.8510027
09/16,-6.3308635
09/17,-6.138896
09/18,-6.082014
09/19,-5.939672
09/20,-5.8853703
09/21,-5.9676337
09/22,-5.847052
09/23,-5.54018
09/24,-5.4782286
09/25,-5.711785
09/26,-5.871243
09/27,-6.2143884
09/28,-6.3127675
09/29,-6.211025
09/30,-5.707696
10/01,-5.6032405
10/02,-5.2495465
10/03,-5.2872953
10/04,-5.255627
10/05,-5.02225
10/06,-5.2805057
10/07,-5.5131145
10/08,-5.7651534
10/09,-5.7848897
10/10,-5.852989
10/11,-5.349273
10/12,-5.1714134
10/13,-5.542935
10/14,-5.7456837
10/15,-5.649433
10/16,-5.6352572
10/17,-5.428547
10/18,-5.2961874
10/19,-5.2032204
10/20,-5.0736775
10/21,-5.2835813
10/22,-5.4324245
10/23,-5.4927306
10/24,-5.3698483
10/25,-5.4171443
10/26,-5.2965727
10/27,-4.936746
10/28,-4.8916264
10/29,-4.988056
10/30,-4.9784875
10/31,-5.166286
11/01,-5.229839
11/02,-5.5449777
11/03,-5.3415484
11/04,-5.1388
11/05,-5.2230663
11/06,-5.6439466
11/07,-5.481371
11/08,-5.674682
11/09,-5.3583097
11/10,-5.535335
11/11,-5.592013
11/12,-5.5299883
11/13,-5.552423
11/14,-5.0304265
11/15,-5.170192
11/16,-5.3170824
11/17,-5.5139236
11/18,-5.619903
11/19,-5.580983
11/20,-5.6980076
11/21,-5.749457
11/22,-5.447066
11/23,-5.8098164
11/24,-6.064618
11/25,-5.343595
11/26,-5.572444
11/27,-5.721549
11/28,-5.7375298
11/29,-5.2519836
11/30,-5.5082765
12/01,-5.630984
12/02,-5.877916
12/03,-6.0813136
12/04,-6.0771136
12/05,-6.1371884
12/06,-6.225746
12/07,-6.412901
12/08,-6.4559364
12/09,-6.3401966
12/10,-6.588316
12/11,-6.7121906
12/12,-6.6132507
12/13,-6.0151215
12/14,-6.1384377
12/15,-5.992359
12/16,-5.8410883
12/17,-5.7237887
12/18,-5.80961
12/19,-6.172187
12/20,-6.1889567
12/21,-6.3947453
12/22,-6.328105
12/23,-6.2651916
12/24,-6.2936707
12/25,-6.661833
12/26,-6.8201323
12/27,-6.6353993
12/28,-6.3810563
12/29,-6.817523
12/30,-7.1039352
12/31,-6.6856093
